,uri,track_name,artist,explicit,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,popularity,lyrics
20,spotify:track:6Ozh9Ok6h4Oi1wUSLtBseN,BOP,DaBaby,True,0.769,0.787,11.0,-3.909,0.367,0.189,0.0,0.129,0.836,126.77,76,"[Intro]You know everybody been waiting on that Baby, manI mean, it's like ever since Baby on Baby dropped, man, like, you know (Ever since Baby on Baby dropped)Ain't nobody drop shit (Oh Lord, Jetson made another one)Let's go, hah[Chorus]I needed some shit with some bop in it (Let's go)I flew past the whip with that blunt in my mouthWatch the swervin', that whip had a cop in it (Woo)My bitch got good pussy, fly her 'cross the countryI finish the show and I hop in it (Mm, mm, mm)I got me a milli', I did it legit-lyI'm still with the shits, I'm a hot nigga (Hot)[Verse 1]Oh, you asking for pictures with niggas? (Huh?)What's your name? Get the fuck out the spot, nigga (Get the fuck)Tryna figure which deal I'ma take (Uh-huh)I woke up, couple mill' on my plate (Let's eat)I'm investing in real and estate (Uh-huh)I just went gave my mama a hundred (A hundred)Probably won't hear me open my mouth'Less you hearin' me talkin' 'bout finding some money (Let's go)As soon as I found it, I flipped that (Flip)I'm a little bit different, they get it (They dig)Know I'm stiff on a bitch and she dig itTryna find out why Baby ain't all in her mentions (Hah)No, she ain't get no DM from me (Bitch)This rich nigga dick, it ain't freeShe be throwin' that ass, yeah, she good at itTurn around when we fuck, make her look at it (Uh, she like, hah)"
21,spotify:track:1Cv1YLb4q0RzL6pybtaMLo,Sunday Best,Surfaces,False,0.878,0.525,5.0,-6.832,0.0578,0.183,0.0,0.0714,0.694,112.022,76,"[Intro: Forrest]Good, feeling good[Chorus: Forrest]Ayy, feeling good, like I shouldWent and took a walk around the neighborhoodFeeling blessed, never stressedGot that sunshine on my Sunday best (Yeah, ayy, ayy)[Verse 1: Forrest]Every day can be a better day, despite the challengeAll you gotta do is leave it better than you found itIt's gonna get difficult to stand, but hold your balanceI just say whatever 'cause there is no way around it 'cause[Pre-Chorus: Forrest]Everyone falls down sometimesBut you just gotta know it'll all be fineIt's okay, uh-huh-huh, uhIt's okay, it's okay[Chorus: Forrest]Ayy, feeling good like I shouldWent and took a walk around the neighborhoodFeeling blessed, never stressedGot that sunshine on my Sunday best (Ayy)"
22,spotify:track:4PklAHGXT5ityno3IA8SKd,Go Stupid,Polo G,True,0.92,0.833,1.0,-3.18,0.253,0.0277,0.0,0.0596,0.645,141.034,78,"[Intro: Polo G]AyyGang, gang, gang, ayy (Mike WiLL Made-It)Lil' Capalot, bitch, hah(Tay Keith, fuck these niggas up)[Verse 1: Polo G & Stunna 4 Vegas]Hit the strip after school, couldn't wait 'til I got out of class, used to stare at the clock and shitBefore all of this rappin' shit, I was gangbangin' and doin' high-speeds on the cops and shitAnd I'm straight from the Chi, but I ball like a king up in Cali and shoot like StojakovićKeep applyin' that pressure, I go on the run, it ain't no lettin' it up, ain't no stoppin' thisHad to tell my lil' brother to chill, gotta stay in the house, come outside, he be poppin' shitYou ain't heard about us, well, you need to go watch the news, niggas know we be dropping shitGot the feds on my ass in the hood 'cause they think I'm the one who been buyin' up Glocks and shitI'm just focused on music, they say my last tape was a classic, but I got some hotter shit (Hotter shit)Might be rocking a show or if I'm not up the stu', then I'm fucking this cash offDon't you know Polo G? Skinny tall with the dreads, that lil' nigga be rappin' his ass offYeah, I heard she got surgery, still wanna clap from the back just to see if her ass softGo like Harden with rockets, we blast offTried to throw us some bullets, but we made 'em fumble, like nah, you ain't gettin' that pass offSpin the block, now I'm takin' my mask offHit the gas like we racin', speed off in them foreigns and leave tire marks on the asphaltIt's gon' be R.I.P. once your ass caughtHe like frontin', we knockin' his cap off'Nother day, a new chain or a MAC boughtAll this ice got me freezin' like Jack Frost (4X)"
23,spotify:track:6axvnGwB3rtoriGI1lPhTz,Chinese New Year,SALES,False,0.744,0.845,4.0,-7.422,0.253,0.759,0.232,0.1,0.749,75.221,52,"[Chorus]I'll see you at the moviesI see you with your lipstick onI'm looking out for cosmosI'm hoping that we get alongIt's time for innovationIt’s time for us to make a changeIt's time for a Chinese New YearIt's time for me to make a way[Refrain]And I can’t, no I can’t wait to get far from hereNo I can’t, I can’t wait to get out of hereNo I can’t, no I can’t, no I can’t wait to get out of here[Chorus]I'll see you at the moviesI see you with your lipstick onI'm looking out for cosmosI'm hoping that we get alongIt's time for innovationIt’s time for us to make a changeIt's time for a Chinese New YearIt's time for me to make a way[Verse]Sweared a lotAnd I bared a lotI was there a lotLast yearWept a lotOh, baby, you slept a lotI was left a lotLast yearPleased a lotBaby, you seized my heartAnd IStarted to fall last year"
25,spotify:track:3JTMWdhcJPiegDSe7SvZS3,Cannibal,Kesha,False,0.71,0.68,1.0,-4.676,0.106,0.0078,0.0165,0.0493,0.571,129.971,69,"[Intro]RrahRrah[Verse 1]I have a heart, I swear I doBut just not, baby, when it comes to youI get so hungry when you say you love me(Hush) If you know what's good for youI think you're hot, I think you're coolYou're the kinda guy I'd stalk in schoolBut now that I'm famous, you're up my anusNow I'm gonna eat you fool[Pre-Chorus]I eat boys up, breakfast and lunchThen when I'm thirsty, I drink their bloodCarnivore, animal, I am a cannibalI eat boys up, you better run[Chorus]I am cannibal (Cannibal, cannibal, I am)I am cannibal (Cannibal, I'll eat you up, I am)I am cannibal (Cannibal, cannibal, I am)I am cannibal (Cannibal, I'll eat you up)"
26,spotify:track:1dtTRXifeGC51adYy0902s,Bad Boy,Yung Bae,False,0.861,0.82,1.0,-4.807,0.0728,0.032,4.76e-06,0.0706,0.781,118.04,58,"[Verse 1: ​bbno$]Ayy, uh-huhYeah, I'm a bad boy doin' good thingsGot a lemonade whip, chicken wingsWith a bad bitch and she quite thickSo I might just cop myself a chain tonightSlim shawty with the tank topI'ma let her munch it on my cake pop, yeah-yeahYung Bae'll make your hips dropSo I might just take your woman for a night[Pre-Chorus: bbno$]Everybody in the whole buildingI said, everybody in the whole buildingCome on, follow along, feel the grooveAnd get yourself to moveGet your ass to the dance floorI said, get your ass to the dance floorCome on, follow along, feel the grooveYeah, there's no one to prove[Chorus: bbno$]Pick a girl, pick a boySpin 'em 'round like a toyGrab 'em hands, pull 'em closePush 'em back, do the most (I said)Pick a girl (Come on), pick a boy (Come on)Spin 'em 'round (Come on) like a toy (I said)Grab 'em hands (Come on), pull 'em close (Come on, all y'all)Push 'em back (Come on), do the most (Let's go)"
29,spotify:track:6wJYhPfqk3KGhHRG76WzOh,Blueberry Faygo,Lil Mosey,True,0.774,0.554,0.0,-7.909,0.0383,0.207,0.0,0.132,0.349,99.034,72,"[Intro]Damn, Callan (Damn, Callan)[Chorus]One bad bitch and she do what I say so (Yeah)Two big 40's and a big-ass Draco (Boom, boom)Three more millions when you ask how my day go (Yeah)Poured up a four, now that's blueberry Faygo (Lean)One false move and we straight to shootin' shitTwo small bands just to take you out real quick (Bands)Three more hoes, pull up, I'm fucking shit (Yeah)That's how it go, big bands, I'm thumbin' shitAyy, one bad bitch and she do what I say so (Yeah)Two big 40's and a big ass Draco (Boom, boom)Three more millions when you ask how my day go (Yeah)Poured up a four, now that's blueberry Faygo (Lean)One false move and we straight to shootin' shitTwo small bands just to take you out real quick (Bands)Three more hoes, pull up, I'm fucking shit (Yeah)That's how it go, big bands, I'm thumbin' shit[Verse 1]I'm with my niggas, yeah, we some rockstarsAnd I'm with my nigga, yeah, KK Wokhardt (KK Wokhardt)This not my dick, lil' bitch, my Glock hard (Lil' bitch)Straight to the cash (Cash), I'm a trapstarStraight to the bag (Bag), I'm that nigga, huh?Got me some gas, rollin' up somePfft, pfft, cash, yeah, I got me someI ain't fucked since yesterday, I'ma fuck somethin'"
32,spotify:track:1nwsqIhMaK6LAlSjhqt02x,Attention,Todrick Hall,True,0.858,0.908,1.0,-6.077,0.13,0.356,0.0,0.202,0.808,134.958,54,"[Hook]Do I have your attention (Hey!)Do I have your atten-tion (Hey, hey!)Do I have your attention (Hey!)Do I have your atten-tion (Hey, hey!)Do I have your attention (Hey!)Do I have your atten-tion (Hey, hey!)Do I have your attention (Hey!)Do I have your atten-tion (Hey, hey!)(Is you taking notes?)(Three, two, werk)[Verse 1]We about to go off, off, offWhen the speakers go blow, blow, blowEverybody turn up, up, upIt's about to go down, down, downMake the whole room spin, spin, spinTurn the base up loud, loud, loudWe about to go in, in, inAnd we can't stop now, now, now(Fuck it up)[Chorus](Dance!)Don't stop, don't stop, don't stop, don't stop, don't(Dance!)Don't stop, don't stop, don't stop, don't stop, don't(Dance!)Don't stop, don't stop, don't stop, don't stop, don'tDo I have your attention(Fuck it up)(Dance!)Don't stop, don't stop, don't stop, don't stop, don't(Dance!)Don't stop, don't stop, don't stop, don't stop, don't(Dance!)Don't stop, don't stop, don't stop, don't stop, don'tDo I have your attention"
33,spotify:track:2WgyOP8Z1D6GQYumCwH4Dk,Monster,Lady Gaga,True,0.694,0.801,9.0,-4.503,0.0441,0.00124,0.0,0.479,0.646,119.969,71,"[Intro]Don't call me GagaI've never seen one like that beforeDon't look at me like thatYou amaze meHe ate my heart, he a-a-ate my heart (You little monster)He ate my heart, he a-a-ate my heart out (You amaze me)Ate my heart, he a-a-ate my heart (Hahahaha)He ate my heart, he a-a-ate my heart (Big boy)[Verse 1]Look at him, ahLook at meThat boy is bad and honestlyHe’s a wolfIn disguiseBut I can't stop staring in those evil eyes (Evil eyes, evil eyes)[Pre-Chorus]I asked my girlfriend if she’d seen you 'round before (Oh yeah)She mumbled something while we got down on the floor, baby (Uh)""We might’ve fucked, not really sure, don’t quite recall (Oh yeah)But something tells me that I've seen him, yeah""[Chorus]That boy is a monster (Mo-mo-mo-monster)That boy is a monster (Mo-mo-mo-monster)That boy is a monster (Mo-mo-mo-monster)That boy is a monster-er-er-er-er"
35,spotify:track:4nK5YrxbMGZstTLbvj6Gxw,Supalonely,BENEE,True,0.863,0.631,7.0,-4.689,0.0534,0.305,3.04e-05,0.123,0.817,128.977,70,"[Chorus: BENEE]I know I fucked up, I'm just a loserShouldn't be with ya, guess I'm a quitterWhile you're out there drinkin', I'm just here thinkin''Bout where I should've beenI've been lonely, mmh, ah, yeah[Verse 1: BENEE]Water pouring down from the ceilingI knew this would happen, still hard to believe itMaybe I'm dramatic, I don't wanna seem itI don't wanna panic[Pre-Chorus: BENEE]I'm a sad girl in this big world, it's a mad worldAll of my friends know what's happened, you're a bad thing (Ah)[Chorus: BENEE]I know I fucked up, I'm just a loserShouldn't be with ya, guess I'm a quitterWhile you're out there drinkin', I'm just here thinkin''Bout where I should've beenI've been lonely, mmh, ah, yeah[Post-Chorus: BENEE]La-la-la-la, la-la-la-laLonely (I'm a lonely bitch)La-la-la-la, la-la-la-laLonely (Super lonely)"
36,spotify:track:78qd8dvwea0Gosb6Fe6j3k,Boss Bitch,Doja Cat,False,0.707,0.955,10.0,-4.593,0.222,0.127,0.0,0.202,0.575,125.989,80,"[Intro]MmmI ain't tryna (Ah)I ain't trynaI ain't tryna[Verse 1]Yeah, ain't tryna be cool like youWobblin' around in your high heel shoesI'm clumsy, made friends with the floorTwo for one, you know a bitch buy fourAnd two left feet, you know I always dropFirst thing a girl did was a bopI'm the whole damn cake and the cherry on topShook up the bottle, made a good girl pop[Pre-Chorus]You ain't even here to partyKen in the club, tryna pipe a BarbieI don't wanna go, go, go with the flowBackbend 'til I touch my toesI don't wanna row, row, row the boatWrist full of rocks and I hope I floatBig up yourself 'cause you know they don'tI chew, chew, chew, 'cause they hope I choke"
37,spotify:track:6uhvuMDb93ANzVxNABDgf1,Kill the Director,The Wombats,False,0.41,0.858,1.0,-5.301,0.0481,0.00354,0.0,0.0897,0.961,161.487,54,"[Verse 1]I've met someone that makes me feel seasickOh, what a skill to have, oh, what a skillTo have so many skills that make her distinctiveBut they're not mine to have, no, they're not mine[Pre-Chorus 1]Whenever she looks, I read the nearest paperThough I don't care about the soaps;No, I don't care about the soaps...Though I'm acting like I'm in an EastEnders episode![Chorus](Ooh, ooh, ooh, ooh)If this is a rom-com, kill the director!(Ooh, ooh, ooh, ooh)If this is a rom-com, kill the director, please![Verse 2]Carrots help us see much better in the darkDon't talk to girls; they'll break your heartAnd this is my head and this is my spoutBut they work together; they can't figure anything out[Pre-Chorus 2]So with the angst of a teenage bandHere's another song about a gender I'll never understandHere's another song about a gender I'll never understand"
38,spotify:track:7B2rgsfMqzDCwyChJn0TKr,3 Vets,The Future Kingz,True,0.918,0.602,11.0,-6.591,0.264,0.179,0.0,0.11,0.898,145.013,51,"[Intro: Renz]Yeah, yeah, yeah, yeah, ayy[Chorus: Renz & Lil Sosho]Walk up in dat bit' too clean, I’m froze (Froze)They don’t fight you where I’m fromLike the beat, I keep a drumYou ain’t got dough lil' boy, you a bum (Ayy)She gave me brain that bit' so dumb (So dumb)Used to be broke, I ain’t have no fundsNow I spend it just for funEat at Harold’s just for lunch (Ayy)Walk up in dis bitch wit da VVSCan’t get my 'Gram 'cause I don’t do the textDon’t give a damn 'bout how you flexPull up with cubans all over my neckTec gon' blam don’t care who nextSee me and kinfolk, you see three vetsI’m at the show, better have my checkChoppa gon' blow if you disrespect us[Verse 1: Renz]Choppa gon' blow if you disrespectLotta bad bitches wanna give me sexGang on my neck, gold chain wit da crestShe gon' buss it down on a boy then I dipYou a lil' bitch crying 'bout some credsHad a drop a roll and I got some breadsRenz gon' eat, whole gang get fedHatin on me? Lil' boy get slept (Slept)"
41,spotify:track:42EG9CclEoBnRq7X5B7O9j,My Heart Went Oops,Tiagz,False,0.96,0.412,1.0,-11.281,0.607,0.119,0.0,0.0903,0.49,121.027,48,"[Intro](Tiagz)Oops, my heart went[Chorus]Oops (Yeah)My heart just got stuck between these loops (Between these loops)My mind got stuck in between these groups (Groups, huh?)They don't want admit, but it's okay (Huh? Huh? Huh?)Now my heart knows how to stay away[Bridge]Right now it's like two in the morningAnd I can't make a lot of noise 'cause I don't want to wake up anybody like[Verse 1]Post on the 'Gram, everybody likingTurn the switch up, now I'm back to typing (Typing)One mil' on the 'Tube, I am back to shining (And I'm back to shining)They want some features, I'm not into pricingNow they be wanting something from meI don't mind 'cause I'm happy (Happy)I fight strong and rap, Killer BeeRasengan jutsu sharingan, yeahBands, bands, bands, that's all they want (That's all they want, yeah)Bands, bands (My heart went)"
42,spotify:track:1mvZErZBp7WZT3HfGBykao,Cry for You,September,False,0.767,0.881,9.0,-3.988,0.0301,0.00133,0.000139,0.0551,0.961,130.018,70,"[Verse 1]I never had to say goodbyeYou must have known I wouldn't stayWhile you were talking about our lifeYou killed the beauty of today[Pre-Chorus]Forever and ever, life is now or neverForever never comes around (People love and let go)Forever and ever, life is now or neverForever's gonna slow you down[Chorus]You'll never see me againSo now who's gonna cry for you?You'll never see me againNo matter what you doYou'll never see me againSo now who's gonna cry for you?You'll never see me againNo matter what you do[Post-Chorus]Na-na-na-na-na[Verse 2]You never heard me break your heartYou didn't wake up when we diedSince I was lonely from the startI think the end is mine to write"
43,spotify:track:1jaTQ3nqY3oAAYyCTbIvnM,WHATS POPPIN,Jack Harlow,True,0.923,0.604,11.0,-6.671,0.245,0.017,0.0,0.272,0.826,145.062,78,"[Chorus]What's poppin'? (Pooh, you a fool for this one)Brand new whip, just hopped in (Just hopped in)I got options (Oh Lord, Jetson made another one)I could pass that bitch like Stockton (It ain't nothin')Just joshin'I'ma spend this holiday locked in (Ooh)My body got rid of them toxins (Mmh, mmh)SportsCenter, top ten[Verse]I could put the ball in the end zonePut a bad bitch in the friendzone, oohThis shit sound like an introJetson, give me that tempo, oohTold Pooh he a fool with this shit (He a fool)Told her don't let her friends know (Don't)In the 'Ville and I move like a don (Don)Eating fettuccine at Vincenzo'sMe and my 'migos got that free smokeOn the West Coast, yeah, I'm talking 'bout pre-rolls (Pre-roll)Dark haired bitch and she look like Shego (She do)Hometown hero, feeling myself, can't murder my ego (Can't do it)She heard of my deep strokeShe said, ""Babe, does it hurt when I deep throat?"" (It does)Certified freak hoHang around us and she learnin' my lingoBack then, wasn't worried 'bout me thoughIn the gym tryna work on my free throwGoddamn (Goddamn)Spending money at the club like Sam's (Cha-ching)Yes, ma'amShe a lil' freak on cam (Facts)But she don't put this on the 'Gram (Nah)Lil' boys tryna diss on the 'Gram (Ayy)I can't switch on the fam (Bitch)Shit's hot, hit the switch on the fan (Hit that shit)This where my head is (Listen)I feel resentment from every directionEven some homies be wearing expressionsI be discouraged from sharing my blessings (Damn)We used to share a connectionNow it just feels like it's wearing and stretchingI'm getting real sick of taking adviceFrom people that never could stare at reflections (Ooh)Somewhere in there is a lessonY'all ain't evolvin', it's very depressingI'm at the club with the basketball teamMe and the Cardinals are sharing a section (Facts)Gotta cherish the presentI'm drinking water and wearing protectionGot a career and I'm very investedSome people call it a scary obsession (Ooh, period, but)I like to call it a passionI can't be sitting relaxin' (Nah, I can't)PG, we getting some tractionI'm at the venue, it's packed in (Packed out)I'm digging her accentI got a B.B. Simon belt on meAnd she tryna get it unfastenedThat's my type of distractionThat's my type and she Latin (That's facts, ooh)Got my own flow and I'm 'bout to get a patentBrand new sheets for the bed, they satin (Soft, real soft)Y'all wasn't tuned in back then (Nah)My swag, they keep jackin' (Keep on jackin')I ain't doin' no verse, quit askin' (Quit askin')"
44,spotify:track:55CHeLEfn5iJ0IIkgaa4si,Savage,Megan Thee Stallion,True,0.843,0.741,11.0,-5.609,0.334,0.0252,0.0,0.096,0.68,168.983,69,"[Intro]I'm that bitch (Yeah)Been that bitch, still that bitch (Ah)Will forever be that bitch (Forever be that bitch)Yeah (Ayy, ah)[Verse 1]I'm the hood Mona Lisa, break a nigga into piecesHad to X some cheesy niggas out my circle like a pizza (Yeah)I'm way too exclusive, I don't shop on Insta' boutiquesAll them lil' ass clothes only fit fake bootiesBad bitch, still talking cash shitPussy like water, I'm unbothered and relaxingI would never trip on a nigga if I had himBitch, that's my trash, you the maid, so you bagged him, ah[Chorus]I'm a savage (Yeah)Classy, bougie, ratchet (Yeah)Sassy, moody, nasty (Hey, hey, yeah)Acting stupid, what's happening? (Woah, woah)Bitch, what's happening? (Woah, woah)Bitch, I'm a savage, yeahClassy, bougie, ratchet, yeahSassy, moody, nasty, huhActing stupid, what's happening?Bitch, what's happening? (Ayy, ah)"
