,uri,track_name,artist,explicit,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,popularity,lyrics
83,spotify:track:6ap9lSRJ0iLriGLqoJ44cq,CITY OF ANGELS,24kGoldn,False,0.686,0.541,0.0,-4.993,0.0493,0.042,0.0,0.0675,0.724,120.082,71,"[Chorus]I sold my soul to the devil for designerThey said, ""Go to hell,"" but I told 'em I don’t wannaIf you know me well, then you know that I ain't goin', ’causeI don't wanna, I don't wanna, I don't wanna die youngThe city of angels where I have my funDon't wanna die youngWhen I'm gone, remember all I've done, 'one[Verse]We’ve had our fun, ’unBut now I'm done, ’one'Cause you crazy (Yeah), I can't take it (No)Just wanted to see you nakedHeard time like money, can't waste itWhat’s the price of fame? 'Cause I can taste itSo I'm chasin' (Yeah), and I'm facin'A little Hennessy, it might be good for me[Chorus]I sold my soul to the devil for designerThey said, ""Go to hell,"" but I told 'em I don't wannaIf you know me well, then you know that I ain't goin', 'causeI don't wanna, I don't wanna, I don't wanna die youngThe city of angels where I have my funDon't wanna die youngWhen I'm gone, remember all I've done, 'one"
84,spotify:track:2slLXFcITuhf0oSp2wVJLv,Opaul,Freddie Dredd,True,0.822,0.871,1.0,-4.095,0.214,0.00567,0.391,0.101,0.648,145.062,62,"[Chorus]Oh, David, não vai nãoAgora que esse som tá ficando bomDavid, não vai nãoOh, David, não vai nãoOh, David, não vai nãoAgora que esse som tá ficando bomDavid, não vai nãoOh, David, não vai não[Verse]Give me all your money, give me all your shitI ain't playin' games, mane, use a fuckin' nineFreddie creepin', don't know whyThis a stickup, now you dieAin't no time to stay aliveMurder once you feel aliveBitch, you know I got it, come and get itCome back with the heat, bitch, you better get readyYour big bitch is scaredShakin' like you ain't awareSmokin' hella strong, you can smell it in my hairI will never stop smokin' dope, gives me fuckin' hopeCan you come and guess?Bitches flex, ain't no fuckin' testGoin' down south with the blunt in my mouthI just copped a one way, leave today, it ain't the sameWhy the fuck you tryna play? I ain't playin' any gamesI'm just strugglin' all aloneDo not try to hit my phonePlayers runnin', knuckle up, 'bout to test my fuckin' nutsStab 'em once, or stab 'em twiceMurder is so fuckin' nice"
85,spotify:track:1tRlGMHsf21FDo6pja27YN,Walked In,Ultradiox,True,0.891,0.538,2.0,-6.724,0.394,0.123,0.0,0.0848,0.643,80.032,37,"[Chorus]Walked in the houseI got Fendi and Prada in my house, uhShe so aroused, hmm, uhWhen I go down where I'm at, no way out, uhShe goin' out, she heard so manyShe ain't a ho' and she know it, yeahWalked inside the house, had to do a pop shove itThen I shot her man right through his jeans[Verse]What's up with that Glock? Catch a bullet just like PacHad to shoot my fuckin' shot, put yo' body in my truckShe wanna go out, her Givenchy sweater, wowSomethin' in yo' blouse got me feelin' so arousedWalky talky go out10 bad bitches hop on my dick, but she show outTook her to my lake houseShe be scared of me, but she wanna see my bank account[Chorus]Walked in the houseI got Fendi and Prada in my house, uhShe so aroused, hmm, uhWhen I go down where I'm at, no way out, uhShe goin' out, she heard so manyShe ain't a ho' and she know it, yeahWalked inside the house, had to do a pop shove itThen I shot her man right through his jeans"
86,spotify:track:6lruHh1jF7ezgbLv72xYmf,FML,Arizona Zervas,True,0.822,0.575,5.0,-5.95,0.0934,0.113,0.0,0.106,0.616,100.087,66,"[Intro](Um, Reuel, stop playing)[Pre-Chorus]Yeah, I see you got that new MercedesI might let you drive me crazyUsually, I ain't the type to stay, uh'Cause you could fall in and go psychoAin't no tellin' where this might goBut I'll take my chances either way[Chorus]So come and fuck my life up, baby, fuck my life upCome and fuck my life up, baby, fuck my life upCome and fuck my life up, baby, fuck my life upCome and fuck my life up, baby, fuck my life up(Ooh, yeah, yeah, yeah)[Verse 1]You look like somebody that could really hold it down (Down)You look like somebody that would always stick around ('Round)Got Latina in you, so I know you prolly crazy (Loco)All my friends said, ""Stay away,"" but that shit just don't phase me Uh, got a little bit of sassy, yeah I like thatYou ain't take no shit, yeah, you fight back (You fight)Never let a dude hit it on the first night (No)I can't even sleep over 'til I wife that (Ahh)All these bitches in my phone hit the boy, butI've been curving everyone for you (Brr, brr, brr, brr)Girl, I would give you every single passwordAll you gotta do is let me through, yeah"
88,spotify:track:1ghvzmzpx2nnrbx7wtpMgo,Cyber Sex,Doja Cat,True,0.917,0.657,8.0,-5.716,0.0921,0.318,3.62e-06,0.0754,0.818,131.03,70,"[Chorus]I wanna touch on you (On you)You see me in my room (My room)Wish you were here right now (Right now)All of the things I'd doI wanna get freaky on cameraI love when we get freaky on camera[Verse 1]We freak on the camLove at first sight, just a link to the 'GramPussy all pink with a tanAnd I play with it 'til my middle fingers are cramped upSwipe right 'cause he thick and he handsomeLove a sneak peek, when you free? Can we cam up?No shot to the screen, put your hands upMake it pop in your face like a SamsungAnd that's my nigga, better yet, that's my hittaHe don't leak nudes, and if you do you could go missin'Met him on Tinder, he just swipe left on bitchesAnd he don't even scroll through Insta''Less he going through my pictures[Chorus]I wanna touch on you (On you)You see me in my room (My room)Wish you were here right now (Right now)All of the things I'd doI wanna get freaky on cameraI love when we get freaky on camera"
90,spotify:track:5r5cp9IpziiIsR6b93vcnQ,Walking On A Dream,Empire of the Sun,False,0.871,0.701,5.0,-5.594,0.0458,0.257,7.52e-06,0.0589,0.716,126.975,82,"[Verse 1]Walking on a dreamHow can I explain?Talking to myselfWill I see again?[Pre-Chorus]We are always running for the thrill of it, thrill of itAlways pushing up the hill, searching for the thrill of itOn and on and on we are calling out, out againNever looking down, I'm just in awe of what's in front of me[Chorus]Is it real now?Two people become oneI can feel itTwo people become one[Verse 2]Thought I'd never seeThe love you found in meNow it's changing all the timeLiving in a rhythm where the minute's working over time[Pre-Chorus]We are always running for the thrill of it, thrill of itAlways pushing up the hill, searching for the thrill of itOn and on and on we are calling out, out againNever looking down, I'm just in awe of what's in front of me"
91,spotify:track:5ArQzSBevAdXTxRY6Ulhbq,Mama Said,Lukas Graham,False,0.712,0.799,7.0,-4.564,0.0703,0.0447,6.4e-05,0.37,0.591,83.996,69,[Chorus]When Mama said that it was okayMama said that it was quite alrightOur kind of people had a bed for the nightAnd it was okayMama told us we were good kidsAnd Daddy told us never listen to the onesPointing nasty fingers and making fun'Cause we were good kids[Verse 1]Remember asking both my mom and dadWhy we never travelled to exotic landsWe only ever really visit friendsNothing to tell when the summer endsWe never really went buying clothesFolks were passing on the stuff in plenty loadsNew shoes once a year and thenOut to play ball so we could ruin them[Chorus]When Mama said that it was okayMama said that it was quite alrightOur kind of people had a bed for the nightAnd it was okayMama told us we were good kidsAnd Daddy told us never listen to the onesPointing nasty fingers and making fun'Cause we were good kids
94,spotify:track:59HjlYCeBsxdI0fcm3zglw,Wildest Dreams,Taylor Swift,False,0.554,0.666,8.0,-7.414,0.0747,0.0702,0.00593,0.106,0.472,140.056,75,"[Verse 1]He said, ""Let's get out of this townDrive out of the city, away from the crowds""I thought, ""Heaven can't help me now""Nothing lasts foreverBut this is gonna take me down[Pre-Chorus]He's so tall and handsome as hellHe's so bad, but he does it so wellI can see the end as it beginsMy one condition is[Chorus]Say you'll remember meStandin' in a nice dressStarin' at the sunset, babeRed lips and rosy cheeksSay you'll see me againEven if it's just in yourWildest dreams, ah, haWildest dreams, ah, ha[Verse 2]I said, ""No one has to know what we do""His hands are in my hair, his clothes are in my roomAnd his voice is a familiar soundNothin' lasts foreverBut this is gettin' good now"
95,spotify:track:2iUmqdfGZcHIhS3b9E9EWq,Everybody Talks,Neon Trees,True,0.471,0.924,8.0,-3.906,0.0586,0.00301,0.0,0.313,0.725,154.961,80,"[Intro]Ah-ah-ah-ahAhem, ahem[Verse 1]Hey, baby, won't you look my way?I can be your new addictionHey, baby, what you got to say?All you're giving me is fictionI'm a sorry sucker and this happens all the time[Pre-Chorus]I find out that everybody talksEverybody talks, everybody talks[Chorus]It started with a whisperAnd that was when I kissed herAnd then she made my lips hurtI can hear the chit-chatTake me to your love shackMama's always gotta backtrackWhen everybody talks back[Verse 2]Hey, honey, you could be my drugYou could be my new prescriptionToo much could be an overdoseAll this trash-talk make me itchin'"
99,spotify:track:2Sla5cgNpVoRcckYjaAMKP,Dream Girl,Ir Sais,False,0.884,0.546,2.0,-6.279,0.117,0.269,8e-06,0.064,0.49,113.236,61,"[Chorus]Dream ah-uhOh-oh, oh-ohhIri, mi stimabu asina tantuOh-oh, oh-ohhOh-oh, oh-ohhMi stimabu asina tantuDream ah-uhOh-oh, oh-ohh, ohMi stimabu asina tantuDream ah-uhOh-oh, oh-ohh, ohMi stimabu asina tantu[Verse 1: Ir-Sais]Oh, mi a slow riba sesentaRiba bo mi mente kedaYeah-eh, mi kurason ta yenaBo ta sinti'e diferensiaT'abo ta mi dream girlEsun ku mi ta feel p'eTa lagami, feel safeT'abo so ta parese de-e-enT'abo ta mi dream girlEsun ku mi ta feel, girlKu bo mi feel safePaso t'abo so mi ke-e-e-eI abo ta mi, dream girlIri"
100,spotify:track:4qAEFnCVCqZsIcaOKQwMUj,Falling In Love,Dennis Kruissen,False,0.355,0.475,11.0,-8.821,0.0438,0.0123,0.0,0.162,0.146,134.495,53,"[Verse 1]What do you do when your heart starts racing?And your mind don't control what it thinks at timesIn the clouds and it feels like heavenWhile you're here, then you know you'll be just fineBefore you know it you're intoxicatedFall asleep to a kiss it taste like wineBut even dreaming you know you can't escape itOnce it's over then you can't wait to press rewind[Chorus]And I guess it's just how it goesAnd I hope I'm not alone'Cause I think I'm falling in loveI think I'm falling inI think I'm falling in loveI guess I'm falling in loveI think I'm falling inI must be falling in love[Verse 2]What do you do when you can't be patient?'Cause your mind and your heart can't keep that paceAlways happens when you least expect itTakes you over and it knocks you on your faceAnd it gets deeper as you flip the pagesSame story but it's told in a different wayIt's been a journey but you're glad you made itCall it home and you pray that you're here to stay"
101,spotify:track:3FtYbEfBqAlGO46NUDQSAt,Electric Feel,MGMT,False,0.763,0.803,1.0,-3.713,0.0351,0.0709,0.285,0.348,0.561,103.04,79,"[Verse 1]All along the Western frontPeople line up to receiveShe got the power in her handTo shock you like you won't believeSaw her in the AmazonWith the voltage running through her skinStanding there with nothing onShe gonna teach me how to swim[Chorus]I said, ""Ooh, girl!Shock me like an electric eelBaby girlTurn me on with your electric feel""I said, ""Ooh, girl!Shock me like an electric eelBaby girlTurn me on with your electric feel""[Verse 2]All along the Eastern shorePut your circuits in the seaThis is what the world is forMaking electricityYou can feel it in your mindOh, you can do it all the timePlug it in, change the worldYou are my electric girl"
102,spotify:track:527k23H0A4Q0UJN3vGs0Da,After Party,Don Toliver,True,0.629,0.692,5.0,-8.045,0.0376,0.00981,0.331,0.603,0.453,162.948,78,"[Chorus]Okay, I pull up, hop out at the after partyYou and all your friends, yeah, they love to get naughtySippin' on that Henn', I know you love that Bacardi (Sonny Digital)1942, I take you back in that 'RariOkay, I pull up, hop out at the after partyYou and all your friends, yeah, they love to get naughtySippin' on that Henn', I know you love that Bacardi1942, I take you back in that 'Rari[Verse 1]Switchin' lanes and I'm seein' lights, you know I watch the curbSmokin' weed, you know I'm gettin' high, you know it calm my nervesTrappin' hard, pumpin' non-stop, the bag I had to earnYou can try, but you might fail again, you know you never learn[Pre-Chorus]Came in with a bottle, I was trippin'And I took a couple shots and now I'm dizzyIt got me burning up, burning upInsides burning up, burning up (Yeah)[Chorus]Okay, I pull up, hop out at the after partyYou and all your friends, yeah, they love to get naughtySippin' on that Henn', I know you love that Bacardi1942, I take you back in that 'RariOkay, I pull up, hop out at the after partyYou and all your friends, yeah, they love to get naughtySippin' on that Henn', I know you love that Bacardi1942, I take you back in that 'Rari"
105,spotify:track:5RqR4ZCCKJDcBLIn4sih9l,Party Girl,StaySolidRocky,False,0.728,0.431,6.0,-9.966,0.0622,0.749,0.0,0.0996,0.629,130.022,72,"[Intro]Girls just wanna have funSo they party, so they party(Ayy, yo, Nashi, you goin' crazy)[Chorus]Lil' mama a party girl, she just wan' have fun tooThey say you ain't wifey type, but I don't care, I want youShe like to do drugs too, she in love with guns tooThey say you too piped up, but I think that I love youLil' mama a party girl, she just wan' have fun tooThey say you ain't wifey type, but I don't care, I want youShe like to do drugs too, she in love with guns tooThey say you too piped up, but I think that I love you[Verse]She don't want nobody, she don't need somebodyI'm tryna be with you so you don't be without meShe totin' just like me, no, we can't leave without itShe boot up off the meds like she can't breathe without itShe drinkin' Four Lokos, I can't get with thoseShe wan' give me toto, I tell her come closeShe say, ""You say you love me, but I don't know what love means""I ask her who got her heart, 'cause damn, that nigga luckyI been tryna reach for it, but it's too far above meI ain't never do you wrong, so tell me why you don't trust meShe don't do this often, she said it's only because meYou the one who want it, therefore you can never judge meShe just wanna party and nothing's wrong with thatEvery time I'm calling, she say she gon' call me backI told her call me Rocky, she say she not gon' call me thatYou say you come with a lot, well, baby, I want all of that"
106,spotify:track:68UU9oaQtMDnh6PRlW842H,I Like Him,Princess Nokia,True,0.893,0.579,9.0,-8.995,0.113,0.0641,0.000121,0.215,0.611,133.018,63,"[Intro: Denzel Curry]Got the beat by Powers and we just made a banger[Chorus]I like him, like him tooHe my man, he my booHe my type, he so cuteI want him, and I want him tooI like him, like him tooHe my man, he my booHe my type, he so cuteI want him, and I want him too[Verse 1]Hop in the whip, hop in the truckI do whatever the fuck that I wantI'm not a ho, I'm not a slutI like to fuck and I sure like to suckI am that bold, freezy like iceI'm not a wife, so talk to me niceYou ain't my type, I don't like youYou a broke boy, look at your shoesI am the player and I am the pimpAll of them boys, make 'em the trickAll of them boys, they on my shitBut all of them boys, they make me sick"
107,spotify:track:3wdnX9UwfyXkNq0FJVhQQD,Snake,Lil Keed,True,0.943,0.443,7.0,-10.098,0.138,0.188,0.00225,0.282,0.621,109.908,62,"[Intro]Yeah, my boy Pyrex in this motherfucker[Verse 1]I was just thinkin' ’bout youPop a Percocet, get higher than a kiteFuck your bitch, get her ass out of sightCame from the trenches, but I'm living niceCame for the riches, ain't got time to fightCame for your ho, she wan’ spend the nightI ain't come alone, fire on my sideNo armor on, I'm not a knightNigga too sharp, nigga need a knifeDrink it out a juice, I don't need a SpriteFuck 'em by the twos, they both tryna rideThen I ditch 'em both, I ain't even rightHightop Chanel, bitch, we drippin' rightYoung YSL, bitch, we livin’ life[Chorus]Snake, snake, snake, snakeSnake, snake, snake, snake[Verse 2]I’m goin' right inAnd these pockets, I’m risingJust know that we tied inAnd that pussy, I dive right inBefore the license, I was drivingSet 'em up like a tent, finna get stretchedJust like Grinch, takin' that shitWhen you get off the exit, you ain't get stretchedWe do it for..."
108,spotify:track:1oHtKjiGUmYDFGTlQVfsim,Need A Freak,Mighty Bay,True,0.927,0.374,1.0,-12.053,0.522,0.0139,0.0,0.0644,0.738,129.947,31,"[Intro: KBlast](Mighty just be killin' it)Ayy, workNeed a freak, need a freak, mouth wide[Chorus: KBlast]Need a freak, need a freak, mouth wideNeed a freak, need a freak, mouth wideNeed a freak, need a freak, mouth wideWide, ayy, wide, ayy[Verse 1: Mighty Bay]Need a freak, need a freak, mouth wide (Where she at?)When I pull up, she ready outside (She ready)My bitch clean like detergent, that's Tide (She clean)She gon' seek if she find me tryna hide (Okay)All white on, lookin' like the Pope (Like the Pope)She gon' suck it through the pants and choke (She gon' choke)Cut the bitch off just like a lawnmowerLike the Men in Black, I'm always on the low, yeah (Oh yeah)She with it, uh, she with it, uh, all of my bitches be fitted, uhTryna send through, tryna submit itWe ain't got time to be in our feelingsSo don't hit me with it, miss meCall the cup seven days 'cause it got me weakOutside the party lookin' for the freaksMost of these hoes lookin' like a pretty penny"
110,spotify:track:5VSCgNlSmTV2Yq5lB40Eaw,Love Me Again,John Newman,False,0.495,0.894,2.0,-4.814,0.0441,0.00453,0.000596,0.103,0.213,126.03,68,"[Verse 1]Know I've done wrongI left your heart tornIs that what devils do?Took you so lowWhere only fools goI shook the angel in you[Pre-Chorus]Now I'm rising from the groundRising up to youFilled with all the strength I foundThere's nothing I can't do[Chorus]I need to know now, know nowCan you love me again?I need to know now, know nowCan you love me again?I need to know now, know nowCan you love me again?I need to know now, know nowCan you love me again?Can you love me again?[Verse 2]It's unforgivableI stole and burnt your soulIs that what demons do?They rule the worst of meDestroy everythingThey bring down angels like you"
111,spotify:track:4IOYk6epkzXT38U4ShauZ6,Kolors,monte booker,False,0.718,0.403,2.0,-11.064,0.205,0.263,1.56e-06,0.228,0.636,129.582,54,"[Intro]Oh, ohOh, oh, oh, oh, oh, ohOh, ohOh, oh, oh, oh, oh, ohOoh, ooh, ooh, oohOoh, ooh, ooh, oohOoh, ooh, ooh, oohOoh, ooh, ooh, ooh[Pre-Chorus]Purple tree, plus I got this brown in meCurly yellow dancin' on meSaid she smell the green on meAnd she straight from CaliforniaFreaky as she wanna beTold me she like boys and girlsOh well, that's okay with me[Chorus]And she said""My old boo left me blue, I really loved herSo cold and so cruel, so many colors""Play hoes like ProTools, can't never trust 'em, trust 'em, trust 'em, trust 'emNah, fuck 'em, fuck 'em, fuck 'em, fuck 'em all"
114,spotify:track:3s2Qd1rsWqbvOoxpFTRp8D,Kraazy,Likybo,True,0.689,0.701,6.0,-9.477,0.237,0.314,0.0,0.123,0.37,94.982,66,"[Intro]New schoolTurn me up a little bitYeah, uh, uh (HerbMadeThisBeat)Uh-huhIt's Likybo in this thing, man, huhSee your faceShit, I meanI, I guess II guess I kinda, I, I kinda am a rapper, soI wrote this songIt's about you, I meanYou can listen to it if you want to, here it go[Verse 1]Look, you actin' naughty in this party the way you movin' your bodyTryna get you to the room and beat that pussy like I'm AliPretty sure you heard about me so you know I'm makin' statementsWhen I'm done with you, girl, don't try to cuff me like the stationsI don't really do relations, but we rockin' like a shipRide for me, baby, like this 40 on my hipAnd I don't fuck with these hoes, you ain't never gotta tripTryna make you the first lady and make other bitches sick'Cause I'm tossin' and turnin', I can't sleep when you ain't next to meGotta thank the Lord, He gave me you, He really blessin' meMy last bitch really wasn't shit, she kept on stressin' meYou the best to me, baby, just let me know your recipe 'cause"
117,spotify:track:1CF5kzz5XDBAL24wtVyyTJ,Take Your Man,Mahogany Lox,True,0.934,0.658,0.0,-8.052,0.108,0.411,0.000738,0.0809,0.344,110.015,53,"[Intro]I can take your man if I want toI can take your man if I want to[Chorus]I can take your mans if I want to (Want to)But lucky for you, I don't want to (Want to)I can take your mans if I want to (Want to)But lucky for you, I don't want to (Want to)[Verse 1]Why you coming at me with an attitude? (Huh?)Slapping on my ego, now I'm mad at you (Shoo)Now I gotta do what I gotta do (Hmm)Kinda sad, don't even like the dude[Pre-Chorus]Not Mickey D's, but he's lovin' it (Lovin' it)Tall glass of water, gotta take a sip (Take a sip)Call him Arby's 'cause he has the meat (The meat)Pipe down, girl, better take a seat (A seat)[Chorus]I can take your mans if I want to (Want to)But lucky for you, I don't want to (Want to)I can take your mans if I want to (Want to)But lucky for you, I don't want to (I don't want to)"
118,spotify:track:7g7w2WUpLcqsqH2M9XR7ZF,Working Bitch,Ashnikko,True,0.928,0.392,3.0,-7.537,0.0563,0.0374,0.0,0.107,0.454,102.023,56,"[Intro]I'm a working bitchAin't got no time for dickYou wish you could sway my attentionI'm working, bitchAin't got no time for dickSure as fuck can't sway my attention[Verse 1]Too tired to entertain little boysI'm the boss of my business, I should invoice, andOne strike, two, I'm self-employedSwear my blue vibrator brings me more joyIf you wanna play second fiddle to my jobWanna be side-dick in a one-stop shopLet me know, huhLet me know, huh[Pre-Chorus]'Cause I do well for myself, nothing you do is extraordinaryTaxing on my mental health and my last boyfriend was cautionary[Chorus]I'm a working bitchAin't got no time for dickYou wish you could sway my attentionI'm working, bitchAin't got no time for dickSure as fuck can't sway my attention"
119,spotify:track:6MTf9Q8yPuD8Vv2btCedNc,Splash,Championxiii,True,0.917,0.417,9.0,-10.479,0.438,0.04,0.0,0.0706,0.465,138.007,40,"[Intro]You wanna get high?My boy Champion about to drop some new heatY'all better go listen to thatThat ""Splash""[Hook]Splash (Yeah, yeah)Now that you know how my ice beI'm rocking C's over Nike (Bitch)But, you know me, I'm lowkeyDon't say a word (Nah)And I stay fly like a birdI text Rebecca, and she brought me SaideWe fuck till we blue, she small like a SmurfBut what would they learn?[Verse 1]I don't give a fuckThis shit gon' be death of a niggaLike poppin' way too many percsSomething that can't be rehearsedLike riding around in a..In a TessyDamn, this bitch too messy, and..I'm too goneI gotta dip in a min'I haven't thrown down in a gripGotta smoke me another BluGotta lose me like 10 IQ'sGotta move fast like I-95I check my clock, nigga, I got time (Yeah)"
121,spotify:track:5iFwAOB2TFkPJk8sMlxP8g,Make You Mine,PUBLIC,False,0.606,0.799,9.0,-4.452,0.0261,0.0128,0.0,0.15,0.638,103.014,76,"[Verse 1]Well, I will call you darlin' and everything will be okay'Cause I know that I am yours and you are mineDoesn't matter anywayIn the night, we'll take a walk, it's nothin' funnyJust to talk[Chorus]Put your hand in mineYou know that I want to be with you all the timeYou know that I won't stop until I make you mineYou know that I won't stop until I make you mineUntil I make you mine[Verse 2]Well, I have called you darlin' and I'll say it again, againSo kiss me 'til I'm sorry, babe, that you are gone and I'm a messAnd I'll hurt you and you'll hurt me and we'll say things we can't repeat[Chorus]Put your hand in mineYou know that I want to be with you all the timeYou know that I won't stop until I make you mineYou know that I won't stop until I make you mineUntil I make you mine"
122,spotify:track:7f5trao56t7sB7f14QDTmp,Juicy,Doja Cat,True,0.785,0.652,0.0,-2.607,0.0668,0.102,0.0,0.0697,0.484,170.024,71,"[Chorus]I keep it juicy juicy, I eat that lunch (Yeah)She keep that booty booty, she keep that plump (Yeah yeah)That natural beauty beauty, yeah, yeahIf you could see it from the front, wait 'til you see it from the back, back, back, back, back(Wait ’til you see it from the...)Back, back, yeah, back, back, back(Wait 'til you see it from the...)Back, back, back, back, back(Wait 'til you see it from the...)If you could see it from the front, wait ’til you see it from the back[Verse 1]He like the Doja and the Cat, yeahHe like it thick, he like it fat, yeahLike to keep him wanting moreHe ask me, ""Doja, where you at, huh?""And all them niggas wanna knowHow long it take to pull my pants up, mmh, mmh, mmhBroke a fingernail and then some, mmhTryna squeeze into my True Religion denim, mmh, mmh, mmhSell it big, don't wanna sell you lightI don't buy it, where the cellulite?He said the body unbelievableCan't trust a big butt and a gemini-i-i-i-i"
123,spotify:track:6alLuHEi2b8IwS36GdI7hL,I Did It,Kris Yute,True,0.772,0.665,1.0,-8.32,0.0536,0.052,3.06e-06,0.0567,0.516,143.948,37,"[Intro]If life is a dream then I’m dreamingIf I gotta scheme then I’m schemingI want a coupe, want it gleamingI’m living too fast for these demons[Chorus]I got on track like Addias(Yeah, I did it, yeah, I did it)I got a chick like Vegeta’s(Yeah, I did it, yeah, I did it)All my money lookin' grown now(Yeah, I did it, yeah, I did it)Used to look just like a fetus(Yeah, I did it, yeah, I did it)[Post-Chorus]Never shed no crocodile tears on no hoeNo, we don’t do that, no we don’t do thatNever get low when you owe loans, we don’t runNo, we don’t do that, no, we don’t do thatNo, we don’t do that, no, we don’t do that[Verse 1]Shorty being one with the musicShorty wanna swing like a New JackCity got my brain on night mode'Til shorty hit it with the high noteFeeling like a highlight reelAll real, no time for no timeoutsHit you with the two piecePeace, peace, peace 'cause I don’t do no violenceSaid she wanna freak with me 'cause she see I’m a G and a pilotWhole lotta weed and it loud 'cause you know that we don’t do no silenceCan you catch my vibe?"
124,spotify:track:3ZIc9JjtVQadMkew71IhLf,No Face No Case,Vinny West,True,0.953,0.374,4.0,-11.926,0.39,0.728,0.0,0.27,0.525,102.998,48,"No Face No CaseBet I hit the first night first basePut that thang all on my faceDo what I say what I sayNo Instagram, snapchat, socialDo what I say , bitch do what you posed toTalk to yo friend act like i don't know youBitch I'm a player I'm a dog that's what hoes doI really be riding in the whip, windows tinted blackBitch in the front, bitch in the backStay in the cut, racking up stacksStay lowkey really anti like thatMy new bitch bad yeah my new bitch betterMy ex bitch trash and my new bitch wetterI'm a macky maculant player I'm so cleverThis you? this you? Nah babe i ain't met herWhy you lying? you lying, you said you just met herYou right, You right, but you doing it much betterDon't put me on your snap I ain't playingGot a text from Brit, and it had my heart racingGot me powered up, imma go super sayingBetter block me out your pics I ain't playingGot me powered up, imma go super sayingBetter block me out your pics I ain't playing"
125,spotify:track:1FgPyHX7HruKDL4Tx4MeZB,Address It,LPB Poody,True,0.903,0.611,10.0,-8.006,0.268,0.109,0.000199,0.0904,0.329,94.525,53,"[Intro](48kHz)These niggas got it...(Stxnk, you hard)Bitch, I got it off the muscleHe wanna fight, I don't tussleUh, I'm talkin' 'bout...[Chorus]Mmm, mmm, mmm, mmmMmm, mmm, mmm, mmmMmm, mmm, mmm, mmmMmm, mmm, mmm, mmm[Verse]I see the pussy boy ain't learned his lessonAin't no location, but I'm gon' address it'Cause how I feel, it's time to go to steppin'Like Golden State, this 40 holdin' StephenThis shit here gon' get messyThese rappers be so lame, but they want fame from the mediaPoody, that's my name, go check me out, Wikipedia""No Lolz"" explain itself a lot, I defeated yaI got it off the muscle, who the fuck said I needed ya?I made a name for myself, pussy boy, I don't need youYou breathe how I breathe and you bleed how I bleed tooI roll up like a dutch and we gon' smoke just like weed doHe say I shed skin, no python, but I squeeze tooI say them niggas do they thang, but they don't do it like we doNo ratatouille, we got the recipe to get cheese tooLike how the fuck you 'posed to leave the streets when they feed you?You gon' feel how you feel, but don't let that mislead youIn the streets my niggas choppin' trees 'cause they so scared to leaveKickstand all in my cup, 'cause I be sippin' leanHe only tote when he on monkeys, so make him pop a beanNiggas always reachin' for some clout, bruh, that shit so greenI'ma make sure that they hear me through these headphonesYou niggas speakin' on these charges, dawg, y’all dead wrongBut let a nigga speak on Mari, then his head goneI'ma set his ass up with my lil' redboneMy lil' bitch in Jacksonville scopin' out every homeSticks and stones when we slide, breakin' every boneMake these niggas multiply 'cause his mans goneMy nigga told me fuck that bitch and bring the bread homeAyy, look"
126,spotify:track:56uXDJRCuoS7abX3SkzHKQ,Myron,Lil Uzi Vert,True,0.771,0.654,8.0,-6.976,0.298,0.055,0.0,0.214,0.573,155.047,71,"[Intro: Lil Uzi Vert & Matt Ox](Oogie Mane, he killed it)(Supah Mario on the beat, nigga)Let's goLet's go, yeah (Pew)[Chorus]Stay so fresh, so clean, think they like me (Like me)I wear more Supreme than a hypebeast (Than a hypebeast)Only blue, no, green don't excite me (Excite me)I could make a ho out your wifey (Out your wifey)Jeremy Scott up on my toes, act like Shockey (Woah)Made her get down on the bottom and she top me (Let's go)Pull up extra icy, I'm not playin' hockey (Bling, blaow)Niggas think I'm weird and they don't really like me (Like me)[Verse 1]'Cause I could fuck your bitch and fuck your mom and auntie (Yeah)Your girl's a five, but your mom is a dime piece (Ayy)And your auntie, her name is Miss Connie (Miss Connie)I got one Glock, his name Clyde, the other one named Bonnie (Let's go)These bitches, they think they dandy, but they be just lyin' (Bitches lie)That lil' bitch, can't throw it back, I swear that ho be tryin' (Tryin')When I fuck her from the front it sound like that bitch dyin' (On God)VVS, I need a vest, anemic my diamonds (Woah)I swear these niggas talk shit but they really be hidin' (Woo)Had that boy's bitch on my dick, that ho, she was just ridin' (Yeah, yeah)Diamonds on my neck so wet, that shit look like Poseidon (So wet, water)I stand on my money, then my height, it turn to 9' 10"" (Yeah)Yeah, these niggas be bitin' (Fuck)Grra-ta, I'm not really with the fightin' (Grra-ta)Yeah, me and her was vibin' (Yeah, vibin')Yeah, yeah (Yeah)Your bitch call me Myron (Call me...)"
