,uri,track_name,artist,explicit,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,popularity,lyrics
95,spotify:track:0sTlGEld0h8kIPZaKDYUf4,Notion,The Rare Occasions,False,0.667,0.929,1.0,-5.561,0.382,0.0148,0.0,0.09,0.453,97.97,68,"[Verse 1]Sure it's a calming notion, perpetual in motionBut I don't need the comfort of any liesFor I have seen the ending and there is no ascending riseOh, back when I was younger, was told by other youngstersThat my end will be torture beneath the earth'Cause I don't see what they see when death is staring at meI see a window, a limit, to live it, or not at all[Instrumental Break][Verse 2]If you could pull the lever to carry on foreverWould your life even matter anymore?Sure it's a calming notion, perpetual in motionBut it's not what you signed up for[Bridge]I'm sure there won't always be sunshineBut there's this momentary beam of lightYou don't have to wait those salty decadesTo get through the gate, it's all in front of your faceI'm sure there won't always be sunshineI'm sure there won't always be sunshineBut there's this momentary beam of light"
96,spotify:track:46AX8pgh331m7C7q2t9Jra,KAWAII,Tatarka,False,0.499,0.596,10.0,-13.515,0.0608,0.00255,0.744,0.128,0.447,75.876,56,"[Chorus]You should call me ""Kawaii"", play it like a hentaiiMoshi moshi, Oni Chi…This track is made by Dan-[Verse 1]Мин кечкенә песи кебек, әйе, мяу-мяу (Мяу)Урамга карам әйтәм: «Яңгыр яу-яу!» (Uwu)Монда эссе ай-һай (Ай-һай)Ал күлмәкне салам шәрә калам, bye, bye (Bye, bye)Mami going chop-chop (Chop-chop)Rainy day for drop top (Rainy day)Got my Louis flip-flops (Flip-flops)With my Fendi crop top ([?])Яңгыр ява, тама тамчы, чылана минем VersaceShe is cutie, she's almighty, you will never ever catcha[Bridge]Do you want my body? Never call me ""shawty""Do you want my body? Never call me ""shawty""Do you want my body? Never call me ""shawty""Do you want my body? Do you get it?[Chorus]You should call me ""Kawaii"", play it like a hentaiiMoshi moshi, Oni Chi, Yuce, Noshi KamajiChibi Chi, senpai, kowai yakudziDekkai and I yee, kimoi and I yeetYou should call me ""Kawaii"", play it like a hentaiiMoshi moshi, Oni Chi, Yuce, Noshi KamajiChibi Chi, senpai, kowai yakudziDekkai and I yee, kimoi and I yeet"
100,spotify:track:5H3TCfiw0CQTX1XU7A9TXM,Cake,Melanie Martinez,False,0.684,0.487,11.0,-10.323,0.18,0.607,0.000264,0.536,0.235,129.951,69,"[Verse 1]Your skin is warm like an ovenYour kiss is sugary sweetYour fingers feel like cottonWhen you put your arms around meI feel like I'm just missin'Somethin' whenever you leaveWe've got all the ingredientsExcept you lovin' me[Pre-Chorus]And respectfully[Chorus]I'm not a piece of cakeFor you to just discardWhile you walk awayWith the frosting of my heartSo I'm takin' backWhat's mine, you'll missThe slice of heaven that I gave to you last night[Verse 2]You smell just like vanillaYou taste like buttercreamYou're fillin' up my sensesWith empty caloriesI feel like I'm just missin'Somethin' whenever you leaveYou've got all the ingredientsExcept you needin' me"
101,spotify:track:1bpdLkA2MDdMAx043uDIQM,All I Need,Lloyd,True,0.613,0.822,9.0,-4.087,0.026,0.0092,0.506,0.429,0.567,105.997,84,"[Intro]Oh shit, oh shitIt's another hit, get up on itI'm so horny and I want itSo get up on this, get up on the dick[Verse 1]I want you to know how deep my love goesI ain't gotta a lot of time, no speech, just followSome tricks in and up my sleeve at the magic showGot your body on top of me, all around, in and out you goThese stars come from within before I knew your nameI was curious, do you know if you feel the same?And to see a smile on your face I'll do almost anythingSerious, girl, I don't play no games[Pre-Chorus]I wanna take you out, freak you out, bust my gun and take the chargeAs long as you say my name every time I break you off, girl I'll[Chorus]Give you what you want'Cause your love is all I needI'ma turn you onWith all the things I doGirl, you're made for me'Cause your love is all I needAnd you gon' make that soundFrom all the things we do"
103,spotify:track:3jjsRKEsF42ccXf8kWR3nu,Washing Machine Heart,Mitski,False,0.391,0.682,1.0,-5.124,0.104,0.000289,0.43,0.392,0.14,192.043,0,"[Verse 1]Toss your dirty shoes in my washing machine heartBaby, bang it up insideI'm not wearing my usual lipstickI thought maybe we would kiss tonight[Pre-Chorus]Baby, will you kiss me already?And toss your dirty shoes in my washing machine heartBaby, bang it up inside[Instrumental Chorus][Verse 2]Baby, though I've closed my eyesI know who you pretend I amI know who you pretend I am[Bridge]But, do-mi-tiWhy not me? Why not me?Do-mi-tiWhy not me? Why not me?[Chorus]Do-mi-tiWhy not me? Why not me?"
108,spotify:track:3JvKfv6T31zO0ini8iNItO,Another Love,Tom Odell,True,0.502,0.416,7.0,-9.504,0.433,0.912,0.0,0.0934,0.433,175.191,66,"[Verse 1]I wanna take you somewhere so you know I careBut it's so cold and I don't know whereI brought you daffodils in a pretty stringBut they won't flower like they did last springAnd I wanna kiss you, make you feel alrightI'm just so tired to share my nights[Pre-Chorus]I wanna cry and I wanna loveBut all my tears have been used up[Chorus]On another love, another loveAll my tears have been used upOn another love, another loveAll my tears have been used upOn another love, another loveAll my tears have been used upUp[Post-Chorus]Oh-oh-oh-oh-oh-oh-ohOh-oh-oh-oh-oh-oh-oh[Verse 2]And if somebody hurts you, I wanna fightBut my hand's been broken one too many timesSo I'll use my voice, I'll be so fucking rudeWords, they always win, but I know I'll loseAnd I'd sing a song that'd be just oursBut I sang 'em all to another heart"
111,spotify:track:6Qyc6fS4DsZjB2mRW9DsQs,Iris,The Goo Goo Dolls,False,0.75,0.689,5.0,-8.752,0.047,0.0512,0.0158,0.259,0.923,115.045,28,"[Verse 1]And I'd give up forever to touch you'Cause I know that you feel me somehowYou're the closest to heaven that I'll ever beAnd I don't wanna go home right now[Verse 2]And all I could taste is this momentAnd all I can breathe is your lifeAnd sooner or later, it's overI just don't wanna miss you tonight[Chorus]And I don't want the world to see me'Cause I don't think that they'd understandWhen everything's made to be brokenI just want you to know who I am[Instrumental Break][Verse 3]And you can't fight the tears that ain't comingOr the moment of truth in your liesWhen everything feels like the moviesYeah, you bleed just to know you're alive"
114,spotify:track:7mFj0LlWtEJaEigguaWqYh,Sweetest Pie,Megan Thee Stallion,True,0.44,0.04,3.0,-16.887,0.0322,0.981,0.465,0.111,0.249,135.965,80,"[Intro: Dua Lipa](Mano)You've never been to Heaven, have you?(OG Parker)[Chorus: Dua Lipa & Megan Thee Stallion]Ooh, this the ride of your lifeHold on 'cause, baby, I mightI might just give you a bite of the sweetest pie (Yeah, yeah, yeah, ah)Ooh, baby, we can go fastI'll drive and you just lay backI got the flavour that lasts, yeah, the sweetest pie (Uh-huh, uh-huh)I might take you home with this, I might give you all of it (Yeah)Come get your dose of the sweetest pieOoh, this the ride of your lifeHold on 'cause, baby, I mightI might just give you a bite of the sweetest pie (Uh-huh, uh-huh)[Verse 1: Megan Thee Stallion]Baby, I'm the sweetest, pussy is the meanest (Yeah)Hot girl shit, but I'm cold every season (But I'm)Know he got that pipe, let him bust it 'til it's leakin' (Yeah, mwah)Booty like a pillow, he can use it while he's sleepin' (Look)Don't be goin' through my phone 'cause that's the old me (Old me)Ain't the only one tryna be my one and only (Tryna)Real thick, movin' slow, that body like codeineHe a player, but for Megan, he cuttin' the whole team (Hey, hey, hey, hey)That body lookin' nice (Lookin' nice)I got cake and I know he want a sliceI wish a nigga would try to put me on ice (Brrr)I ain't never had to chase dick in my life (Dick in my life)I like that nasty, that freaky stuff (Freaky stuff)Slip under my bed and keep me up (Hey)That Hansel and Gretel, let him eat me up (Ah)Uh, uh, uh, uh, uh"
115,spotify:track:0k5hoseEJnCAbpRh38dNoI,Title,Meghan Trainor,True,0.566,0.885,8.0,-4.528,0.0818,0.0958,9.97e-05,0.334,0.304,90.99,83,"[Verse 1]If you want my loveYou gotta do what it doesIf you want these sweet-like-sugar Gucci lipsYou gotta give it upI know you think I'm cool (Ooh-ooh-ooh)But I ain't one of the boys (Ooh-ooh-ooh)No, don't be scared that I'm gon' tie ya down, ha (Ooh-ooh-ooh)I need a little more[Chorus]Baby, don't call me your friendIf I hear that word againYou might never get a chanceTo see me naked in your bedAnd I know girls ain't hard to findBut if you think you wanna tryThen consider this an invitationTo kiss my ass goodbye[Post-Chorus]Give me that title, titleCome on, give me that title, titleBetter give me that title, titleCome on, give me that title, title"
116,spotify:track:4IhTXiZLKATmwhMZIb1GQN,Lights Are On,Tom Rosenthal,False,0.648,0.781,9.0,-8.736,0.0271,0.0332,0.013,0.305,0.822,133.417,82,"[Verse 1]God stood me upAnd I don't know whyLights are onBut nobody's home[Refrain]There ain't no love like our loveThere ain't no love like our loveLike our love, love, love, love, love[Verse 2]Let the lost ones goAnd roll into nightDon't wake us upWe got nothing for you[Refrain]There ain't no love like our loveThere ain't no love like our loveLike our love, love, love, love, love[Verse 3]Build us a domeAnd rest here with meLights are onBut nobody's home"
117,spotify:track:62ke5zFUJN6RvtXZgVH0F8,Only Love Can Hurt Like This,Paloma Faith,False,0.683,0.273,7.0,-11.458,0.0285,0.324,3.79e-05,0.244,0.719,90.059,63,"[Verse 1]I tell myself you don't mean a thingAnd what we got got no hold on meBut when you're not there, I just crumbleI tell myself I don't care that muchBut I feel like I die 'till I feel your touch[Chorus]Only love, only love can hurt like thisOnly love can hurt like thisMust've been a deadly kissOnly love can hurt like this[Verse 2]Say I wouldn't care if you walked away (Oh)But every time you're there I'm begging you to stayWhen you come close (When you come close), I just trembleAnd every time, every time you go (Oh)It's like a knife that cuts right to my soul[Chorus]Only love, only love can hurt like thisOnly love can hurt like thisMust've been a deadly kissOnly love can hurt like thisOnly love can hurt like thisYour kisses burning to my skinOnly love can hurt like this"
118,spotify:track:6RiiSy9GzSwiyDEJDiMuKe,Something About You,Eyedress,False,0.581,0.574,4.0,-10.017,0.0379,0.329,1.64e-05,0.168,0.549,129.908,74,"[Chorus: Eyedress]In the car, cruising around with youAnd my baby, you know that I got youHit the road, I'm taking off with youNot in a hurry, there's something about you, oh[Verse 1: Eyedress]Leave the car at the valet (Cash only)Check me in, pop the champagne (Dom Perignon)Pour me a glass, she's got good taste (So good)Take off our clothes by the fire place (Sexy, yeah)She looks just like a dreamThe prettiest girl I've ever seenFrom the cover of a magazine[Chorus: Eyedress]In the car, cruising around with youAnd my baby, you know that I got youHit the road, I'm taking off with youNot in a hurry, there's something about you, oh[Verse 2: Dent May]We stayed up all night and slept 'til noonIt's so nice to wake up next to youLet's start the day with breakfast in bedThink I'm gonna love you 'til I'm deadI can't wait to buy you thingsA brand new diamond ringThis is more than just a fling"
119,spotify:track:1camd9eP6HEbhNjXww8FKN,Sunflower,Michele Leigh,False,0.788,0.59,10.0,-7.623,0.0704,0.147,0.523,0.183,0.281,104.111,22,"[Intro](What happened to us?We used to be best friends)[Verse 1]Every time I wear that dress you likeMemories flood from every nightI spent with you, all my lifeThe weather’s finally gone bright[Pre-Chorus]Baby, don’t let me goI want you to knowYou can run right backBaby, just quit the showI know your soulThis is not what you want[Chorus]Sunflower, can’t let you goYou’ve got such a holdHow did you get so cold?Sunflower, can't let you goYou’ve let yourself foldHow come you’re so cold?"
122,spotify:track:3sOOE5gy9FI2KuGnjqAiGg,Puppet Boy,DEVO,False,0.578,0.793,10.0,-5.002,0.0453,0.0166,0.0,0.304,0.638,137.915,68,"Wake up puppet boyGet up puppet boyYou got a job to doEven so, you're free to goWhere your master tells you toListen puppet boyBefore you disobeyConsider that the strings attachedCould make a big change in your waysPuppet boyIt's the little things that countLittle problems, little mindsLittle points of viewPuppet boyIt's the little things add upGetting bigger, pull the triggerLittle things like youStand up puppet boy (stand up puppet boy)Time to start the show (time to start the show)You'd better do some brand new movesThey paid a lot to watch you go"
124,spotify:track:1R1ihosU2CSEaSw8e5ZF6E,Ancient Dreams in a Modern Land,MARINA,False,0.621,0.73,5.0,-5.414,0.107,0.0967,0.000131,0.673,0.464,139.566,82,"[Verse 1]Our ancestors had to fight to surviveJust so we could have a chance of a lifeWe're not here so we can blow it allWe could bear witness to the rise and the fall[Refrain]Ancient dreams in a modern landI'm trying to get back as fast I canBack to a time before I had formBack to a time before I was born[Pre-Chorus]You don't have to be like everybody elseYou don't have to fit into the normYou are not here to conformI am here to take a look insidе myselfRecognize that I could bе the eye, the eye of the storm[Chorus]I am not my body, not my mind or my brain (Ha)Not my thoughts or feelings, I am not my DNAI am the observer, I'm a witness of life (Hey)I live in the space between the stars and the sky[Verse 2]What's your purpose? Why were you put on Earth?You could be lost, but you belong to the worldWe're now living in a seminal ageThe walls are being broken and we're ready for change"
125,spotify:track:3UmaczJpikHgJFyBTAJVoz,Stan,Eminem,True,0.679,0.691,4.0,-8.844,0.0575,0.0279,6.43e-05,0.359,0.526,111.985,62,"[Produced by DJ Mark the 45 King][Intro: Dido]My tea's gone cold, I'm wondering why IGot out of bed at allThe morning rain clouds up my windowAnd I can't see at allAnd even if I could, it'd all be greyBut your picture on my wallIt reminds me that it's not so bad, it's not so bad[Chorus: Dido]My tea's gone cold, I'm wondering why IGot out of bed at allThe morning rain clouds up my windowAnd I can't see at allAnd even if I could, it'd all be greyBut your picture on my wallIt reminds me that it's not so bad, it's not so bad[Verse 1: Eminem]Dear Slim, I wrote you, but you still ain't callin'I left my cell, my pager and my home phone at the bottomI sent two letters back in autumn, you must not've got 'emThere probably was a problem at the post office or somethin'Sometimes I scribble addresses too sloppy when I jot 'emBut anyways, fuck it, what's been up, man? How's your daughter?My girlfriend's pregnant too, I'm 'bout to be a fatherIf I have a daughter, guess what I'ma call her?I'ma name her BonnieI read about your Uncle Ronnie too, I'm sorryI had a friend kill himself over some bitch who didn't want himI know you probably hear this every day, but I'm your biggest fanI even got the underground shit that you did with SkamI got a room full of your posters and your pictures, manI like the shit you did with Rawkus too, that shit was phatAnyways, I hope you get this, man, hit me backJust to chat, truly yours, your biggest fan, this is Stan"
127,spotify:track:1s5xcMrCKYWMgLNke6u2Ri,Dead But Pretty,IC3PEAK,False,0.66,0.689,4.0,-2.671,0.0337,0.0884,0.0,0.0922,0.427,127.98,74,"[Текст песни «Dead But Pretty»][Припев]Dead but pretty, dead but prettyI am dead but pretty, dead but prettyI am dead but pretty, dead but prettyI am dead but pretty, dead[Бридж]Ты напился моей крови аж до тошнотыПомню, я была живая, а теперь как тыНе осталось даже слёзНе осталось даже слёз[Рефрен]На моей могиле свежие цветыМои любимые белые лилииСтавишь на мне крест, но я живей, чем тыНа моей руке у судьбы нет линии[Припев]Dead but pretty, dead but prettyI am dead but pretty, dead but prettyI am dead but pretty, dead but prettyI am dead but pretty, dead but pretty"
128,spotify:track:2iQPYDwqxSan9N7Xg3venf,Vending Machine of Love,The Stupendium,False,0.644,0.729,8.0,-11.098,0.121,0.0715,0.00165,0.111,0.673,142.532,0,"[Intro, spoken]This is a song about soft drinks, and nothing elseGet your mind out of the gutter[Verse 1]Hey guys, are your lips dry?Any desiccated ladies trying to get by?I know the best way for the girls and the boys toCome together and enjoy a little moistureSo you’re waiting on the mate that’s one-a-million?And carbonation ain’t the way that you envisionedYou say it’s strange but baby shed your inhibitionsAnd let your date slip into something aluminiumShe’s elegant and eloquent and so effervescentSubtle bubbles in my stubble feeling ever so pleasantNever thought I’d find a girl with such a delicate essenceFree with the meal deal at the delicatessenSaw you sittin’ in the fridge with a twinkleAre you a multipack can or are you single?A little of sipping and a spritz isn’t sinfulI’m just finna get my finger in your ring pull[Chorus]So slot your pennies in the vending machine of loveAnd pick that fizzy little minx that you’ve been dreaming ofIf you’re cursed with the thirst of a lonely manYou can get your juices flowing with some OnlyCansEvery glamorous can has a heart to fillSo I hope that you can handle three-thirty milGet lost in the froth as the foam expandsGet your lovin’ whilst you’re gluggin’ on some OnlyCans"
129,spotify:track:4sOX1nhpKwFWPvoMMExi3q,Primadonna,MARINA,False,0.577,0.45,0.0,-8.516,0.0834,0.357,0.0,0.111,0.83,205.863,76,"[Chorus]Primadonna girl, yeahAll I ever wanted was the worldI can't help that I need it allThe primadonna life, the rise and fallYou say that I'm kinda difficultBut it's always someone else's faultGot you wrapped around my finger, babeYou can count on me to misbehavePrimadonna girl[Verse 1]Would you do anything for me?Buy a big diamond ring for me?Would you get down on your knees for me?Pop that pretty question right now, babyBeauty queen on a silver screenLiving life like I'm in a dreamI know I've got a big egoI really don't know why it's such a big deal though[Refrain](Ooh) And I'm sad to the core, core, core(Yeah) Every day is a chore, chore, chore(Wow) When you give, I want more, more, moreI wanna be adored"
133,spotify:track:6suYoN4gFkanqOBn5yRnJC,Boys Will Be Bugs,Cavetown,True,0.588,0.56,1.0,-7.766,0.159,0.102,0.0,0.323,0.0431,133.914,56,"[Verse 1]I'm a dumb teen boyI eat sticks and rocks and mudI don't care about the governmentAnd I really need a hugI feel stupid (Stupid!)Ugly (Ugly!)Pretend it doesn't bother meI'm not very strong butI'll fuck you up if you're mean to bugs[Verse 2]It's getting cold down here underneath the weatherI skipped class to sit with youI really like your spotty sweaterIf ladybugs are girlsHow do you make kids together?What's it like in a female world?I bet it's just so much better[Pre-Chorus]I just turned fourteenAnd I think this year I'm gonna be mean[Chorus]Don't mess with me, I'm a big boy now and I'm very scaryI punch my walls, stay out at night, and I do karateDon't message me 'cause I won't reply, I wanna make you cryAin't that how it's s'posed to be? Though it isn't meBoys will be bugs, right?Boys will be bugs, right?"
134,spotify:track:2gQPv5jvVPqU2a9HhMNO1v,Toxic,BoyWithUke,False,0.732,0.69,0.0,-4.992,0.134,0.291,0.0,0.116,0.758,143.072,79,"[Verse 1]All my friends are toxic, all ambitionlessSo rude and always negativeI need new friends, but it's not that quick and easyOh, I'm drowning, let me breathe[Chorus]I'm better off all by myselfThough I'm feeling kinda empty without somebody elseOh, I hear you crying out for helpBut you never showed for me when I was ringing your cell phoneOh, you don't know how it feels to be aloneBaby, oh, I'll make you know, I'll make you know, oh[Bridge](Oh, I'm drowning, let me breathe)(I'm drowning, let me breathe)(Oh, I'm drowning, let me breathe)(I'm drowning, let me breathe)[Verse 2]But life is immaculate, backin' it up a bitCountin' my hours and knockin' on woodAvoidin' my opposites, chewin' on chocolateHad a bit limited time, but I shouldBe good for a minute, don't want to admit itI'm runnin' on seconds, I'm rigid, I'm screwedDon't know what to do, I'm thinkin' of youI'm drinkin' up bottles and bottles of booze"
135,spotify:track:708tKJhHcGSsYoxd5SBr7W,WERKKK,TisaKorean,True,0.811,0.726,0.0,-3.995,0.0813,0.154,0.0,0.116,0.666,131.027,66,"[Intro]Gonna beat out her back, Tom & JerryGonna beat out her back Tom & JerryGonna beat out her back Tom & Jerry (Tom & Jerry)And my shoes all red, strawberries (strawberries)And I'm with the crew like Terry (ayy)Money under my pillow like I got a tooth fairy (huh?)[Chorus]Stacks get my check, I work to the point I can't eat feel my bellyI wanna fuck but that bitch wanna sex me (sex me)I'm gonna work I don't work 'til I shave ('til I shave)Hope that's your bitch (what?), 'cause she is a seven (ayy)Gonna beat out her back Tom & Jerry (Tom & Jerry)And my shoes all red, strawberries (strawberries)And I'm with the crew like Terry (ayy)Money under my pillow like I got a tooth fairy (huh?)[Verse]She told me to hurry, smoking cranberryGas, damn, work, workAnd I'm up that bitch skirt, and I'm up that bitch skirtIn her cat make her squirtAnd it stinky, like jerkyI work to the point I can't eat feel my bellyI wanna fuck but that bitch wanna sex me (sex me)I'm gonna work I don't work 'til I shave ('til I sh-, what?)"
136,spotify:track:4jTiyLlOJVJj3mCr7yfPQD,This Could Be Us,Rae Sremmurd,True,0.413,0.624,11.0,-10.353,0.0682,0.00859,0.0178,0.132,0.0814,82.516,64,"[Intro: Slim Jxmmi](Hey)I heard it beforeSremmLife!(Hey)(Eardrummers)SremmLife(Mike WiLL Made-It)(Hey, hey, hey)[Verse 1: Slim Jxmmi]I've done it before, I've seen it beforeTears splashin' the floor when I open the door for herShe actin' like a whore and I'ma let herLearned from Project Pat-ta, pimpin', got a Master'sGirl, improvise, look me in my eyes and lie to meLie to me, act like I'll believe anythingSex on the beach and in the backseatThis could be us (But fuck it)[Chorus: Swae Lee & Jace]So back to what I was saying(Money make the world go 'round)This could be us, but you're playing(Money make your girl go down)This could be us, but you're playing(Money make the world go 'round)I'm high, hope I don't sound crazy(Money make your girl go down)Fuck what them niggas was saying(Money make the world go 'round)This could be us, but you're playing(Money make your girl go down)This could be us, but you're playing(Money make the world go 'round)But shit, that's all I was saying(Money make your girl go down and that's just how it go)"
137,spotify:track:3UQmoVQJqBYauTZLVPs3uo,Luxurious,Gwen Stefani,False,0.722,0.745,7.0,-4.164,0.256,0.247,0.0,0.419,0.52,77.029,75,"[Spoken Intro]C'est pas possible cet amourC'est incroyableTu me fais transpirerC'est parfait[Chorus]Working so hard every night and dayAnd now we get the pay backTrying so hard, saving up the paperNow we get to lay backWorking so hard every night and dayAnd now we get the pay backThe pay back, the pay back[Verse 1]Champagne kisses, hold me in your lap of luxuryI only wanna fly first-class desiresYou're my limousineSo elegant, the way we rideOur passion, it just multipliesThere's platinum lightning in the skyLook, I'm livin' like a queen[Pre-Chorus]This kind of love is getting expensiveWe know how to live, ba-byWe're luxurious, like Egyptian cottonWe're so rich in love, we're rollin' in cashmereGot it in fifth gear, babyDiamond in the rough is lookin' so sparkly"
141,spotify:track:0qo1JukfClmpHnUOJxpFXi,killer queen,Mad Tsai,True,0.542,0.795,4.0,-3.63,0.0368,0.00506,0.019,0.0851,0.431,92.234,64,[Verse 1]There was this girlThe most beautiful in the worldShe had all the boys in town wrapped 'round her finger oh-ohShe would walk the hallsAnd everyone would whisper and talk’Cause all the girls in town wanted to be her[Pre-Chorus]But behind those emerald eyesShe's a devil in disguiseThe prom queen has blood on her handsEvery boy and girl she datesDisappears without a traceSo be careful when she asks you to dance[Chorus]She's a motherfucking killer queenA psychopath at seventeenA beauty in a blood-stained dressShe’ll fill your heart with keroseneAnd light you up 'til you can't breatheIf you cross her path you just might end up dead[Verse 2]There was this girlWho was broken by the world'Cause everyday at school they'd push and shove her oh-oohBut she had a planOne day she would get her revengeAnd those cheerleaders and jocks would be six feet under (oh)
143,spotify:track:6xWIuPEnPIODp4dCRsAd5I,Black Out Days,Phantogram,False,0.318,0.364,7.0,-9.322,0.0282,0.696,0.0716,0.158,0.419,181.565,42,"[Intro]Stay-ay-ay-ay ya, away-ay ya, away-ay ya[Verse 1]Hide the sunI will leave your face out of my mindYou should save your eyesA thousand voices howling in my head[Verse 2]Speak in tonguesI don't even recognize your faceMirror on the wallTell me all the ways to stay away[Chorus 1]Away-ay yaAway-ay yaAway-ay yaAnd stay away-ay yaAway-ay yaAway-ay ya[Verse 3]Dig a holeFireworks exploding in my handsIf I could paint the skyWell all the stars we shine are burning red"
144,spotify:track:6Jkm5kUldvIqxzI1Pa7nXH,10 Things I Hate About You,Leah Kate,True,0.409,0.873,10.0,-2.056,0.141,0.6,0.0,0.0964,0.61,103.253,51,"[Verse 1]I caught you cheatingYou had the nerve to say you're sleepin', just not with herBut tell your friends that I'll be lost without youAnd I'll admit it sometimes I miss when we were in itSo I made a list so I'll never forget all the things I hate about you[Chorus]Ten, you're selfishNine, you're jadedEight, the dumbest guy I've datedSeven, talk a big game 'til you're nakedOnly six seconds and I had to fake itFive, you're toxicFour, can't trust youThree, you still got mommy issuesTwo years of your bullshit I can't undoOne, I hate the fact that you made me love you[Verse 2]Your friends must suck if they think you're coolA sloppy drunk obsessed with his JuulKeep buying bottles with your daddy's moneyAnd I don't know how I fell for your shitYou gross me out, now I've got the ickAnd I've got a list of why you don't get to fuck me"
150,spotify:track:79EkGysjP2dL5GdpeQjRxT,This Side of Paradise,Coyote Theory,False,0.741,0.691,10.0,-7.395,0.0672,0.0221,0.0,0.0476,0.892,150.087,78,"[Verse 1]Ask me why my heart's inside my throatI've never been in love, I've been aloneFeel like I've been living life asleepLove so strong it makes me feel so weak[Chorus]Are you lonely? (Are you lonely?)Our fingers dancing when they meetYou seem so lonely (Are you lonely?)I'll be the only dream you seekSo if you're lonely, no need to show meIf you're lonely come be lonely with me[Post-Chorus]Lonely (Are you lonely?)Passion is crashing as we speakYou seem so lonely (Are you lonely?)You're the ground my feet won't reachSo if you're lonelyDarling, you're glowingIf you're lonely, come be lonely with me[Verse 2]Underneath the pale moonlightDreaming of a circus lifeCarousels and Ferris heightsI'll be yours if you'll be mine"
151,spotify:track:1ITpqT1kDATCtMBwOK7sYn,vent,Baby Keem,True,0.798,0.78,6.0,-4.75,0.0554,0.145,0.0,0.1,0.929,112.025,64,"[Chorus: Kendrick Lamar]Have you ever been punched in your motherfuckin' face?What you say? Oh, you haven't? Alright, wait, bitch[Verse: Baby Keem]Two-phone Baby Keem, fuck you mean? I am here, hoIce cream, booger colored piss, Sub-ZeroNo ho hookers in my clique, we don't fear, hoLit, lit, lit, lit, lit, lit, lit, litI gotta waitI gotta politic, I got a baeAin't no apologies when I get paidA dermatologist, I want the faceDon't talk to me when I stomp in this bitch, ho, hoPussy watery, I duck the tuna fish, ho, hoYeah, uh, these niggas actin' like groupie, huhLil' bitch, she wanna get mad 'cause I keep on lookin' all in her booby, huhI got the furniture options, my U-Haul moving coochie to coochie, huhI buy the toe when I shop it, rock band on toosie, now I look spooky, huh, huhEasy there, boyShit get greedy there, boyI rep pg there, boyMy gang need me there, boyIf my sex tape leak, your bitch on TV there, boyWatch her please me there, boy (Lil' baby get on my nerves)Shit get greedy there, boy (Lil' baby get on my nerves)I must admit, I am a mess, I cannot fix it, mmLil' baby thick, Margiela sweats, look at my dick print, mmFuck all the rats, if you confess, that is a big hit, huhFuck all the rats, if you confess, it get addressed, bitch"
152,spotify:track:7vDHm1OROTm0Ki8q3zkEwi,Five Years,Bo Burnham,True,0.686,0.588,3.0,-11.444,0.154,0.156,0.0,0.106,0.7,78.347,67,"[Spoken Intro]Hey baby, uh, it's meUm, our anniversary's comin' up, it's a pretty big oneAnd, um, I wrote a song for youSo I'm just leaving you this voicemail because, um, I want the song to begin with this voicemailLike, I want the voicemail to play at the beginning of itSo, if you could just download this voicemail when you get it and then text it to meUm, you might need to, like, download another app to download the⁠—I don't know if you can rip your voicemail right off your phone, you might need to, like—Just Google it, don't call me and ask me'Cause I know, I know what you're gonna doYou're gonna, you're gonna get thisAnd you're gonna think you just can't do itAnd you're gonna call me, but then I'm just gonna Google itSo, just you Google it, you're an adult, you can figure it outUm, so just, figure it out and text me the voicemailUm, immediately, if you wouldn't mindLike, right when you get thisThank you, um, I love you, bye[Verse 1]You're my best friend, I love you (Love you)You know me and I know you (Know you)We got problems that we've been through (Been through)We got shit that we'll get through, uhYou think I'm rude to youYou think I am the worstBecause I ask when you suck my dickYou take out your Invisalign firstCome on"
153,spotify:track:58ge6dfP91o9oXMzq3XkIS,505,Arctic Monkeys,False,0.485,0.89,8.0,-5.992,0.0911,0.000872,0.818,0.102,0.258,128.881,81,"[Chorus]I'm going back to 505If it's a seven hour flight or a forty-five minute driveIn my imagination, you're waitin' lyin' on your sideWith your hands between your thighs[Verse]Stop and wait a secAnd when you look at me like that, my darlin'What did you expect?I'd probably still adore youWith your hands around my neckOr I did last time I checkedNot shy of a sparkThe knife twists at the thoughtThat I should fall short of the markFrightened by the bite, thoughIt's no harsher than the barkThe middle of adventureSuch a perfect place to start[Chorus]I'm going back to 505If it's a seven hour flight or a forty-five minute driveIn my imagination, you're waitin' lyin' on your sideWith your hands between your thighs"
154,spotify:track:59tskctgqUmjCWAwhzYAFm,Looking at Me,Sabrina Carpenter,False,0.736,0.764,8.0,-6.736,0.0482,0.222,0.00154,0.192,0.404,112.033,66,"[Intro]OhOh, yeah[Verse 1]Did I catch your attention?You look like you lost your breath, huhWhen I circle the room, you an owl, you gon' twist your headDon't you come at me green with an attitudeWhen my lips and my soles are redIf I leave you behind, you can look for the broken necksNo, no[Pre-Chorus]'Cause I've been here once or twiceNever worry 'bout the eyes (Come on)[Chorus]Don't just stand there staring, honeyTry to move your feetIf you think they looking at youThey looking at meI could make it nice and easyI'ma take the leadThey ain't even looking at you, babyThey looking at me"
