,uri,track_name,artist,explicit,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,popularity,lyrics
14,spotify:track:7v3rmoy5jcn4h5UqwQyCM3,Ginseng Strip 2002,Yung Lean,True,0.398,0.909,5.0,-2.493,0.0593,0.714,0.000553,0.286,0.644,115.162,54,"[Intro]2003Arizona Iced Out BoysYung Leandoer, shawtyEmotional boys, 2001Emotional shawties in this bitchMachiavelli[Verse 1]Bitches come and go, brahBut you know I stayBitches come and go, brahBut you know I stayGot my balls lickedBy a Zooey Deschanel look-alike cocaine addictRazor blade to your headConflict, I'm a contradicted shitPeeing on old people's houses is an inflict2003 shitThis ain't no splitting bills shitI'ma peel Banana SkidsWhile listenin' to R. Kelly's greatest hits[Chorus]Yung Lean in the clubFor some morphine (Morphine)Yung Lean up in the clubFor some morphine (Morphine)"
18,spotify:track:0e8nrvls4Qqv5Rfa2UhqmO,THATS WHAT I WANT,Lil Nas X,True,0.348,0.652,3.0,-7.145,0.0931,0.0165,0.000264,0.33,0.172,70.956,74,"[Intro]One, two, three, four[Verse 1]Need a boy who can cuddle with me all nightKeep me warm, love me long, be my sunlightTell me lies, we can argue, we can fightYeah, we did it before, but we'll do it tonightAn afro, black boy with the gold teethWith dark skin, lookin' at me like he know meI wonder if he got the G or the BLet me find out and see, comin' over to me, yeah[Pre-Chorus]These days, I'm way too lonelyI'm missing out, I knowThese days, I'm way too aloneAnd I'm known for givin' love away, but[Chorus]I want someone to love mеI need someone who needs me'Causе it don't feel right when it's late at nightAnd it's just me in my dreamsSo I want someone to loveThat's what I fuckin' want"
20,spotify:track:1SOClUWhOi8vHZYMz3GluK,Infinity,Jaymes Young,False,0.775,0.652,0.0,-9.906,0.152,0.00757,0.000598,0.105,0.922,143.08,67,"[Intro](Oh-oh, oh-oh-oh)(Oh-oh, oh-oh-oh)[Verse 1]Baby, this love, I'll never let it dieCan't be touched by no oneI'd like to see them try (Oh-oh)I'm a mad man for your touch (Oh-oh)Girl, I've lost control (Oh-oh-oh)I'm gonna make this last forever (Oh-oh)Don't tell me it's impossible (Oh-oh-oh)[Chorus]'Cause I love you for infinity (Oh-oh-oh)I love you for infinity (Oh-oh-oh)'Cause I love you for infinity (Oh-oh-oh)I love you for infinity (Oh-oh-oh)[Verse 2]Oh, darling, my soulYou know it aches for yoursAnd you've been filling this holeSince you were born, oh'Cause you're the reason I believe in fate (Oh-oh)You're my paradise (Oh-oh-oh)And I'll do anything to be your love (Oh-oh)I'll be your sacrifice (Oh-oh-oh)"
22,spotify:track:3nOz1U41SZZ0N3fuUWr9nb,I AM WOMAN,Emmy Meli,True,0.7,0.49,0.0,-5.187,0.076,0.186,0.0,0.117,0.569,79.982,77,"[Chorus]I am woman, I am fearlessI am sexy, I'm divineI'm unbeatable, I'm creativeHoney, you can get in lineI am feminine, I am masculineI am anything I wantI can teach you, I can love youIf you got it goin' on[Post-Chorus]If you got it, got it, got it, got it, got it, got itIf you got it, got it, got it, got it, got it goin' onGot it, got it, got it, got it, got it, got itIf you got it, got it, got it, got it, got it goin' onGot it goin' on, ya(Got it, got it, got it, got it, got it goin' on)(Got it, got it, got it, got it, got it goin' on)[Verse 1]I am classy, I am modernI live by my own designI am cherry, I am lemonI'm the sweetest key lime pieI'm electric, I am bassI'm the beat of my own drumI can make your goosebumps raiseWith the tracing of my thumb"
23,spotify:track:0eu4C55hL6x29mmeAjytzC,Life Goes On,Oliver Tree,False,0.873,0.629,1.0,-5.091,0.436,0.0285,0.000121,0.114,0.492,155.138,53,"[Verse 1]Babe, you're too controllingI’ma feed you to the wolvesWhen you get nasty, back at meBut, baby, don't distract meI'm a goner, I lost herLike why the hell you wannaPlay me that way? You’re bad, babeYou double-faced entendre[Chorus]Life goes on and on and on and on and on andOn and on and onOn and on and on and on and on andOn and on and onOn and on and on and on and on andOn and on and onOn and on and on and on and on andOn and on and on[Verse 2]Babe, you best believe itI'ma rip you up to piecesI'm a lover, not a fighterBut I'll light this place on fireI want it, I'm on itBut, babe, at least I'm honestI get tired of explainingAs these seasons keep on changing"
25,spotify:track:3USxtqRwSYz57Ewm6wWRMp,Heat Waves,Glass Animals,False,0.554,0.666,8.0,-7.414,0.0747,0.0702,0.00593,0.106,0.472,140.056,75,"[Intro](Last night, all I think about is you)(Don't stop, baby, you can walk through)(Don't want, baby, think about you)(You know that I'm never gonna lose)Road shimmer wigglin' the visionHeat, heat waves, I'm swimmin' in a mirrorRoad shimmer wigglin' the visionHeat, heat waves, I'm swimmin' in a—[Chorus]Sometimes, all I think about is youLate nights in the middle of JuneHeat waves been fakin' me outCan't make you happier nowSometimes, all I think about is youLate nights in the middle of JuneHeat waves been fakin' me outCan't make you happier now[Verse 1]Usually, I put somethin' on TVSo we never think about you and meBut today, I see our reflections clearlyIn Hollywood, layin' on the screenYou just need a better life than thisYou need somethin' I can never giveFake water all across the roadIt's gone now, the night has come, but"
26,spotify:track:59HjlYCeBsxdI0fcm3zglw,Wildest Dreams,Taylor Swift,False,0.72,0.791,1.0,-4.689,0.124,0.0384,0.0,0.157,0.756,102.071,82,"[Verse 1]He said, ""Let's get out of this townDrive out of the city, away from the crowds""I thought, ""Heaven can't help me now""Nothing lasts foreverBut this is gonna take me down[Pre-Chorus]He's so tall and handsome as hellHe's so bad, but he does it so wellI can see the end as it beginsMy one condition is[Chorus]Say you'll remember meStandin' in a nice dressStarin' at the sunset, babeRed lips and rosy cheeksSay you'll see me againEven if it's just in yourWildest dreams, ah, haWildest dreams, ah, ha[Verse 2]I said, ""No one has to know what we do""His hands are in my hair, his clothes are in my roomAnd his voice is a familiar soundNothin' lasts foreverBut this is gettin' good now"
27,spotify:track:6FE2iI43OZnszFLuLtvvmg,Classic,MKTO,False,0.664,0.609,1.0,-6.509,0.0707,0.304,0.0,0.0926,0.194,130.041,81,"[Intro]Hey! Where's the drums?Woo, oh, oh, ohLet's go![Verse 1: Tony Oller]Ooh, girl, you're shining like a 5th Avenue diamondAnd they don't make you like they used toYou're never going out of styleOoh, pretty baby, this world might have gone crazyThe way you saved me, who could blame me?When I just wanna make you smile?[Pre-Chorus: Tony Oller]I wanna thrill you like MichaelI wanna kiss you like PrinceLet's get it on like Marvin Gaye, like HathawayWrite a song for you like this[Chorus: Tony Oller, Malcolm Kelly]You're over my head, I'm out of my mindThinking I was born in the wrong timeOne of a kind, living in a world gone plasticBaby, you're so classic (Yeah, yeah, so classic)Baby, you're so classic (Yeah, baby you)Baby, you're so classic"
28,spotify:track:3Vi5XqYrmQgOYBajMWSvCi,Need to Know,Doja Cat,True,0.92,0.639,8.0,-6.095,0.204,0.267,0.00012,0.0847,0.732,91.92,50,"[Intro]Yeah[Chorus]Wanna know what it's like (Like)Baby, show me what it's like (Like)I don't really got no type (Type)I just wanna fuck all nightYeah-yeah, oh-woah-woah (Oh, ooh, mmm)Baby, I need to know, mmm (Yeah, need to know)I just been fantasizin' (Size)And we got a lotta time (Time)Baby, come throw the pipe (Pipe)Gotta know what it's like (Like)Yeah-yeah, oh-woah-woahBaby, I need to know, mmm[Verse 1]What's your size? (Size)Add, subtract, divide ('Vide)Daddy don't throw no curves (Curves)Hold up, I'm goin' wide (Wide)We could just start at ten (Ten)Then we can go to five (Five)I don't play with my pen (Pen)I mean what I writеYeah-yeah, woah-woah-woahI just can't help but bе sexual (Oh)Tell me your schedule (Yeah)I got a lotta new tricks for you, babyJust sayin' I'm flexible (I will)I do what I can to get you off (I will)Might just fuck him with my makeup on (I will)Eat it like I need an apron on (Yeah, oh)Eat it 'til I need to change my thong (Yeah, ayy)We could do it to your favorite song (Yeah, ayy)Take a ride into the danger zoneYou know my nigga be buggin' meI just be wonderin' if you can fuck on me betterItchin' for me like an ugly sweaterNeed it in me like a Chuck E. need cheddarI need to know"
30,spotify:track:58Ekmc8ldLKFODkBWb9ayQ,Sneaky Link,HXLLYWOOD,True,0.348,0.369,2.0,-12.543,0.0394,0.0208,0.82,0.162,0.0501,219.275,33,"[Intro: HXLLYWOOD & Glizzy G]Sneaky link (Uh)Sneaky link (Yo, yeah, what?)Sneaky link (Yo)Girl, I can be your sneaky link (Sneaky link)You my sneaky link (Sneaky link)Yeah, ayy (Uh), ayy (Uh, uh)[Chorus: HXLLYWOOD]Girl, I can be your sneaky link (We sneaky)Be your sneaky linkGirl, I can be your sneaky link (We sneaky)Be your sneaky link (Sneaky, ayy)Girl, I can be your sneaky link (Sneaky link)Be your sneaky link (Sneaky link)Girl, I can be your sneaky link (Sneaky link, ayy)Yeah, I'm your sneaky link[Verse 1: HXLLYWOOD]And I heard you got a man (Uh-huh)HXLLYWOOD don't give a damn (Nope)I make lil' mama jams (Lil' mama)So I know that you a fan (Yeah)Go on and dance for all these bands (Dancе, dance, dance)Like I am your OnlyFansI can bе your OnlyFans (Girl, I'm your OnlyFans)Girl, you can be my sneaky link (We sneaky)But you my weakest link (Ugh)No cap, bitch, yo' pussy weak (It's weak)So what the fuck you think? (Uh-huh)I heard you got that sloppy toppy-toppyYou a thotty-bodyShorty got that body-ody-odyLike she Megan prolly (Ugh)In the stu', bitch, I go stupid (Okay)I can't love no bitch, no Cupid (Ayy, love)Shorty slide just like she NikeI got her and she just do it, uh (Do it, baby, uh)Shorty kinda crazy (She crazy)Tryna get up in my pants (Uh-uh)Say she tryna have my babyBut Plan B the only plan"
36,spotify:track:5toKOQ86ydhA5UJ8DfENzy,Running Away,VANO 3000,False,0.746,0.251,11.0,-16.169,0.259,0.782,0.00203,0.106,0.18,139.999,86,[Chorus: Samuel T. Herring]Running away is easyIt's the leaving that's hardRunning away is easyIt's the leaving that's hard[Instrumental Break][Pre-Chorus: Samuel T. Herring]TimeTimeTime[Chorus: Samuel T. Herring]Running away is easyIt's the leaving that's hardRunning away is easyIt's the leaving that's hard[Instrumental Break][Pre-Chorus: Samuel T. Herring]Time[Chorus: Samuel T. Herring]Running away is easyIt's the leaving that's hardRunning away is easyIt's the leaving that's hard
37,spotify:track:5TXDeTFVRVY7Cvt0Dw4vWW,Revenge,XXXTENTACION,True,0.843,0.806,4.0,-5.946,0.269,0.143,0.0,0.0771,0.613,94.948,83,"[Intro]I think I, I think I finallyFound a way to forgive myselfFrom mistakes I made in my pastI think that's the first step, right?You agree?[Verse]I've dug two graves for us, my dearCan't pretend that I was perfect, leavin' you in fearOh, man, what a world, the things I hearIf I could act on my revenge, then, oh, would I?Some kill, some steal, some break your heartAnd you thought that I would let it go and let you walkWell, broken hearts break bones, so break up fastAnd I don't wanna let it go, so in my grave I'll rotI've dug two graves for us, my dearCan't pretend that I was perfect, leavin' you in fearOh, man, what a world, the things I hearIf I could act on my revenge, then, oh, would I?Some kill, some steal, some break your heartAnd you thought that I would let it go and let you walkBroken hearts break bones, so break up fastAnd I don't wanna let it go, so in my grave I'll rot[Chorus]In my grave, I'll rotIn my grave, I'll rotIn my grave, I'll rot-ot-otIn my grave, I'll rotIn my grave, I'll rot-ot-otIn my grave, I'll rot"
40,spotify:track:7brQHA2CgQpcMBiOlfiXYb,Afraid,The Neighbourhood,True,0.6,0.939,7.0,-1.794,0.19,0.0666,6.18e-06,0.34,0.833,159.941,74,"[Intro]When I wake up, I'm afraidSomebody else might take my placeWhen I wake up, I'm afraidSomebody else might take my place[Verse 1]Make that money, fake that dummy, ache my tummyOn the fence, all the timePaid junk honey, your face so sunny, ain't that funny?All my friends always lie to me, I know they're thinking[Pre-Chorus]You're too mean, I don't like youFuck you, anywayYou make me wanna scream at the top of my lungsIt hurts but, I won't fight youYou suck, anywayYou make me want to die, right when I[Chorus]When I wake up, I'm afraidSomebody else might take my placeWhen I wake up, I'm afraidSomebody else might take my placeWhen I wake up, I'm afraidSomebody else might take my placeWhen I wake up, I'm afraidSomebody else might end up being me(Being me, being me)"
41,spotify:track:4GRFzKI7jTZ3kbMfouc7bn,Backstabber,Kesha,False,0.574,0.664,11.0,-6.068,0.0409,0.0448,0.0553,0.146,0.226,144.654,85,"[Intro]Ahh (Back-back-backstabber)Ahh (Back-back-backstabber)Ahh (Back-back-backstabber)[Verse 1]Bored, stoned, sittin' in your basementAll alone, 'cause your little conversation's got aroundAnd lookie what we all found out (Lookie what we found)Lookie here, we all found out that you have got a set of loose lipsTwisting stories, all because you're jealousNow I know exactly what you're all about (What you're all about)This is what you're all about[Chorus]Girl, you're such a backstabber ​(Stabber)You're such a backstabberOh, girl, you're such a shit-talkerAnd everybody knows it, and everybody knows itGirl (Girl), you're such a backstabber (Stabber)You're such a backstabberRun your mouth more than anyone I've ever knownAnd everybody knows it, and everybody knows it[Post-Chorus]Back-back-backstabber(Talk, talk, talk)​(Talk, talk, talk)​(Talk, talk)"
42,spotify:track:6EtKlIQmGPB9SX8UjDJG5s,Formula,Labrinth,False,0.849,0.941,8.0,-6.448,0.223,0.0269,0.00717,0.0596,0.765,134.479,67,"[Verse]E equals mc squaredI got a blimp inside my headFlew over the cuckoo's nestThe lights are on, but there's no one herePuffing with the dragonsI'm livin' for the thrill, formulaScrews loose on a MondayScrews loose, where's the propane?Screws loose, tell 'emScrews loose, tell 'emScrews loose, tell 'emI'm livin' for the thrill, formula, tell 'emPuffing with the dragonsScrews loose, tell 'emI'm livin' for the thrill, formula (Screws loose)Screws loose"
44,spotify:track:3IznIgmXtrUaoPWpQTy5jB,Not Allowed,TV Girl,True,0.636,0.676,2.0,-3.442,0.0263,0.0807,0.0,0.0831,0.273,113.98,80,"[Intro: Yeastie Girlz]Now you suckWe wanna talk about sex but we're not allowedWell, you may not like it but you better learn how 'cause it's your turn nowYou're wasting your tongue with lame excuses and liesNow, what's on your nasty old mind?[Verse 1: TV Girl]So how should I begin this?I guess it started when you were with himAnd how he never even took you out to danceBut did he fuck with any rhythm?But now he's playing with your headBut did he ever make you cum?Did he ever make you cry?Do the wires in your mind get sewn together?Rubbed and severed by the heatYou don't know how long I could stare into your pictureAnd wish that it was meI guess it's different 'cause you love himBut I've got an interactiveSick and twisted imaginationAnd that's gotta count for something[Chorus: Yeastie Girlz]We wanna talk about sex but we're not allowedWell, you may not like it but you'd better learn how 'cause it's your turn nowYou're wasting your tongue with lame excuses and liesGet your face between my thighs"
45,spotify:track:2tznHmp70DxMyr2XhWLOW0,Cigarette Daydreams,Cage The Elephant,False,0.729,0.703,7.0,-6.671,0.226,0.00356,2.06e-06,0.38,0.357,88.038,67,"[Verse 1]Did you stand there all alone?Oh, I cannot explain what's going downI can see you standing next to meIn and out somewhere else right nowYou sigh, look awayI can see it clear as dayClose your eyes, so afraidHide behind that baby face[Pre-Chorus]Do-do-do, do-do-do[Chorus]You can drive all nightLooking for the answers in the pouring rainYou wanna find peace of mindLooking for the answer[Verse 2]Funny how it seems like yesterdayAs I recall, you were looking out of placeGathered up your things and slipped awayNo time at all, I followed you into the hallCigarette daydreamsYou were only seventeenSo sweet with a mean streakNearly brought me to my knees"
46,spotify:track:2nKZMOEvOyTViP09HxBfXx,Boogie Woogie Wu,Insane Clown Posse,True,0.809,0.588,0.0,-5.167,0.0869,0.0878,7.24e-05,0.171,0.249,146.024,64,"[Intro]""The beast lives out of the raging storm. In the dead of night, the ravenous, blood-sick creatures searches for it's sacrifice. Through the hideous darkness, it lurches, driven by death itself. Only the satisfaction of slaughter will cause it to return to the darkness from which it came.""[Chorus]Boogie Woogie Woogie Woogie WuBoogie Woogie Woogie Woogie Wu[Verse 1: Violent J & Shaggy 2 Dope]Boys and girls, it's nighty night timeHappy J the Clown has a nursery rhymeIt's about The Boogie Woogie ManKeep your light on as long as you can'Cause when it cuts off, so does your headBoogie Woogie Woogie waits under your bedWith a shank, shpaa! Up through the bottomLittle Jimmy Jimmy? Got 'em""It's the one and only Boogie ManHe creeps, he hides, he sneaks, he slidesIf your little feetsies are hanging off the edge of the bedYou're running on stumps, motherfucker!""Well, moonlight fills the room that you sleep inThings go bump in the night, me creepin'Ouch! Fuck! I stubbed my toeIf you'd just quit leavin' your shit all over the fucking floorFuck it, you're dead anywayAnd I'ma leave your head smack dead in the hallwayIn the morning, when your daddy walks outAh! His foot's in your mouth, thanks to the Boogie Man"
48,spotify:track:2hdy9Wt9qp7M7d0U3ossu2,If U Seek Amy,Britney Spears,False,0.388,0.631,4.0,-6.328,0.0391,0.00939,0.00474,0.372,0.276,112.033,59,"[Intro]La, la, la, la, la-la, la, laLa, la, la, la, la-la, la, laLa, la, la, la, la-la, la, laLa, la, la, la, la-la, la, la[Verse 1]Oh, baby, baby, have you seen Amy tonight?Is she in the bathroom, is she smoking up outside? (Oh!)Oh, baby, baby, does she take a piece of limeFor the drink that I'ma buy her?Do you know just what she likes? (Oh!)[Pre-Chorus]Oh-oh, tell me, have you seen her?'Cause I'm so, oh, I can't get her off of my brainI just wanna go to the party she gon' goCan somebody take me home?Ha-ha-he-he-ha-ha-ho[Chorus]Love me, hate me, say what you want about meBut all of the boys and all of the girls are begging to, if you seek AmyLove me, hate me, but can't you see what I see?All of the boys and all of the girls are begging to, if you seek Amy"
50,spotify:track:6Uj1ctrBOjOas8xZXGqKk4,Woman,Doja Cat,True,0.912,0.54,7.0,-8.038,0.305,0.16,0.0,0.421,0.619,128.068,63,"[Intro]Hey, womanHey, woman[Chorus]WomanLet me be your womanWoman, woman, woman (Ayy)I can be your womanWoman, woman, woman (Ayy)Let me be your womanWoman, woman, woman (Ayy)I can be your womanWoman, woman, woman (Ayy)[Verse 1]What you need?She give tenfold, come here, papa, plant your seedShe can grow right from her womb a familyProvide lovin' overlooked and unappreciated, you see (Yeah)You can reciprocateI got delicious taste, you need a woman's touch in your placeJust protect her and keep her safeBaby, worship my hips and waistSo feminine with graceI touch your soul when you hear me say, ""Boy""Let me be your woman"
51,spotify:track:6Jzdxguk63s6CVVXHIrQ0x,Own Brand Freestyle,FelixThe1st,True,0.803,0.64,1.0,-4.721,0.151,0.583,0.000331,0.437,0.816,140.073,63,"[Verse 1: FelixThe1st, Dreya Mac]Little niggas really wan' at me (At me)Lockdown, still doin' up Cali (Cali)Gingerbread man, can't catch me (No)Flexed up like they really move pally (Pally)I don't want ish, just at me (At me)I just want money, that's calm (Calm)Teenage, never worry 'bout acne (Finch Fetti, Finch Fetti)[Verse 2: Dreya Mac, FelixThe1st]Like, I ain't ever been with a baddie (With a baddie)She calm, so I add her to the tallyMadison, but I'm calling her Maddie (Yeah)Like, Mads, try send me the addy (That addy)Buss a right, then a left at the alley (The allеy)Like, Drey, you don't look too shabby (You don't look too-)Geordiе ting come from The Valleys (Valleys)Like, I just wanna play with that fanny (Gimme that, gimme that)[Verse 3: FelixThe1st]Lil' miss, I really wan' play with that pussyBaby, she give me the wet (Wet)I make that pussy squirtI tell her, ""Felix go first"" (Bitch)She wanna tell me she love meI tell her ""I'm cool"" so I tell her to skrrt (Yeah)My little bitch do the dirt (Nah)She don't wan' hate me, she lurk (Nah, nah, nah)"
