,uri,track_name,artist,explicit,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,popularity,lyrics
79,spotify:track:2Z2MAil7tpZhHOB2noIJUd,jersey luv,GROOVY,True,0.345,0.674,1,-6.765,0.156,0.494,0.0,0.133,0.318,155.957,73,"[Intro: GROOVY]Hey yeahAlejandroI done been so closed off (I done been so closed off)I done been so wound up tight (I done been so wound up tight)Girl it's done been so long (Oh, Oh)Since I done had some love at night (Since I done had some love at night)You make me feel alive (Oh, Oh)You take me out my mind (You take me out my mind)I need you by my side (Oh, Oh)Girl you don't know what you do to me (yeah yeah yeah)[Chorus: GROOVY]Turn me on (yeah)Girl you're really turning me on (yeah)Turn me on (let's go)Girl you're really turning me on (yeah)Hey yeah, hey yeah, hey yeahAle, speed it up[Verse 2: B Jack$]Yeah yeah (wait wait)Wait, BITCH (wait wait)Like what (wait)That's what she say when I'm in it (what)That's what she say when I touch it (touch it)That's how I know that she love it (she love it)Yeah yeah, bitch (wait)I'm really keepin' it GI be movin' her string now I'm hittin' the spot (bitch)Fuck her then put it in park, she suck it so good cause I been through a lotMovin' slizzy when I'm wit ya thot (yeah yeah)Feelin' fizzy can't wait till I pop (yeah yeah)Where I'm headin', I'm cravin' the top (yeah yeah)Scoliosis, my pocket a knotWait, she not my onlyShe say ""I got fans we fuckin' that shit like a porno"" (bitch)Wait, put it on OnlyFans, the numbers go up like I gave her free promo (yeah yeah)I walk in the spot on my doloBad bitch wit' me she jumping like pogoI hit from the back and she yodelLook at B Jack$ man I been goin' global"
84,spotify:track:0JXXNGljqupsJaZsgSbMZV,Sure Thing,Miguel,False,0.684,0.607,11,-8.127,0.1,0.0267,0.000307,0.191,0.498,81.001,89,"[Intro]Love you like a brotherTreat you like a friendRespect you like a lover[Refrain]Oh-ooh-oh, oh-ooh-oh, oh-ooh-oh (You could bet that, never gotta sweat that)Oh-ooh-oh, oh-ooh-oh, oh (You could bet that, never gotta sweat that)Yeah, yeah, yeah (You could bet that, never gotta sweat that)(You could bet that, never gotta sweat that) Yeah[Verse 1]If you be the cash, I'll be the rubber bandYou be the match, I will be a fuse, boom!Painter, baby, you could be the museI'm the reporter, baby, you could be the news'Cause you're the cigarette and I'm the smokerWe raise a bet 'cause you're the jokerChecked off, you are the chalkAnd I could be the blackboard, you can be the talkAnd I can be the walk, yeah-eah[Chorus]Even when the sky comes fallin'Even when the sun don't shineI got faith in you and ISo put your pretty little hand in mineEven when we're down to the wire, babeEven when it's do or dieWe could do it, baby, simple and plain'Cause this love is a sure thing, yeah"
87,spotify:track:6UN73IYd0hZxLi8wFPMQij,Players,Coi Leray,True,0.954,0.516,6,-5.817,0.16,0.03,7.54e-06,0.0504,0.624,105.001,81,"[Chorus]Yeah, 'cause girls is players tooUh, yeah, yeah, 'cause girls is players too (Keep it player, baby)'Cause girls is players tooBitches gettin' money all around the world 'cause girls is players too[Verse 1]What you know about livin' on the top?Penthouse suites, lookin' down on the oppsTook him for a test drive, left him on the lotTime is money, so I spent it on a watchHold on, lil' titties showin' through the white teeYou can see the thong bustin' out my tight jeans (Okay)Rocks on my fingers like a nigga wifed meGot another shorty? She ain't nothin' like me[Refrain]Yeah, 'bout to catch another flightYeah, the apple bottom make him wanna biteYeah, I just wanna have a good nightI just wanna have a good nightHold up, if you don't know, now you knowIf he broke, then you gotta let him goYou could have anybody, eeny, miny, moe'Cause when you a boss, you could do what you want"
89,spotify:track:36I3zoyOK2pbpakqesPj4U,My Ghost,RIELL,False,0.56,0.443,3,-8.827,0.048,0.324,2.99e-06,0.0989,0.169,149.765,46,"[Verse]You taste like sinI wish I couldn’t rememberYour touch wickedI’m haunted by your lips on my skin[Chorus]My Ghost, I can’t shake youMy Ghost, I feel you in my bonesNo matter where I run toNo matter where I goMy Ghost, I still feel you[Verse]Your love is cheapSo one-sided, so conditioned, so greedyBut still I let you bleed me dryYour best defense made in the back of my mind[Chorus]My Ghost, I can’t shake youMy Ghost, I feel you in my bonesNo matter where I run toNo matter where I goMy Ghost, I still feel you"
91,spotify:track:1daDRI9ahBonbWD8YcxOIB,Angels Like You,Miley Cyrus,False,0.672,0.642,5,-4.035,0.0313,0.0981,0.0,0.1,0.494,121.981,90,"[Intro]Mmm, mmm, mmm[Verse 1]Flowers in hand, waiting for meEvery word in poetryWon't call me by name, only ""baby""The more that you give, the less that I needEveryone says I look happyWhen it feels right[Chorus]I know that you're wrong for meGonna wish we never met on the day I leaveI brought you down to your knees'Cause they say that misery loves companyIt's not your fault I ruin everythingAnd it's not your fault I can't be what you needBaby, angels like you can't fly down here with me[Post-Chorus]I'm everything they said I would beLa, la, laI'm everything they said I would be[Verse 2]I'll put you down slow, love you goodbyeBefore you let go, just one more timeTake off your clothes, pretend that it's fineA little more hurt won't kill youTonight, mother says you don't look happyClose your eyes"
94,spotify:track:3OHfY25tqY28d16oZczHc8,Kill Bill,SZA,False,0.644,0.728,8,-5.75,0.0351,0.0543,0.169,0.161,0.43,88.993,86,"[Verse 1]I'm still a fan even though I was saltyHate to see you with some other broad, know you happyHate to see you happy if I'm not the one drivin'[Pre-Chorus]I'm so mature, I'm so matureI'm so mature, I got me a therapist to tell me there's other menI don't want none, I just want youIf I can't have you, no one should[Chorus]I mightI might kill my ex, not the best ideaHis new girlfriend's next, how'd I get here?I might kill my ex, I still love him thoughRather be in jail than alone[Verse 2]I get the sense that it's a lost causeI get the sense that you might really love herThis text gon' be evidence, this text is evidenceI tried to ration with you, no murders or crime of passion, but damnYou was out of reachYou was at the farmer's market with your perfect peachNow I'm in the basement plannin' home invasionNow you layin' face-down, got me singin' over a beat"
96,spotify:track:26b3oVLrRUaaybJulow9kz,People,Libianca,False,0.573,0.422,10,-7.621,0.0678,0.551,1.31e-05,0.102,0.693,124.357,88,"[Intro: Libianca]Oh-oh-oh-ohMhmm, mhmmFrom Bamenda, it's LibiancaOh-oh (A-yo, Mage, you made a bang)[Refrain: Libianca]I've been drinking more alcohol for the past five daysDid you check on me?Now, did you look for me?I walked in the room, eyes are red and I don't smoke bangaDid you check on me? (Did you check on me?)Now, did you notice me?[Verse 1: Libianca]Nobody wey know the paranoia oh'Cause I put a smile on my faceA façade you can never face (Ooh)And if you don't know me well, well, ohYou won't see how buried I am inside my graveInside my grave[Chorus: Libianca]'Cause you see peoplе, people, peoplе, peopleDon't really know youThey don't really know you'Cause you see people, people, peopleThey don't really know youThey don't really know—"
102,spotify:track:0yUaLqhsVsguBpoOPL4cO7,In Ha Mood,Ice Spice,True,0.768,0.74,0,-6.595,0.336,0.696,6.81e-06,0.23,0.532,141.059,78,"[Intro]Where were you last week, when you stopped coming by?Stop playin' with 'em, RIOT[Chorus]Like, damn, she in her mood (Grrah)Like, damn, she in her mood (Mood)Like, damn, she in her mood (In her mood, she in her mood)Like, damn, she in her mood (She in her mood)She lit, get money too (Like)Like, damn, she in her mood (She in her mood), damn[Verse 1]In the mirror, I'm doin' my dance (Like)And he packin', I know by his pants (Grrah)He a rapper but don't got a chanceStuck in my ways so I'm lovin' my bands (Damn)Like a million views in a day (Likе)It's so many ways to get paid (Grrah)I tried dippin', he bеgged me to stayBae, I'm not stayin', I just wanna play (Just wanna play)In the party, he just wanna rump (Rump)Big boobs and the butt stay plump (Stay plump)She a baddie, she know she a ten (Baddie, ten)She a baddie with her baddie friend (Damn, friend)They like, ""Ice, how you always stay hot?"" (Hot)Oh, they mad 'cause I keep makin' bops (Bops)Oh, she mad 'cause I'm takin' her spotIf I was bitches, I'd hate me a lot (Grrah)"
103,spotify:track:40gk32E7YaTFoQwDIWv2SY,Christmas Kids,Roar,True,0.425,0.754,2,-6.028,0.0367,0.0104,0.112,0.438,0.558,152.092,80,"[Verse 1]Ronnette, my dear, don't ever disappearDo what you want as long as you stay hereI need you now, I love you so muchMore than you could know[Verse 2]The Christmas kids were nothing but a giftAnd love is a tower where all of us can live[Pre-Chorus]You'll change your name or change your mindAnd leave this fucked up place behind[Chorus]But I'll know, I'll knowI'll know, I'll knowI'll know, I'll knowI'll know, I'll know[Bridge]Appearing unsightlyWith devils inside meIf you ever try to leave me, I'll find you, RonnieIf you ever try to leave me, I'll find you, RonnieIf you ever try to leave me, I'll find you, RonnieIf you ever try to leave me, I'll find you, Ronnie"
106,spotify:track:5LrN7yUQAzvthd4QujgPFr,Here With Me,d4vd,False,0.571,0.458,4,-9.283,0.0258,0.544,9.27e-05,0.123,0.299,132.025,90,"[Verse 1]Watch the sunrise along the coastAs we're both getting oldI can't describe what I'm feelingAnd all I know is we're going homeSo, please don't let me goDon't let me go[Chorus]And if it's right, I don't care how long it takesAs long as I'm with you, I've got a smile on my faceSave your tears, it'll be okayAll I know is you're here with me[Post-Chorus]Ooh-ooh, oh, oh-ohOh-oh-oh-oh-oh[Verse 2]Watch the sunrise as we're getting old, oh-ohI can't describe, oh-ohI wish I could live through every memory againJust one more time before we float off in the windAnd all the time we spent waiting for the light to take us inHave been the greatest moments of my life"
107,spotify:track:1ERFhctkk5lhGZAStRmcQE,Best U Had,Gloria Kim,False,0.569,0.849,0,-6.589,0.124,0.25,4.07e-05,0.154,0.356,165.962,46,{Verse 1}It’s strangeThis feelingSeeing you here after 7 whole yearsI’d sworeI’d loathe youFor wasting my time and all of my tears{Pre}Oh youYou got some nerve to call me out and say helloYou play it cool but I see through the way you areYou got some nerve to show your face here all aloneAll alone{Chorus}I know I’m the best you ever hadNow you gotta liveLive with thatCouldn’t find no one that’s quite like meCouldn’t fill my void easilyI know I’m the best you ever hadNow you wonder why I won’t go backCouldn’t lose myself again to youI’m the best you had and we both knew
111,spotify:track:2i2gDpKKWjvnRTOZRhaPh2,Moonlight,Kali Uchis,False,0.639,0.723,7,-6.462,0.0532,0.511,0.0,0.167,0.878,136.872,88,"[Chorus]I just wanna get high with my loverVeo una muñeca cuando miro en el espejoKiss, kiss, looking dolly, I think I may go out tonightI just wanna ride, get high in the moonlightI just wanna get high with my loverVeo una muñeca cuando miro en el espejoKiss, kiss, looking dolly, I think I may go out tonightI just wanna ride, get high in the moonlight[Verse 1]Forget the small talkThe surface level ain't much that I care forPutting on my lip glossI saw you stare from my peripheral, yeah[Pre-Chorus]Baby, it's been a hell of a dayBut I know a place we can escapeFind out how it feels to let go of everything, be freeWhen you're here with me[Chorus]I just wanna get high with my loverVeo una muñeca cuando miro en el espejoKiss, kiss, looking dolly, I think I may go out tonightI just wanna ride, get high in the moonlightI just wanna get high with my loverVeo una muñeca cuando miro en el espejoKiss, kiss, looking dolly, I think I may go out tonightI just wanna ride, get high in the moonlight"
112,spotify:track:2IlT65thKQQw248mhk2PjQ,JACKIE BROWN,Brent Faiyaz,True,0.726,0.353,10,-10.273,0.105,0.65,0.002,0.224,0.503,137.66,82,"[Chorus]Only been a few hours, but it felt like daysOnly been days, but it feel like monthsI been gone for a year, only wrote like onceLife moves fast when you do what you wantI guess I'm doing what I wantHope you doing what you want (What else?)But what you want?(I don't know)[Verse 1]My new bitch look like Halle BerryBut she don't love me, she too scaryMy old bitch fine like Jackie BrownI don't wanna love her, she too downWill you be my leading lady?I want a contract, girl no maybeIn the meantime (I guess I'm doing what I want)Get some me-time (Hope you doing what you want)[Bridge]Maybе I don't love myself, I don't knowLeavе me here, I'll fuck myselfShe be in the mirror, I duck myselfI don't need much so fuck my wealth"
114,spotify:track:5BmB3OaQyYXCqRyN8iR2Yi,SLUT ME OUT,NLE Choppa,True,0.938,0.606,6,-6.396,0.419,0.117,0.0,0.528,0.706,121.108,79,"[Intro]Yeah, ETBWhy you being weird to me?[Pre-Chorus]Ayy, rip off my shirt if you love me (Love me)Spit in my face when you fuck me (Fuck me)Play with my gooch while you suck me (Suck me)Eat the dick like you was uglyI mean, hold on, waitWhere your friend? Bring your buddy (Your buddy)I don't think that you enoughie (Enoughie)Her favorite thing to say is, ""Cuff me""[Chorus]Slut me out (Out), slut me out (Out)Slut (Slut), slut (Slut), slut me out[Post-Chorus]Rip off my shirt if you love me (Sexy)Spit in my face when you fuck me (Come sex me)Play with my gooch while you suck me (Don't text me)Eat the dick like you was ugly[Verse]Big dick energy, I give it (I give it)Don't believe me, then come feel it (Come feel it)Gon' put this here in your kidney, pleaseAnd hush it like some kidney beansSuck my balls, come chickpea meWhy you being weird to me? (Weird to me)Put your ass in my face 'til I get pink eyeFuck you anywhere, I'm that type guy (That type guy)At the church, on the plane, at the basketball gameI don't care, I'ma bust my nut 'til I die ('Til I die)What position do I like? All of 'em, baby (Baby)Put it on camera, masturbate to it later (To it later)Ever sucked a vegan dick? Baby, come taste mePromise that my nut taste like sugar gravyDon't cum quick, I control my bladder (Control my bladder)Dick real big, come climb my ladder (My ladder)Fat coochies, little coochies, all coochies matter (They matter)Ass real fat, I can make it get fatter (Fatter)Wanna see a magic trick? Bend over backwards (Over backwards)Meat to meat, wall to wallCoochie to my balls, dawg"
116,spotify:track:4sx6NRwL6Ol3V6m9exwGlQ,Love Again,The Kid LAROI,False,0.662,0.398,11,-6.691,0.0275,0.716,0.0,0.111,0.468,107.001,77,"[Verse 1]Can we go back to how it was?Before my pride got in between usGo ahead and hit me where it hurtsBecause at least, then I'll feel something[Pre-Chorus]Screaming in my faceKicked me out your placeI got nowhere to go[Chorus]Can we find love again?Is this time the end?Tell me, how many more tears will dropTill you hit me with ""Can we talk?""And try love againCan we find love again?Is this time the end?Tell me, how many more tears will dropTill you hit mе with ""Can we talk?""And try love again[Verse 2]I crashed my car into a wallI triеd to text, I shoulda calledSeen blue and red, it won’t be long (Ooh, uh)We went to war, it didn't endI bit my tongue, you hit my chinWorst enemy is my best friend (Ooh)"
118,spotify:track:7eqoqGkKwgOaWNNHx90uEZ,Nights,Frank Ocean,True,0.457,0.551,5,-9.36,0.167,0.427,1.15e-06,0.113,0.428,89.87,80,"[Part I][Verse 1]Round your city, round the clockEverybody needs youNo, you can't make everybody equalAlthough you got beaucoup familyYou don't even got nobody bein' honest with youBreathe 'til I evaporatedMy whole body see throughTransportation, handmade (G)And I know it better than most peopleI don't trust 'em anywaysYou can't break the law with themGet some gushy, have a calm nightShooters killin' left and rightWorkin' through your worst nightIf I get my money rightYou know I won't need youAnd I tell you (Bitch)I hope the sack is full upI'm fuckin', no, I'm fucked upSpend it when I get thatI ain't tryna keep youCan't keep up a conversationCan't nobody reach youWhy your eyes well up?Did you call me from a séance?You are from my past lifeHope you're doin' well, bruhI been out here head firstAlways like the head firstSignal comin' in and outHope you're doin' well, bruhEverybody needs youEverybody needs youOoh, nani naniThis feel like a QuaaludeNo sleep in my bodyAin't no bitch in my body, ah"
119,spotify:track:73vIOb4Q7YN6HeJTbscRx5,Miss You,Oliver Tree,True,0.587,0.742,6,-6.64,0.0529,0.0128,0.00107,0.146,0.199,145.007,83,"[Verse: Oliver Tree]Don't remind meI'm mindin' my own damn businessDon't try to find meI'm better left alone than in thisIt doesn't surprise meDo you really think that I could care?If you really don't like meFind somebody else, it could be anyone else out there[Chorus: Oliver Tree]Don't fretI don't ever wanna see youAnd I never wanna meet you againOne thingWhen you're angry, you're a jerkAnd then you treat me like I'm worth nothin'Don't fretI don't ever wanna see youAnd I nеver wanna meet you againIt'll happen againI watch it happen ovеr and over againDon't fretI don't ever wanna see youAnd I never wanna meet you againOne thingWhen you're angry, you're a jerkAnd then you treat me like I'm worth nothin'"
122,spotify:track:3NRql0A1Ef4RCvT473iqgD,Hell N Back,Bakar,True,0.584,0.684,10,-4.314,0.567,0.312,9.05e-05,0.112,0.72,210.164,81,"[Chorus]Could you tell where my head was at when you found me?Me and you went to hell and back just to find peaceMan, I thought I had everything, I was lonelyNow you're my everything, now it's on me[Verse 1]I mixed a lot of love with a lot of drugs, then I found youShe liked petty crimes, she had green eyes like Mountain DewAnd where she go, I'll never know her friends bounce toI guess it's their loss 'cause they'll never know what we'll amount toAnd would you be my light, be my yellow?P.Y.T. walking down PortobelloPut a smile on this face at the end of the dayMDMA helped us fly awayWho'd have known, who'd have known you would save my life?Who'd have known, who'd have known you would fly my kite?Could you tell, could you tell?Could you tell, could you tell?(Could you tell, tell?)[Chorus]Could you tell where my head was at when you found me?Me and you went to hell and back just to find peaceMan, I thought I had everything, I was lonelyNow you're my everything, now it's on me"
123,spotify:track:3AlfzYBSXvI5Bhbqm5iuSn,Antis,RIELL,False,0.688,0.56,11,-7.831,0.051,0.562,0.0,0.337,0.219,120.128,46,"[Verse]Someone says a joke, and it’s funny so I laugh, but I didn’t feel itMy ex hit me up so I cried but I didn’t mean itAnd I think that I kinda like this not really feelingAntis got me some type of way[Chorus]I’m floating up in spaceNobody’s real this wayI might be not okayBut it doesn’t feel that way when I medicate[Verse]Now it’s been a while since I tried to let out all the pain through bleedingThink this is a first, a full night of me truly sleepingYeah I miss the highs, but I’m scared to feel all my feelingsAntis got to go some day[Chorus]I’m floating up in spaceNobody’s real this wayI might be not okayBut it doesn’t feel that way when I medicateI’m hoping with therapyMy mind will stop hating meI might be fine one dayBut it doesn’t feel that way whеn I medicate"
124,spotify:track:0QHEIqNKsMoOY5urbzN48u,Made You Look,Meghan Trainor,False,0.838,0.525,10,-3.562,0.0665,0.345,1.92e-06,0.0771,0.884,144.981,85,"[Chorus]I could have my Gucci onI could wear my Louis VuittonBut even with nothin' onBet I made you look (I made you look)[Verse 1]I'll make you double take soon as I walk awayCall up your chiropractor just in case your neck breakOoh, tell me what you, what you, what you gon' do, ooh'Cause I'm 'bout to make a scene, double up that sunscreenI'm 'bout to turn the heat up, gonna make your glasses steamOoh, tell me what you, what you, what you gon' do, ooh[Pre-Chorus]When I do my walk, walkI can guarantee your jaw will drop, drop'Cause they don't make a lot of what I got, gotLadies, if you feel me, this your bop, bop (Bop, bop, bop)[Chorus]I could have my Gucci on (Gucci on)I could wear my Louis VuittonBut even with nothin' onBet I made you look (I made you look)Yeah, I look good in my Versacе dress (Take it off)But I'm hotter whеn my morning hair's a mess'Cause even with my hoodie onBet I made you look (I made you look)Mhm-hm-hm"
125,spotify:track:5CM4UuQ9Gnd6K2YyKGPMoK,Bad Habit,Steve Lacy,True,0.686,0.507,1,-7.097,0.0357,0.626,7.51e-05,0.383,0.69,168.955,81,"[Intro: Steve Lacy & Fousheé]I wish I knew you wanted meI wish I knewI wish I knew you wanted meI wish I knewI wish I knew you wanted me[Verse 1: Steve Lacy]What you, ooh, uh, what you do?Made a move, could've made a moveIf I knew I'd be with youIs it too late to pursue?[Chorus: Steve Lacy]I bite my tongue, it's a bad habitKinda mad that I didn't take a stab at itThought you were too good for me, my dearNever gave me time of day, my dearIt's okay, things happen forReasons that I think are sure, yeah[Post-Chorus: Steve Lacy & Fousheé]I wish I knewI wish I knew you wanted me (I wish I knew)I wish I knew (Oh)I wish I knew you wanted meI wish I knew (Yeah)I wish I knew you wanted me (Oh)I wish I knewI wish I knew you wanted me"
127,spotify:track:4Dvkj6JhhA12EX05fT7y2e,As It Was,Harry Styles,False,0.52,0.731,6,-5.338,0.0557,0.342,0.00101,0.311,0.662,173.93,94,"[Intro]Come on, Harry, we wanna say goodnight to you[Verse 1]Holdin' me backGravity's holdin' me backI want you to hold out the palm of your handWhy don't we leave it at that?Nothin' to sayWhen everything gets in the waySeems you cannot be replacedAnd I'm the one who will stay, oh-oh-oh[Chorus]In this world, it's just usYou know it's not the same as it wasIn this world, it's just usYou know it's not the same as it wasAs it was, as it wasYou know it's not the same[Verse 2]Answer the phone""Harry, you're no good aloneWhy are you sitting at home on the floor?What kind of pills are you on?""Ringin' the bellAnd nobody's coming to helpYour daddy lives by himselfHe just wants to know that you're well, oh-oh-oh"
128,spotify:track:0V3wPSX9ygBnCm8psDIegu,Anti-Hero,Taylor Swift,False,0.637,0.643,4,-6.571,0.0519,0.13,1.8e-06,0.142,0.533,97.008,92,"[Verse 1]I have this thing where I get older, but just never wiserMidnights become my afternoonsWhen my depression works the graveyard shift, all of the peopleI've ghosted stand there in the room[Pre-Chorus]I should not be left to my own devicesThey come with prices and vicesI end up in crisis(Tale as old as time)I wake up screaming from dreamingOne day, I'll watch as you're leaving'Cause you got tired of my scheming(For the last time)[Chorus]It's me, hiI'm the problem, it's meAt teatime, everybody agreesI'll stare directly at the sun, but never in the mirrorIt must be exhausting always rooting for the anti-hero[Verse 2]Sometimes, I feel like everybody is a sexy babyAnd I'm a monster on the hillToo big to hang out, slowly lurching toward your favorite cityPierced through the heart, but never killed"
131,spotify:track:2bdVgAQgosGUJoViVDNeOV,LIMBO,keshi,True,0.577,0.366,8,-11.792,0.0368,0.879,7.76e-05,0.137,0.0841,129.923,82,"[Intro]OohOoh-ooh-ooh-oohOoh-ooh-ooh-ooh, oohOoh-ooh, oohOoh-ooh-ooh-ooh, oohOoh-ooh, ooh[Verse 1]I just been goin' through motions, back and forth like a oceanI am a fraud, I am the shit, hoping that nobody noticeBang chest in the morning, head down in the nightDrink less if I wanted, strike up with the lightAnd square up, I’m the mightestMyself in the fight, hurt twice but I tried itNo advice for this shit, might die for this shitDo I feel alive, feel alive, feel alive?[Chorus]Feel more like limbo, hands out my windowChasin' that sunset, that's more my tempoYeah, that’s more my tempoOoh, but this is all that I amI only show you the best of meThe best of me"
133,spotify:track:4iZ4pt7kvcaH6Yo8UoZ4s2,Snooze,SZA,True,0.559,0.551,5,-7.231,0.132,0.141,0.0,0.11,0.392,143.008,91,"[Intro]OohI think I know[Verse 1]I'll touch that fire for youI do that three, four times again, I testify for youI told that lie, I'd kill that bitchI do what all of them around you scared to do, I'm notLong as you juggin' out here for me, I got itMobbin', schemin', lootin', hide your bodiesLong as you dreamin' 'bout me, ain't no problemI don't got nobody, just with you right nowTell the truth, I look better under you[Chorus]I can't lose when I'm with youHow can I snooze and miss the moment?You just too importantNobody do body like you doI can't lose when I'm with youI can't just snooze and miss the momentYou just too importantNobody do body like you do, you do[Verse 2]In a droptop ride with you, I feel like Scarface (Scarface)Like that white bitch with the bob, I'll be your main one (Your main one)Lеt's take this argument back up to my place (My placе)Sex remind you I'm nonviolent, I'm your day one (Day one)We ain't have shit yet, it was magic, yeahSmash and grab shit, yeahNasty habits take a hold when you not hereAin't a home when you not hereHard to grow when you not here, I'm sayin'"
141,spotify:track:2Ch7LmS7r2Gy2kc64wv3Bz,Die For You,The Weeknd,False,0.582,0.525,1,-7.163,0.0627,0.111,0.0,0.134,0.51,133.249,85,"[Verse 1]I'm findin' ways to articulate the feelin' I'm goin' throughI just can't say I don't love you (Yeah)'Cause I love you, yeahIt's hard for me to communicate the thoughts that I holdBut tonight, I'm gon' let you knowLet me tell the truthBaby, let me tell the truth, yeah[Pre-Chorus]You know what I'm thinkin', see it in your eyesYou hate that you want me, hate it when you cryYou're scared to be lonely, 'specially in the nightI'm scared that I'll miss you, happens every timeI don't want this feelin', I can't afford loveI try to find a reason to pull us apartIt ain't workin' 'cause you're perfectAnd I know that you're worth itI can't walk away, oh[Chorus]Even though we're goin' through itAnd it makes you feel aloneJust know that I would die for youBaby, I would die for you, yeahThe distance and the time between usIt'll never change my mind 'causeBaby, I would die for youBaby, I would die for you, yeah (Say)"
142,spotify:track:6yFClefWHhbFQweL76gBAK,Quite A Shame,Besomorph,False,0.507,0.503,4,-7.848,0.0522,0.631,0.0,0.322,0.447,82.253,52,"[Verse 1]Well, isn't this just quite a shame?How we don't line up the sameIf you take me for a foolI pity you in many waysDid you think that I was blind?And I couldn't see the signs?Of you being intertwined, oh[Pre-Chorus]Once upon a time I made excuses for your uses, thinking we could have some funImagined how forever looked so good on us, but in the end you would up and run[Chorus]So baby, go and cry for me some moreBegging from your knees to say, ""I'm yours""It's hard to just forgive, forget the damage doneSo cry for me some moreI'm not gonna waste another tеarNot gonna let you in, won't let you nearIt's hard to just forgivе, forget the damage doneSo cry for me, my dear[Verse 2]You were great at promisesOnes you couldn't keep for usIf I only knew back thenWould've left you high and dryDid you have her just because?When I was more than enoughGot you playing with my heartNow I'll rip you all apart"
144,spotify:track:11BKm0j4eYoCPPpCONAVwA,Bloody Mary,Lady Gaga,False,0.591,0.637,9,-6.365,0.03,0.0107,1.95e-06,0.113,0.432,99.998,73,"[Intro]Bloody[Verse 1]Love is just a history that they may proveAnd when you're gone, I'll tell them my religion's youWhen Punktious comes to kill the king upon his throneI'm ready for their stones[Pre-Chorus]I'll dance, dance, danceWith my hands, hands, handsAbove my head, head, headLike Jesus saidI'm gonna dance, dance, danceWith my hands, hands, handsAbove my head, hands togetherForgive him before he's dead because[Chorus]I won't cry for youI won't crucify the things you doI won't cry for you, see (See)When you're gone, I'll still be Bloody Mary[Post-Chorus]Love"
146,spotify:track:1rrqJ9QkOBYJlsZgqqwxgB,Rush,Ayra Starr,False,0.792,0.503,1,-8.044,0.0626,0.0369,0.00057,0.0959,0.381,99.97,79,"[Intro]VibezTa-ta-riTa-ta-ri-pa, ta-ta-riTa-ta-ri-pa, ta-ta-ri, pa[Verse 1]Sabi girl no dey too like talkAnimals dey in human formPadi man, nobody like workBut you must hustle if you wan chopE no finish, dem wan fight usIf dem dey run, dem no fit catch upI no dey form say I too righteousNo come dey form say you too like us[Pre-Chorus]Me no get the time for the hate and the bad energyGot my mind on my moneyMake you dance like Poco LeeSteady green like broccoliSteady on my grind no wan hear what they wan telly meKudi na my fantasyDem wan dey check if my tap e no rush[Chorus]But e dey rush (E dey rush)E dеy rush well well, e bе much (E be much)Na God dey make my tap, e dey rushThe kind money we touch, yeahE dey rush (E dey rush)E dey rush well well, e be much (E be much)No be hype, everybody dey crushThere's no dulling with us (There's no dulling with us)"
147,spotify:track:76OGwb5RA9h4FxQPT33ekc,SNAP,Rosa Linn,False,0.565,0.636,0,-8.198,0.0638,0.107,9.9e-06,0.447,0.525,170.01,88,"[Verse 1]It's 4 AMI can't turn my head offWishing these memories would fade, they never doTurns out people lieThey said, ""Just snap your fingers""As if it was really that easy for me to get over you[Pre-Chorus]I just need time[Chorus]Snappin' one, twoWhere are you?You're still in my heartSnappin' three, fourDon't need you here anymoreGet out of my heart'Cause I might snap[Verse 2]I'm writin' a songSaid, ""This is the last one""How many last songs are left? I'm losing countSince June 22ndMy heart's been on fireI've been spendin' my nights in the rain tryin' to put it out"
148,spotify:track:7aDxQPHQmH5YZGf9yxIRnn,Falling Apart,Besomorph,False,0.738,0.678,7,-6.107,0.0406,0.303,0.0,0.272,0.264,110.023,49,"[Verse 1]Puzzle pieces falling to the floorTry to fit together butEvery time we try we fall apart[Pre-Chorus]OooohTry to run away but I don’t know what to doYeah[Chorus]CauseWe keep falling in love, falling in loveI try to quitMy heart just can’t get enough, can’t get enoughWith all these issuesWe keep falling in love, falling in loveI’m begging you to hold meEven if it hurts me[Verse 2]Waiting for the day to turn to nightLose our inhibitionsHow come feeling wrong can feel so right[Pre-Chorus]OooohTry to run away but I don’t know what to doYeah"
149,spotify:track:5YqEzk3C5c3UZ1D5fJUlXA,Sunroof,Nicky Youre,False,0.768,0.714,10,-5.11,0.0401,0.352,0.0,0.15,0.842,131.443,86,"[Intro]La-da, la-da-da, la-da-daLa-da, la-da-di-da-da, la-da-da-da-daLa-da, la-da-da, la-da-daLa-da, la-da-di-da[Chorus]I got my head out the sunroofI'm blastin' our favorite tunesI only got one thing on my mindYou got me stuck on the thought of youYou're makin' me feel brand newYou're more than a sunshine in my eyes[Verse]You got those pretty eyes in your head, you know itYou got me dancin' in my bed, so let me show itYou are exactly what I want, kinda cool and kinda notWanna give myself to you[Pre-Chorus]Yeah, we're drivin' down the freeway at nightI only got one thing in the back of my mind(You got me stuck on the thought of you)I'm feelin' like this might be my time to shineWith you, with you, with you"
