,uri,track_name,artist,explicit,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,popularity,lyrics
20,spotify:track:4TNFLwe6DhtR3Wn1JKMqMJ,Makeba,Jain,False,0.825,0.663,2,-9.414,0.0687,0.423,0.415,0.286,0.417,116.051,79,"[Intro]Ooh-eeOoh-ee[Chorus]Ooh-ee, MakebaMakeba, ma che bellaCan I get a ""ooh-ee""? MakebaMakes my body dance for youOoh-ee, MakebaMakeba, ma che bellaCan I get a ""ooh-ee""? MakebaMakes my body dance for youOoh-ee, MakebaMakeba, ma che bellaCan I get a ""ooh-ee""? MakebaMakes my body dance for youOoh-ee, MakebaMakeba, ma che bellaCan I get a ""ooh-ee""? MakebaMakes my body dance for you[Verse 1]I wanna hear your breath just next to my soulI wanna feel oppressed without any restI wanna see you sing, I wanna see you fight'Cause you are the real beauty of human right"
21,spotify:track:0cVyQfDyRnMJ0V3rjjdlU3,Lil Boo Thang,Paul Russell,False,0.85,0.699,0,-3.292,0.0776,0.152,0.0,0.32,0.915,114.481,82,"[Intro]Look, let me tell you (Girl)[Chorus]You my lil' boo thangSo I don't give a hoot what your dude say, girl, I knowYou a lil' too tameI'll be shootin' that shot like 2K, girl, I knowTell 'em I'm, tell 'em I'm nextTell 'em you found a lil' somethin' too fresh, I knowTell 'em I'm, tell 'em I'm nextTell 'em you found a lil' somethin' too fresh, I know[Verse]Put a lil' gold in the teethAnd the fit good, so I took the doors off the Jeep, okayI see a brother holdin' your seat, no beefBut I'm tryna get to know you at leastDon't take my talkin' to you wrongI can keep it chill like a sauvignon blancI'ma keep it real when your man long goneIf you're lookin' for a friend, then you got thе wrong song[Pre-Chorus]Baby girl, what's good, what's with ya?If you booked tonight, that's fictionI'm outside, no picturesYou want mе, go figureTo the back, to the frontYou a ten, baby girl, but I'm the one (Hey)To the back, to the frontYou a ten, baby girl, but I'm the one (One)"
22,spotify:track:7ABLbnD53cQK00mhcaOUVG,LALA,Myke Towers,True,0.708,0.737,1,-4.045,0.0436,0.0739,0.00162,0.0955,0.607,91.986,97,"[Letra de ""LALA""][Intro]La-la-la-la-la-la (Full Harmony)La-la-la-la-la-laLa-la-la-la-la-laLa-la-la-la[Verso 1]Todo está bien, no te tienes que estresarA ti yo sola no te dejaréMe enchulé la primera vez que la viMe enamoré cuando con ella bailéDesde hace rato se quería pegarPuso la espalda contra la paredY si yo bajo sabe qué le haré[Estribillo]La-la-la-la-la-laTú quieres, mami (La-la-la-la-la-la)Se le viran los ojo' (La-la-la-la-la-la)La miro y se relambe (La-la-la-la-la-la)El pintalabio' rojo (La-la-la-la-la-la)Esa cintura suelta (La-la-la-la-la-la)Baby, si yo te cojo (La-la-la-la-la-la)Te subo a la altura (La-la-la-la-la-la)Tú dime y te recojo (La-la-la-la-la-la)"
24,spotify:track:19kHhX6f6EfLU7rcO3RqjO,Back On 74,Jungle,False,0.62,0.761,10,-7.282,0.175,0.207,0.000147,0.269,0.194,146.003,82,"[Verse 1: Lydia Kitto]You keep me walking on the same lineWhen we get high on my breaktimeAnd we're just watching from the same townBut that don't change when it break downThen we were talking 'bout the same crimeNo, it don't hurt when it rains nowLearnt my lesson at the same timeOoh-ooh-ooh-ohh where did it-[Chorus: Lydia Kitto & Jungle]Go? Back on 74 (When I noticed you)Call this place my homeNever gonna cry anymoreWhere did it all[Post-Chorus: Lydia Kitto & Jungle](Ooh, oh, oh-oh)(Ooh, oh, oh-oh)(Ooh, oh, oh-oh)(Ooh, oh, oh-oh)[Verse 2: Lydia Kitto]You keep me walking on the same lineWhen we get high on my breaktimeAnd we're just watching from the same townBut that don't change when it break downThen we were talking 'bout the same crimeNo, it don't hurt when it rains nowLearnt my lesson at the same timeOoh-ooh-ooh-ohh where did it-"
30,spotify:track:5aIVCx5tnk0ntmdiinnYvw,Water,Tyla,False,0.673,0.722,3,-3.495,0.0755,0.0856,0.0,0.137,0.519,117.187,88,"[Intro]Make me sweat, make me hotterMake me lose my breath, make me waterMake me sweat, make me hotterMake me lose my breath, make me water[Verse 1]NormallyI can keep my cool, but tonight, I'm wildin'I'ma be (Yeah)In a dangerous mood, can you match my timing? (Mm, mm)Tellin' me (Yeah)That you really 'bout it, why try hide it? (Ooh)Talk is cheap, so show meThat you understand how I like it[Pre-Chorus]Can you blow my mind?Set off my whole bodyIf I give you my timeCan you snatch my soul from me?I don't wanna wait, come take itTake me where I ain't been beforeCan you blow my mind?Set off my whole body (Whole body)"
34,spotify:track:6maTPqynTmrkWIralgGaoP,If We Ever Broke Up,Mae Stephens,True,0.898,0.732,7,-3.982,0.0427,0.621,1.29e-05,0.0908,0.96,115.955,83,"[Verse 1]If you keep wondering if somebody understandsDarling, I don't understand youIf you stay awake at night waiting for somebody rightBaby, oh, your karma is due[Pre-Chorus]Like, I would never hate youBut only if you want toSo much time, like who knew? (Like who knew?)Music we got intoSongs we fell in love toBoy, this feels so wrong too(Ah, ah, ah)[Chorus]If we ever broke up, I'd never be sadThinking about everything that we hadIf we ever broke upIf we ever broke up, I'd call your dadAnd tell him all the shittiest of things you've saidIf wе ever broke up[Post-Chorus]Boy, don't gеt emotional'Cause it's not personalIt's just the way, just the way it goesIf we ever broke up, I'd never be sadThinking about everything that we hadIf we ever broke up(Ha-ah, ha-ah)"
36,spotify:track:7DSAEUvxU8FajXtRloy8M0,Flowers,Miley Cyrus,False,0.706,0.691,0,-4.775,0.0633,0.0584,6.99e-05,0.0232,0.632,118.048,87,"[Verse 1]We were good, we were goldKinda dream that can't be soldWe were right 'til we weren'tBuilt a home and watched it burn[Pre-Chorus]Mm, I didn't wanna leave you, I didn't wanna lieStarted to cry, but then remembered I[Chorus]I can buy myself flowersWrite my name in the sandTalk to myself for hoursSay things you don't understandI can take myself dancingAnd I can hold my own handYeah, I can love me better than you can[Post-Chorus]Can love me better, I can love me better, babyCan love me better, I can love me better, baby[Verse 2]Paint my nails cherry-redMatch the roses that you leftNo remorse, no regretI forgive every word you said"
39,spotify:track:4rXLjWdF2ZZpXCVTfWcshS,fukumean,Gunna,True,0.847,0.622,1,-6.747,0.0903,0.119,0.0,0.285,0.22,130.001,95,"[Intro](Ooh, Dunk Rock)[Chorus]Fuck you mean?Young Gunna Wunna back, callin' me splurgeWatch me jump right off the curbBentley Spur fly like a birdSpin on the first and the thirdSolid, I'm keepin' my wordCan't be my equal, I don't know what you heardCrank up the foreign, I swerveKeep me a stick if they purge[Bridge]Ha, ha, ha, haHa, ha, ha, ha[Verse]Fuck you mean?Young Gunna Wunna, they workin' my nervesI'm about to pour up some syrupFucking this bitch like a perv'Smack from the back, grab her permIce, the berg, uh, shittin' on all you lil' turdsCan't take that dick, wait your turnIn my own lane, we can't mergeSuck with no hands, you can learnLet's see how much you can earnWatch me go big likе the WormAnd I ain't smokin' no shermI'm in this bitch with P LiityQP, QP-skiAll of my bitches is prеtty, they showin' they titties, it's up to the ceilin'I let her run through a million, I rock with her really, let's fuck on a billionI'ma get down to the gritty, then fuck up the city, the home of the villainsEcstasy, wonderful feelin'Smoke out the pound when I'm chillin'Trappin', I made me a killin'Look, I got everybody wishin'I hope you play your positionI don't want nobody listenin'I see the ho with precisionGet rich my only decision"
40,spotify:track:6aJ90LBl96bly9zuEH1U2X,This Is How We Do It,Montell Jordan,False,0.791,0.702,1,-7.333,0.0623,0.0174,0.0,0.423,0.789,103.646,67,"[Intro](Background chatter)This is how we do it!(This is how we do it!)Sha la la la la la loShabada lo lo lo, whoa(This is how we do it!)Lo lo lo low-oh-oh[Verse 1]This is how we do itIt's Friday night, and I feel alrightThe party is here on the West SideSo I reach for my 40 and I turn it upDesignated driver, take the keys to my truckHit the 'shaw cause I'm fadedHonies in the street say, ""Monty, yo, we made it!""It feels so good in my hood tonightThe summertime skirts and the guys in KaniAll the gangbangers forgot about the drive-byYou gotta get your groove on, before you go get paid[Pre-Chorus]So tip up your cup and throw your hands upAnd let me hear the party say"
42,spotify:track:6iO8dAiOA3gnVHMCRfDwDy,Good Times Go,Nicky Youre,False,0.702,0.677,0,-4.37,0.0506,0.132,0.0,0.128,0.752,92.038,61,"[Intro]It's a good night to live a little of the good lifeLet's do something we can laugh about when we get old'Cause good times come and good times go like[Verse 1]It's an open invitationHundred people in the basementYoung, dumb, and beautiful, bring all your mutualsSpeaker on the verge of breaking, feel it when they bring the bass inFive dollar Christmas lights, hung up in late July[Pre-Chorus]Forgot about your work tomorrow, you know you earned itProbably gonna hurt tomorrow, bet you it's worth it[Chorus]It's a good night to live a little of the good lifeLet's do somеthing we can laugh about when we gеt old'Cause good times come and good times goBy too fast, kiss that stranger like it's your lastIt's human nature, yeah, I don't know muchBut all I know is good times come and good times go like[Post-Chorus]Oh-oh, oh-oh-oh, oh-oh-ohGood times go likeOh-oh, oh-oh-oh, oh-oh-ohGood times go"
43,spotify:track:11xC6P3iKYpFThT6Ce1KdG,Attention,Doja Cat,True,0.759,0.567,2,-7.911,0.248,0.118,0.0278,0.105,0.421,87.981,80,"[Pre-Chorus]Baby, if you like it, just reach out and pet itThis one doesn't bite, it doesn't get aggressiveShow you how to touch it, hold it like it's preciousIt don't need your lovin', it just needs attention[Chorus](Love me) It needs, it seeks affection(So sweet) Hungry, it fiends attention(Hungry) It needs, it seeks affection(Baby) Hungry, it fiends (Yeah, yeah)[Verse 1]Look at me, look at me, you lookin'?My taste good, but I just had to redirect my cookin'I coulda been an opener, I redirect the bookin'I readed all the comments sayin', ""D, I'm really shooketh""""D, you need to see a therapist, is you lookin'?""Yes, the one I got, they really are the bestNow I feel like I can see you bitches is depressedI am not afraid to finally say shit with my chestLost a lil' weight, but I ain't never lost a tushyLookin' good, but now my bald head match myLookin' good, but now they all sayin' that I'm uglyBoo-hoo, my nigga, I ain't sad you won't fuck meI'm sad that you really thought your ass was above meYou're lucky 'cause I just paid your bill with a replyI just made your money pile knee-highI just made your stats peak, now you got a blue checkNow you can afford to go and reinstall a new wigNow you can afford to not be lousy, go and do shitTalk your shit about me, I can easily disprove it, it's stupidYou follow me, but you don't really care about the music"
47,spotify:track:71BWZa1liIRyUiuJ3MB66o,I Know You,Faye Webster,False,0.454,0.385,10,-12.849,0.0313,0.287,9.97e-05,0.0616,0.144,154.918,82,"[Verse]You're holding me and holding backI don't really care for thatJust youThere's a pause between every minuteFeeling like I need somethingIt's just you[Chorus]I knowI knowI knowI know youYouI knowI knowI knowI know youYou[Verse]I'll quiet down, if it's what you wantI understand I'm not the only oneFor you"
49,spotify:track:1w4ft7YXphWqyk6DpaY290,Happy For You,RIELL,False,0.769,0.733,8,-4.82,0.0409,0.0654,0.0,0.143,0.834,129.98,49,"[Verse]I saw a letter with a heart in your bioAnd now it’s half a year since we last spokeSo why did it land like a knockout blow?Oh I try but I spiral (here we go)[Pre Chorus]Do you know her favorite songs, make nicer jokes?Do you dance around the kitchen and kiss her slow?I heard you’re loving her the way you couldn’t love meI heard you’re choosing her over everybody[Chorus]And now I try to be happy for youI heard you found somebody, somebody newAnd I know it’s the right thing to doBut you give her all the love, the love I gave to youAnd it’s killing me, killing meTo be happy for you, I’m not happy for youI try to be, try to beSo happy for you, I’m not happy for you[Verse]Guess I’m falling down the rabbit holeUndoing all my moving onOverthinking things I can’t controlCause I could give the world and it’d be not enough"
51,spotify:track:1kuGVB7EU95pJObxwvfwKS,vampire,Olivia Rodrigo,True,0.511,0.532,5,-5.745,0.0578,0.177,0.0,0.291,0.35,138.005,95,"[Verse 1]Hate to give the satisfaction asking how you're doing nowHow's the castle built off people you pretend to care about?Just what you wantedLook at you, cool guy, you got itI see the parties and the diamonds sometimes when I close my eyesSix months of torture you sold as some forbidden paradiseI loved you trulyYou gotta laugh at the stupidity[Chorus]'Cause I've made some real big mistakesBut you make the worst one look fineI should've known it was strangeYou only come out at nightI used to think I was smartBut you made me look so naiveThe way you sold me for partsAs you sunk your teeth into me, ohBloodsucker, fame fuckerBleedin' me dry like a goddamn vampire[Verse 2]And every girl I ever talked to told me you were bad, bad newsYou called them crazy, God, I hate the way I called 'em crazy tooYou're so convincingHow do you lie without flinching?(How do you lie? How do you lie? How do you lie?)Oh, what a mesmerizing, paralyzing, fucked up little thrillCan't figure out just how you do it and God knows I never willWent for me and not her'Cause girls your age know better"
55,spotify:track:5ys0tPwqMDqsL7pX6i5pj8,Need 2,Pinegrove,False,0.55,0.634,1,-8.302,0.0262,0.00974,0.197,0.0733,0.216,76.555,50,[Verse]I'm outThere's nothing here to care aboutWhat's that sound?What's that song about?It's nothing worth me sayin' aloud[Chorus]So then why do I seem toNeed to?Then why do I seem toNeed to?
57,spotify:track:1Ukxccao1BlWrPhYkcXbwZ,From The Start,Laufey,False,0.664,0.405,1,-7.413,0.08,0.877,0.000765,0.11,0.743,81.89,86,"[Verse 1]Don't you notice howI get quiet when there's no one else around?Me and you and awkward silenceDon't you dare look at me that wayI don't need reminders of how you don't feel the same[Verse 2]Oh, the burning painListening to you harp on 'bout some new soulmate""She's so perfect,"" blah, blah, blahOh, how I wish you'll wake up one dayRun to me, confess your love, at least just let me say[Chorus]That when I talk to youOh, Cupid walks right throughAnd shoots an arrow through my heartAnd I sound like a loonBut don't you feel it, too?Confess I loved you from the start[Scat Break][Verse 3]What's a girl to do?Lying on my bed staring into the bluеUnrequited, terrifyingLovе is driving me a bit insaneHave to get this off my chest, I'm telling you today"
63,spotify:track:2L9N0zZnd37dwF0clgxMGI,ceilings,Lizzy McAlpine,False,0.516,0.322,9,-11.762,0.0292,0.473,0.00194,0.215,0.261,148.005,86,"[Verse 1]Ceilings, plasterCan't you just make it move faster?Lovely to be sitting here with youYou're kinda cute but it's raining harderMy shoes are now full of waterLovely to be rained on with youIt's kinda cute but it's so short[Chorus]Then you're driving me homeAnd I don't wanna leaveBut I have to goYou kiss me in your carAnd it feels like the start of a movie I've seen beforeBefore[Verse 2]Bed sheets, no clothesTouch me like nobody else doesLovely to just lay here with youYou're kinda cute and I would say all of thisBut I don't wanna ruin the momentLovely to sit between comfort and chaos[Chorus]But it's overThen you're driving me homeAnd it kinda comes out as I get up to goYou kiss me in your carAnd it feels like the start of a movie I've seen before"
66,spotify:track:5mvKuE9Lf9ARVXVXA32kK9,Price Tag,Jessie J,False,0.638,0.831,5,-3.944,0.182,0.0281,3.06e-06,0.277,0.685,175.038,65,"[Intro: Jessie J]Okay, Coconut Man, Moonhead and PeaYou ready?[Verse 1: Jessie J]Seems like everybody's got a priceI wonder how they sleep at nightWhen the sale comes first and the truth comes secondJust stop for a minute and smileWhy is everybody so serious?Acting so damn mysteriousGot shades on your eyesAnd your heels so high that you can't even have a good time[Pre-Chorus: Jessie J]Everybody look to their leftEverybody look to their rightCan you feel that? YeahWe're paying with love tonight[Chorus: Jessie J]It's not about the money, money, moneyWe don't need your money, money, moneyWe just wanna make the world danceForget about the price tagAin't about the, uh, cha-ching, cha-chingAin't about the, yeah, ba-bling, ba-blingWanna make the world danceForget about the price tag"
68,spotify:track:5CzK4nw6SEOwx9rK1fs6eX,back to the start,Gloria Kim,False,0.472,0.81,1,-8.022,0.0604,0.0856,4.06e-05,0.166,0.137,100.249,49,"[Verse 1]All of the dreams that we sharedThat we heldUnder stars so young and reckless with you babeNot too long agoWe’d talk about life in LABuy a houseStart a family in the city with you babeTell me how’d we go our separate way[Pre]When I gave it all just to wreck your doubtsGuess they wouldn’t burn out[Hook]So how do we go from strangersTo lovers than back to strangers over timeDidn’t I, didn’t I, didn’t I know any betterNow we don’t know each otherAnd you’re just another reminder of the heistThen it’s back to the start again[Post]Ooo[Verse 2]And every moment since youI wonder if we meant toFall apartWhen sometime agoWe’d sit out on your roof topMake out in some parking lotWe played our partTell me how’d we go our separate way"
69,spotify:track:3QhfFRPkhPCR1RMJWV1gde,Radio,Lana Del Rey,True,0.42,0.837,2,-5.24,0.061,0.215,2.96e-05,0.0876,0.196,75.043,76,"[Verse 1]Not even they can stop me nowBoy, I be flying overheadTheir heavy words can't bring me downBoy, I've been raised from the dead[Pre-Chorus]No one even knows how hard life wasI don't even think about it now becauseI finally found you(Oh, sing it to me)[Chorus]Now my life is sweet like cinnamonLike a fuckin' dream I'm livin' inBaby, love me 'cause I'm playing on the radioHow do you like me now?Lick me up and take me like a vitamin'Cause my body's sweet like sugar venom, oh yeahBaby, love me 'cause I'm playing on the radioHow do you like me now?[Verse 2]American dreams came true somehowI swore I'd chase 'em 'til I was deadI heard the streets were paved with goldThat's what my father said"
72,spotify:track:0Ymjv0OJeIIPXr6s9wi3iW,MATHEMATICAL DISRESPECT,Lil Mabu,True,0.795,0.507,1,-8.06,0.303,0.0612,0.0,0.272,0.48,146.771,79,"[Verse 1]Like, most of y'all rappers is signed to the streetsOnly deal that you took was a pleaMabu get money while he peeShout out my label, that's meI own a hundred percent of my cutsBitch, nobody takin' a fee3.141592653I'm the king of NYCI heard they send my music to policeSo this is a message to NYPDI cap in my raps, I'm an innocent tweepKeep a teddy bear when I sleepI'm rappin' the words, but they write it for meMe? I'm all about keepin' the peaceI mean, at least I get paid 'cause a lot of these rappers be cappin' for freeThey call me The OckI got the bread, she chopped but said, ""Can I bring a friend?""Never, never, never, I guess she forgot the bev', likeTwo fives don't equal a tenQuick math, don't try it againShe shaped like a turtle or a henHer makeup is fucked, she don't know how to blendMake her do WordleShe need to have brains if she givin' out headCall her Virgil'Cause the way she be blowin' shit got me deadHaha, shawty got arctanI wanna intersect her circleShe like, ""Mabu, I like purple""So I blew her back out and I left her on read"
73,spotify:track:1ttdCC6nZ0M1Bq2zkuf73W,Get Off The Wall,Philly Goats,True,0.855,0.572,8,-8.374,0.226,0.012,0.000257,0.128,0.476,144.205,62,"[Intro: Philly Goats Sou]Psh, ah, get down on thatShe wanna jump right on itDamnTip-tip ockle shitCome on, ah-ahCome on, come on (Got that beat from Jumbo)DickheadGet-get, get down on that (Get-get, get-get)Come on, get down on that (Get-get, get-get)Get down on that (Get-get, get-get)Come on, get down on that (Get-get, get-get)Get down on that (Get-get, get-get)Come on, come on, get down on that, ah-ah (Get-get, get-get)Get down on that (Get-get, get-get)Come on, come on, get down on that (Get-get, get-get)Ah, ah, ah, ahAh, ah, ah, ah[Chorus: Philly Goats Sou]Get-get, get down on that (Get-get, get-get)Get down on that (Get-get, get-get)Come on, come on, get down on that (Get-get, get-get)Get down on that (Get-get, get-get)Get down on that (Get-get, get-get)Get down on that (Get-get, get-get)Get down on that (Get-get, get-get)Psh, ah"
