,uri,track_name,artist,explicit,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,popularity,lyrics
44,spotify:track:6wsqVwoiVH2kde4k4KKAFU,I KNOW ?,Travis Scott,True,0.927,0.619,5,-4.441,0.0539,0.0186,0.0,0.104,0.817,117.995,92,
45,spotify:track:67nepsnrcZkowTxMWigSbb,MELTDOWN (feat. Drake),Travis Scott,True,0.557,0.774,7,-5.275,0.351,0.012,0.0,0.396,0.397,111.975,91,
46,spotify:track:4ROknQyR1wOGPfmpTtB3z4,Try That In A Small Town,Jason Aldean,True,0.459,0.861,0,-3.762,0.0529,0.0474,5.38e-06,0.107,0.333,145.842,77,"[Verse 1]Sucker punch somebody on a sidewalkCarjack an old lady at a red lightPull a gun on the owner of a liquor storeYa think it's cool, well, act a fool if ya likeCuss out a cop, spit in his faceStomp on the flag and light it upYeah, ya think you're tough[Chorus]Well, try that in a small townSee how far ya make it down the road'Round here, we take care of our ownYou cross that line, it won't take longFor you to find out, I recommend you don'tTry that in a small town[Verse 2]Got a gun that my granddad gave meThey say one day they're gonna round upWell, that shit might fly in the city, good luck[Chorus]Try that in a small townSee how far ya make it down the road'Round here, we take care of our ownYou cross that line, it won't take longFor you to find out, I recommend you don'tTry that in a small town"
47,spotify:track:4RMm3bonEDyYj5aJGkaJqX,Crazy,Rod Wave,True,0.63,0.438,5,-11.138,0.142,0.0599,0.0,0.108,0.188,160.981,73,"[Chorus]Ain't it fun? Ain't it fun?Livin' in the real worldWhat work for you might not work for meI dropped everything, went and chased my dreamThey thought I was crazyThey thought I was crazyThey thought I was crazyBut I'm not, but I'm not, oh, I'm not (Crazy)[Verse]Walk in inside the dealer, people look at me weirdLike I ain't 'posed to be here, probably the richest one hereI got too many cribs, I only stay for a yearAnd then it's back on the road, 'cross the globe doing shows'Cross the globe doing shows, I live a rockstar lifeNever did coke in my lifе, but I put dope in my SpriteYeah, I put dopе in my Sprite to ease my painSo much came with this fame, but I just gain and maintainI just gain and maintain, won't catch Noonie complainin'I got this shit off the pavement, I walked to school while it's rainin'Punchin' the clock, feel like slaveryCan't believe that I made itIf you got dreams, young nigga, you better chase it[Chorus]Ain't it fun? Ain't it fun?Livin' in the real worldWhat work for you might not work for meI dropped everything, went and chased my dreamThey thought I was crazyThey thought I was crazyThey thought I was crazyBut I'm not, but I'm not, oh, I'm not (Crazy)"
48,spotify:track:1odExI7RdWc4BT515LTAwj,Daylight,David Kushner,False,0.508,0.43,2,-9.475,0.0335,0.83,0.000441,0.093,0.324,130.09,95,"[Verse 1]Telling myself I won't go thereOh, but I know that I won't careTryna wash away all the blood I've spiltThis lust is a burden that we both shareTwo sinners can't atone from a lone prayerSouls tied, intertwined by pride and guilt[Pre-Chorus](Ooh) There's darkness in the distanceFrom the way that I've been livin'(Ooh) But I know I can't resist it[Chorus]Oh, I love it and I hate it at the same timeYou and I drink the poison from the same vineOh, I love it and I hate it at the same timeHidin' all of our sins from the daylightFrom the daylight, runnin' from thе daylightFrom the daylight, runnin' from the daylightOh, I love it and I hatе it at the same time[Verse 2]Tellin' myself it's the last timeCan you spare any mercy that you might findIf I'm down on my knees again?Deep down, way down, Lord, I tryTry to follow your light, but it's nighttimePlease don't leave me in the end"
49,spotify:track:4pCbJC43j3gSqG6Fen6upD,Hey Driver (feat. The War and Treaty),Zach Bryan,False,0.583,0.351,0,-5.836,0.0306,0.494,0.0,0.368,0.462,79.014,87,
50,spotify:track:59ksHIFa69pi0az2bKdu6s,HG4,Rod Wave,True,0.647,0.642,2,-7.687,0.0785,0.177,0.0,0.0948,0.219,87.523,74,"[Verse]With the hand I was dealt, they probably thought that I'd be dead or in jailWhere I'm from, every day feel hotter than hellStill gotta keep your heater when it's hot, I tell you (Yo, Keyz)'Cause you don't wanna be stressed out in a hundred-degree weatherPeople love to talk down, say my name, but they don't know a thingEvery day, I'm thanking God that my lifestyle changedEvery time I missed the bus, I walked to school in the rainKnow you love to hear my song, but is you feelin' my pain?I used to log on thе 'Book, see RIPs, man, this shit here ain't safeI grabbеd my tool and grabbed my books, we strapped down every dayFatz say he ain't got no opps, so give me your flameHe crazy, cocked it back, then banged it 'fore he play with my nameI love to rap, but gettin' attention was my biggest of fearsThis rap shit was just my dream, but I'm finally hereSoon as I bumped into the millions, bought my sister a whipShe used to let me borrow her bike to go hit me a lickRemember my bed had bugs, so I slept on the floorTake my pain out with that poker, go and kick me a doorIn the 'partments with my partner, his grandma say I'm a demonAt the gas station, waitin', plottin', and schemin'And I thought that my heart was in the trenches foreverMy other partner killed his partner, changed my whole perspectiveWe all got twenty-four hours and one life to maintainSo get up off your ass, nigga, go—It's all about grinding, fuck perfect timingFuck maintainin', get rich or die tryin'When it's you against the world, your back against the wallYou're down on your luck, tell me who can you call?Your ho keep complaining, bitch won't shut the fuck upGet the fuck out my face and shut the fuck upTell me who could I call when I was fucked up?Tell me who can you call when you're fucked up? (Uh)"
51,spotify:track:3Nl5OkkmS5DaBZvuYofpAt,the grudge,Olivia Rodrigo,True,0.548,0.307,10,-9.214,0.0781,0.916,0.0,0.0828,0.317,127.923,89,"[Verse 1]I have nightmares each week 'bout that Friday in MayOne phone call from you and my entire world was changedTrust that you betrayed, confusion that still lingersTook everything I loved and crushed it in between your fingersAnd I doubt you ever think about the damage that you didBut I hold onto every detail like my life depends on itMy undying love, now, I hold it like a grudgeAnd I hear your voice every time that I think I'm not enough[Chorus]And I try to be tough, but I wanna screamHow could anybody do the things you did so easily?And I say I don't care, I say that I'm fineBut you know I can't let it go, I've tried, I've tried, I've tried for so longIt takes strength to forgive, but I don't feel strong[Verse 2]The arguments that I've won against you in my headIn the shower, in the car, and in the mirror before bedYeah, I'm so tough when I'm alone, and I make you feel so guiltyAnd I fantasize about a time you're a little fuckin' sorryAnd I try to understand why you would do this all to meYou must be insecure, you must be so unhappyAnd I know, in my heart, hurt people hurt peopleAnd we both drew blood, but, man, those cuts were never equal"
52,spotify:track:7x9aauaA9cu6tyfpHnqDLo,Seven (feat. Latto) (Explicit Ver.),Jung Kook,True,0.802,0.832,11,-4.107,0.0434,0.311,0.0,0.0815,0.89,124.997,97,
53,spotify:track:6iF4RgIjDvDqyW13PezSj3,Single Soon,Selena Gomez,False,0.61,0.571,2,-5.649,0.0782,0.00863,0.0,0.131,0.747,105.01,89,[Verse 1]Should I do it on the phone?Should I leave a little noteIn the pocket of his coat? YeahMaybe I'll just disappearI don't wanna see a tearAnd the weekend's almost here[Chorus]I'm pickin' out this dressTryin' on these shoes'Cause I'll be single soonI'll be single soonI know he'll be a messWhen I break the newsBut I'll be single soonI'll be single soon[Post-Chorus]I'ma date who I wannaStay out late if I wannaI'ma do what I wanna doI'm pickin' out this dressTryin' on these shoes'Causе I'll be single soonI'll be singlе soon
54,spotify:track:0qa1qa4OCFCfgiNYLjMzCH,Checkmate,Rod Wave,True,0.731,0.622,5,-8.237,0.0979,0.176,0.0,0.153,0.445,82.494,71,"[Intro]Lost in my feelings, running out of loveSometimes, I get in my feelingsIt's sometimes, in my feelings, yeahLike, this shit really like War Dogs, you know?Just through that life with all these cuts and bruises and scarsI'm the Michael Corleone of this shit, you know?[Verse 1]Okay, lost in my feelings, running out of loveSometimes, I get in my feelings when codeine in my bloodMost times, I be trippin', reminiscin' 'bout usBut I gotta stand on business, ten toes no matter whatYou know life is like a chess game, gotta think it through (Yeah, yeah)Gotta make your next move your best moveAnd what's happenin', Uncle Dee? I probably never could repay you (What up?)Helped me chase my dream, found my dream and went majorAnd these niggas haters, shot my whole truck upBeef, we ain't squashin', never gettin' fucked upAnd I really fuck with bruh, hope he got the message I sentIt's on the floor, stay out the car with them jits[Chorus]So many war wounds, so many nights all aloneGod blessed a child that could hold his ownAnd you can wave your white flag all you want (You want)I want you to knowI'ma pay you back for that oneI'ma pay you back for that one (Yeah, yeah)I gotta pay you back for that oneI'ma pay you back for that one (That one)Pay you back for that one (Yeah)I'ma pay you back for that oneI gotta pay you back for that oneI'ma get you back for that one, uh"
55,spotify:track:694k4TfDqOqmhebj79li54,Love For A Thug,Rod Wave,True,0.655,0.499,8,-13.269,0.0967,0.0264,1.83e-06,0.124,0.268,83.493,72,"[Intro]Is anybody out there? Tell meIs anybody out there?Look, look, look, uh[Verse]It's like I gave it all I got, but it  still wasn't enoughAt times I sit and wonder, is it love for a thug?Me and my partner popping Percocets, we'd trade 'em for a hugA dosage of your love is all it takes to give it upI made mistakes in my relationship, I admit I wasn't strongBut how another nigga bitch gon' tell me where I'm going wrong?Your nigga sound like me and I sound like your niggaSo tell me what's the issue? Why you ain't in bed at home?The stories that you tell about your lover sound too familiarIf he know what you did on your finsta, he'd try and kill youGirl, I'm a real gangster, I ain't goin' for shitEither we get it right or we can call it quits[Chorus]Uh, and I know what I'm goin' through mean nothin' to youI would've did it all for your love, but my all ain't enoughIt's safe to say, but I'm givin' upIs it anybody out there that got love for a thug?Is it love for a thug?Is it anybody out there that got love for a thug?It's no love for a thugIs it anybody out there that got love for a thug?Tell me, is it love for a thug?Is it anybody out there that got love for a thug?It's no love for a thugFor a thugYeah, yeah, yeahIs it anybody out there?Yeah, yeah, yeahThat thug life, that thug passion, you know what I'm saying?That right or wrong, you know, forever rollin' and shit, you know what I'm saying?Is it love for a thug? Is it love for a thug?Even though I'm a thug, baby, I need loveIs it anybody out there?"
56,spotify:track:0J1YRLYhTG1MBosjidD7OI,Good Good,USHER,True,0.753,0.669,7,-4.914,0.104,0.0378,0.0,0.122,0.584,140.948,75,
57,spotify:track:1rnYNAJPAb586NhetosdNW,Save Me,Jelly Roll,False,0.677,0.404,0,-9.552,0.027,0.653,0.0,0.249,0.355,83.087,73,"[Intro]One, two, three[Verse 1]Somebody save me, me from myselfI've spent so long living in hellThey say my lifestyle is bad for my healthIt's the only thing that seems to help[Pre-Chorus]All of this drinkin' and smokin' is hopeless but feel like it's all that I needSomethin' inside of me's broken, I hold on to anything that sets me free[Chorus]I'm a lost causeBaby, don't waste your time on meI'm so damaged beyond repairLife has shattered my hopes and my dreamsI'm a lost causeBaby, don't waste your time on meI'm so damaged beyond repairLife has shattered my hopes and my dreams[Verse 2]What if the night sky was missin' the moon?There were no shootin' stars, to use wishin' on youAnd all of my sorrows, I'd just wash them downIt's the only peace, I've ever found"
58,spotify:track:6QT6j7rKt7Vk3IuV2AUO9W,lacy,Olivia Rodrigo,False,0.455,0.379,3,-7.628,0.0341,0.803,0.0,0.109,0.413,76.967,87,"[Verse 1]Lacy, oh Lacy, skin like puff pastryAren't you the sweetest thing on this side of Hell?Dear angel Lacy, eyes white as daisiesDid I ever tell you that I’m not doin' well?[Chorus]Ooh, I care, I care, I careLike perfume that you wear, I linger all the timeWatching, hidden in plain sightAnd ooh, I try, I try, I tryBut it takes over my life, I see you everywhereThe sweetest torture one could bear[Verse 2]Smart, sexy Lacy, I'm losin’ it latelyI feel your compliments likе bullets on skinDazzling starlet, Bardot reincarnatеWell, aren't you the greatest thing to ever exist?[Chorus]Ooh, I care, I care, I careLike ribbons in your hair, my stomach's all in knotsYou got the one thing that I wantOoh, I try, I try, I tryTry to rationalize, people are peopleBut it's like you're made of angel dust"
59,spotify:track:3EvZ03hGAFwGZ2Ebcu86YH,Tourniquet,Zach Bryan,True,0.593,0.397,6,-8.309,0.0329,0.684,7.44e-06,0.0982,0.32,76.703,85,"[Verse 1]There's delays on the planes out of Eastern MontanaWhere you told me you were leavin’ fromYou've been stabbed in the back and the rest of your bodyWon't you tell me where you’re bleedin' from?If you need a tourniquet or if you wanna turn and quitKnow that I'll be by your sideYou bled your whole soul into things you can't controlIn a world you'll never satisfy[Chorus]I bandage up your body and your bones and your bad days tooTake care of the blood that your love runs throughI know all the damage that some days in this dark world doesYou were laughin' last week at somethin' I dreamed of[Interlude]Come say hello to Stanley firstOh, no, not now, not nowWell, just say helloOh, which, which is he? Which, which one, which one is he?[Verse 2]When you finally feel the blood you spill into everybody elseI'll tourniquet your toes to the groundPull you in and hold you tight, love you through the heart of nightSpring your kind ass into townYou’ve been playin’ your guitar from arenas to the barsSince you were old enough to rhyme a wordBut your face is gettin' thinner and you’re prayin' for the winterAnd I heard you fucked it up with her"
60,spotify:track:1VSJTVzLy3NfHQB6DpjKk9,2018,Rod Wave,True,0.348,0.45,1,-13.126,0.451,0.658,3.47e-06,0.102,0.497,178.65,72,"[Verse 1: Sadie Jean]I saw you in the back of my show last nightStanding underneath the exit signI know it wasn't really you, though'Cause you were always in the front rowAnd I've been looking for love onlineAnd maybe some of them are real good guysThey're never gonna be like you, thoughYou set the bar above the moon, so[Chorus: Sadie Jean]I don't wanna be twenty-somethingAnd still in my head aboutSeventeen, in my bedroom talkingYou said that by nowWe'd paint the walls of our shared apartmentYou're still everything I want, andI think wе could work it outSo what are you doin' now?[Verse 2: Sadie Jean]Now that you finally got the job you likeI'm making monеy off the songs I writeI know you said that I could call youI wonder if you wanna call tooNow that the future doesn't feel so farIt doesn't seem as wrong to want what's oursAnd after everything that's happenedI wanna put it in the past tense"
61,spotify:track:5CscrLqFBgPfZR8fGtikov,making the bed,Olivia Rodrigo,False,0.537,0.413,7,-7.736,0.0319,0.346,0.0,0.12,0.226,133.21,87,"[Verse 1]Want it, so I got it, did it, so it's doneAnother thing I ruined I used to do for funAnother piece of plastic I could just throw awayAnother conversation with nothing good to sayI thought it, so I said it, took it 'cause I canAnother day pretendin' I'm older than I amAnother perfect moment that doesn't feel like mineAnother thing I forced to be a sign[Chorus]Well, sometimes I feel like I don't wanna be where I amGettin' drunk at a club with my fair-weather friendsPush away all the people who know me the bestBut it's me who's been makin' the bedI'm so tired of bein' the girl that I amEvery good thing has turned into somethin' I dreadAnd I'm playin' the victim so well in my headBut it's me who's been makin' the bed[Post-Chorus]Me who's been makin' the bedPull the sheets over my head, yeahMakin' the bed[Verse 2]And every night, I wake up from this one recurrin' dreamWhere I'm drivin' through the city and the brakes go out on meI can't stop at the red light, I can't swerve off the roadI read somewhere it's 'cause my life feels so out of controlAnd I tell someone I love them just as a distractionThey tell me that they love me like I'm some tourist attractionThey're changin' my machinery, and I just let it happenI got the things I wanted, it's just not what I imagined"
62,spotify:track:53dtP2iUMvaF28JZcHnFuU,logical,Olivia Rodrigo,False,0.499,0.246,7,-8.082,0.0345,0.853,0.0,0.1,0.153,81.051,87,"[Verse 1]Master manipulatorGod, you're so good at what you doCome for me like a saviorAnd I'd put myself through hell for youHear all the rumors latelyThat you always deniedAnd I fell for you like waterFalls from the February skyBut now the current's strongerNo, I couldn't get out if I triedBut you convinced me, babyIt was all in my mind[Chorus]And now you got me thinkin'Two plus two equals fiveAnd I'm the love of your life'Cause if rain don't pour and sun don't shineThen changing you is possibleNo, love is never logical[Verse 2]You built a giant castleWith walls so high I couldn't seeThe way it all unraveledAnd all the things you did to meYou lied, you lied, you lied, oh"
63,spotify:track:7mLPSkAJraASgNk6ywyTkp,MI EX TENÍA RAZÓN,KAROL G,False,0.634,0.725,0,-4.88,0.0577,0.0754,0.0,0.208,0.845,159.898,85,
64,spotify:track:26QLJMK8G0M06sk7h7Fkse,love is embarrassing,Olivia Rodrigo,True,0.52,0.831,9,-3.432,0.0968,0.00261,0.0,0.156,0.677,160.035,87,"[Verse 1]I told my friends you were the oneAfter I'd known you, like, a monthAnd then you kissed some girl from high schoolAnd I stayed in bed for, like, a weekWhen you said space was what you needWaited by my phone like a goddamn fool[Chorus]And now it don't mean a thingGod, love's fuckin' embarrassin'Just watch as I crucify myselfFor some weird second stringLoser who's not worth mentioningMy God, love's embarrassing as hell[Verse 2]And I consoled you while you criedOver your ex-girlfriend's new guyMy God, how could I be so stupid?You found a new version of meAnd I damn near startеd World War IIIJesus, what was I even doin'?[Chorus]'Causе now it don't mean a thingGod, love's fuckin' embarrassin'Just watch as I crucify myselfFor some weird second stringLoser who's not worth mentioningMy God, love's embarrassing as hell"
65,spotify:track:5sp71CUt0jXRNqHblPGp7b,ballad of a homeschooled girl,Olivia Rodrigo,False,0.385,0.873,1,-3.331,0.069,0.0557,0.0,0.353,0.469,120.393,87,"[Verse 1]Cat got my tongueAnd I don't think I get along with anyoneBlood runnin' coldI'm on the outside of the greatest inside jokeAnd I hate all my clothesFeels like my skin doesn't fit right over my bonesSo I guess I should goThe party's done, and I'm no fun, I know, I knowI know, I know[Chorus]I broke a glass, I tripped and fellI told secrets I shouldn't tellI stumbled over all my wordsI made it weird, I made it worseEach time I step outside, it's social suicideIt's social suicide, wanna curl up and dieIt's social suicide[Post-Chorus]Ah, ah, ah[Verse 2]I laughed at the wrong time, sat with the wrong guy (Uh-huh)Sеarchin' ""how to start a conversation?"" on a website (How to flirt?)I talkеd to this hot guy, swore I was his typeGuess that he was makin' out with boys, like, the whole night (Oh)Everythin' I do is tragic (Oh)Every guy I like is gay (Oh)The morning after I panic (Oh)Oh, God, what did I say? (Oh, oh, oh)"
66,spotify:track:6usohdchdzW9oML7VC4Uhk,Lose Control,Teddy Swims,False,0.561,0.604,9,-4.409,0.0337,0.199,1.9e-05,0.104,0.242,159.92,81,"[Verse 1]Something's got a hold of me latelyNo, I don’t know myself anymoreFeels like the walls are all closin' inAnd the devil's knockin’ at my door, woahOut of my mind, how many times did I tell youI'm no good at bein' alone?Yeah, it's taken a toll on me, tryin' my best to keepFrom tearin' the skin off my bones, don't you know[Chorus]I lose controlWhen you're not next to meI’m fallin’ apart right in front of you, can't you see?I lose controlWhen you’re not next to me, mhmYeah, you're breakin' my heart, babyYou make a mess of me[Verse 2]ProblematicThe problem is I want your body like a fiend, like a bad habitBad habits hard to break when I'm with youYeah, I know I can do it on my ownBut I want that real full moon writin’ magic, man, it takes twoProblematicThe problem is when I'm with you I'm an addictAnd I need some relief, my skin and your teethCan't see the forest through the treesGot me down on my knees, darlin', please, oh"
67,spotify:track:7MSWxMumjz6lHj7oRApNbg,White Horse,Chris Stapleton,False,0.353,0.77,1,-11.066,0.0493,0.0016,0.598,0.109,0.224,145.225,81,"[Verse 1]This love is getting kinda dangerousFeels like it's a loaded gunMy mind, it's turning like a cloud of dustMy heart always wants to run[Chorus]Oh-oh-oh-ohIf you want a cowboy on a white horseRidin' off into the sunsetIf that's the kinda love you wanna wait forHold on tight, girl, I ain't there yetNo, I ain't there yetNo, I ain't there yet[Post-Chorus]White horse[Verse 2]Someday, maybe you could have your wayRight now's just not the timeSome things a man's just got to doI wish you could change my mind[Chorus]Oh-oh-oh-ohIf you want a cowboy on a white horseRidin' off into the sunsetIf that's the kinda love you wanna wait forHold on tight, girl, I ain't there yetNo, I ain't there yеtNo, I ain't there yet"
68,spotify:track:7ABLbnD53cQK00mhcaOUVG,LALA,Myke Towers,True,0.708,0.737,1,-4.045,0.0436,0.0739,0.00162,0.0955,0.607,91.986,97,"[Letra de ""LALA""][Intro]La-la-la-la-la-la (Full Harmony)La-la-la-la-la-laLa-la-la-la-la-laLa-la-la-la[Verso 1]Todo está bien, no te tienes que estresarA ti yo sola no te dejaréMe enchulé la primera vez que la viMe enamoré cuando con ella bailéDesde hace rato se quería pegarPuso la espalda contra la paredY si yo bajo sabe qué le haré[Estribillo]La-la-la-la-la-laTú quieres, mami (La-la-la-la-la-la)Se le viran los ojo' (La-la-la-la-la-la)La miro y se relambe (La-la-la-la-la-la)El pintalabio' rojo (La-la-la-la-la-la)Esa cintura suelta (La-la-la-la-la-la)Baby, si yo te cojo (La-la-la-la-la-la)Te subo a la altura (La-la-la-la-la-la)Tú dime y te recojo (La-la-la-la-la-la)"
69,spotify:track:0HEytGQM3bG1vKxER7IgVK,Spotless (feat. The Lumineers),Zach Bryan,True,0.604,0.444,0,-7.695,0.0698,0.409,0.0,0.0837,0.169,72.129,84,
70,spotify:track:2mexnPoWLPhuA6yocViyge,Keep It G,Rod Wave,True,0.523,0.419,0,-12.465,0.143,0.0876,0.0,0.155,0.194,110.633,71,"[Intro]A couple hours, then I'll feel numbAnd I buy myself pretty things (Pipe that shit up, TnT)Whenever I feel lonely(Trill got that juice, nigga)Speaking of the pastI'm running out ofAnd I slept with someone elseTouch me better than youFelt I saw him for a day or two, I'mRunning out of[Verse 1]Youngin told me that he really wanna go legitThought about it, then he went ahead, bought him a brickSay you ain't ballin' 'til you got you a BenzSo I went and got me a BenzI wonder where all my friends had went 'fore I was majorThey was happy for me 'til a nigga made it, that shit be crazyYou get money, then you become a targetThis part the hardest, it seems I solved itThe top so lonely, the jackers is hungryThe bitches is heartbreakin', the family is phonyThese niggas so slimy when that paper involvedI hope they know I got enough money to kill 'em allI'm locked in with the YGz and I'll send 'em allThem young niggas ready to bend your block and break it offI make one call, and I love 'em for thatKnow I gotta love 'em for thatBut 'fore I make 'em crash, I'll show 'em how that money could stack"
71,spotify:track:6WzRpISELf3YglGAh7TXcG,Popular (with Playboi Carti & Madonna) - Music from the HBO Original Series,The Weeknd,True,0.855,0.678,1,-6.276,0.189,0.0569,3.69e-05,0.412,0.852,99.029,93,
72,spotify:track:7AFApnZCpYBlq2R2lpVfUb,Pass You By,Rod Wave,True,0.604,0.695,8,-7.56,0.0355,0.5,1.79e-05,0.112,0.306,77.447,70,"[Intro]Me personally, I've always been the one to encourage motherfuckers to chase they dreams, likeYou know what I'm saying?[Verse 1]Get to thinking 'bout Eeshan, your time finally hereMiss Bridges told me she miss Daijha, I could've shed a tearMy cousin wrote me and told me he love to see me liveBeen gone for twelve summers, locked up eleven yearsAnd brighter days are ahead, see it clearSometimes it be like that, keep goingYou only get one life to live, it's alright to healStop looking backwards and move forwards (Yeah, yeah)[Chorus]Nothing's promised in this life, you could leave any day, any dayAnd who the fuck made up hard times anyways? Anyways, anywaysGotta shoot for the stars, reach for the skyYou can't be stuck on the past when your future is brightYou gotta patch up your pain and live your lifeCan't let it bring you down, don't let it pass you byIt'll pass you by, don't let it pass you by (Youngin)Can't let it pass you by, don't let it pass you byDon't let it pass you by (Youngin), don't let it pass you by[Verse 2]Skipping school, causin' drama, I'm so sorry for it, mamaI tried to do it right, but it was hard times in that bottomI was broke sleepin' on that couch, my brother hit that lick without meIt's okay, my time comin', one day, I'm gon' be shinin'Thankful we ain't buy the dreams they sold usNow we ridin' through that bottom with the doors upMy lil' cousin grab the mic, I hope he blow upFront my youngin twenty bags and tell him grow up, 'cause—"
73,spotify:track:7icwQvajsokotDfM3tefW6,SkeeYee,Sexyy Red,True,0.739,0.536,1,-10.843,0.308,0.231,0.0,0.35,0.64,82.549,80,"[Intro](Tay Keith, fuck these niggas up)Skee-yee(DJ Meech, lil' bitch)Skee-yeeSkee-yeeSkee-yee[Chorus]If you see me and you tryna see what's up (Skee-yee)He wanna fuck with me, then I'ma have him stuck (Skee-yee)Bitch lookin' bad, and got a stupid butt (Skee-yee)Jewelry on yo' wrist, fuck it, hold it up (Skee-yee)When I holler, ""Skee-yee"" that mean pull up (Skee-yee)Cars tinted five and they fast as fuck (Skee-yee)I'm lookin' good when I'm hoppin' out that truck (Skee-yee)Where the hood niggas at that get them bucks? (Skee-yee)[Verse 1]Benz clean, but we ridin' dirty (Yum)Slidin' with your boo, yeah, that's my dirty (You know it)My sister in the backseat with a .30 (Baow)Niggas tryna shoot they shot, Stephen Curry (Swish)Take a bitch nigga, show no mercy (Nope)Do the pussy bitch dirtyShe like ""Sexyy, why you hurt me?"" (I don't know)Took him down off them Yerkys (Uh, uh, uh, uh)When you with me, put that dick all up in my backside (Uh, uh, uh)I'm a hood bitch sittin' courtside (I'm hood)I'll show a pussy how this MAC rideLil' bitch, I'm from the Northside (Skee-yee)"
74,spotify:track:00syWkRGIVQvYsg2OwfBUw,East Side of Sorrow,Zach Bryan,True,0.408,0.607,10,-7.463,0.0391,0.236,8.02e-05,0.0972,0.169,144.136,83,"[Verse 1]Eighteen years old, full of hateThey shipped me off in a motorcadeThey said, ""Boy, you're gonna fight a warYou don't even know what you're fighting for""I lost friends in the August heatAt night it was God I'd always meetI said, ""Lord, won't you bring me home?I've got women in the West I wanna hold""[Verse 2]And I lost you in a waitin' roomAfter sleepin' there for a week or twoDoctor said he did all he couldYou were the last thing I had that was goodSo I walked miles on the Tulsa streetsLight started beamin' in from the east6 AM and fucked up againAskin' God where the hell He'd been[Chorus]He said the sun's gonna rise tomorrowSomewhere on the east side of sorrowYou better pack your bags westStick out your chestAnd then hit the roadThe sun's gonna rise tomorrowSomewhere on the east side of sorrowDon't give it a reason to followLet it be, then let it goLet it be, then let it go"
75,spotify:track:7bPp2NmpmyhLJ7zWazAXMu,TULUM,Peso Pluma,True,0.557,0.866,6,-4.454,0.0503,0.394,0.0,0.11,0.631,167.767,91,
76,spotify:track:0cv6mTbrqr8vxGC31NjKtM,Everything I Love,Morgan Wallen,False,0.566,0.845,8,-3.817,0.0265,0.00475,0.000822,0.148,0.698,103.97,68,"[Verse 1]I wish I woulda met you anywhere but where I didSome old high-rise town that I won't ever go againI wish we woulda rolled around in some old cab and chased them city lightsAnd hit bars I don't like[Pre-Chorus]We were listenin' to ""one more silver dollar""Hangin' out my Silverado down a road I love to ride[Chorus]Wish I woulda known that by now you'd be good and goneAnd you'd leave us in a cloud of dustCan't you see what you're doin', girl?You ruined damn near everything I love[Verse 2]I don't care how much they're bitin', I won't even crank the boatSoon as that bobber hits thе water, girl, your memory starts to floatBaby, why'd l evеr take the bait and take you places that I love to go?Hell, I'll never know[Pre-Chorus]I even took you to my hometown to meet my mamaNow I'm gonna see you every time I see that welcome sign"
77,spotify:track:1i9lZvlaDdWDPyXEE95aiq,TELEKINESIS (feat. SZA & Future),Travis Scott,True,0.458,0.535,5,-4.854,0.0281,0.575,0.0,0.168,0.216,82.826,90,
78,spotify:track:0wI9sEQbz9LlI7P1NDutmU,Love Story/Interlude,Rod Wave,True,0.454,0.531,1,-9.628,0.172,0.18,3.17e-06,0.105,0.107,83.119,70,
79,spotify:track:10QtceSp0oOi9AfEymzTRG,Back Lit,Rod Wave,True,0.724,0.624,1,-6.242,0.0649,0.00829,0.0,0.156,0.216,145.99,70,"[Intro]Uh, uhYeah, yeahOh, ohYeah, yeah(Oh my God, Ronny)[Verse 1]If you ain't tryna get no paper, then stay the fuck from 'round me (Yeah)Bought a brand new Bentley, sent the pictures to the county (Yeah)I don't want no friends, evidently I just want the cash (Money)I been shittin' on these niggas bad, got these niggas madShe want Prada, she want new Chanel, she ain't cheapShe want Louis V, she want Gallery, Van Cleef (Yeah, yeah)What you know about it? I ain't know about it 'til you told meSpend that shit, know I spend that shit, you don't owe meLook, and I been had my stripes (Yeah, yeah)I've been thuggin' all my life (Yeah, yeah)I've been hustlin' all my life (Yeah, yeah)I've been druggin' all my life (Yeah, yeah)I've been chasin' after that paper (Yeah, yeah)Runnin' all my lifeRunnin' all my life, yeah (I been runnin')[Chorus]Okay, I've been gettin' paid every way, tryna get it right (Yeah, yeah)I just hit the stage forty days and forty nightsTired for real (Yeah), grindin' for real (Yeah)They say his heart is broken, but his mind on them M's (Frrt)Got out my feelings and got in my bag, okayGot out my feelings and got in my bag, okay (Ah, ah, okay)Get out your feelings and get in your bag (Yeah)Get out your feelings and get you a bag (Yeah)Get out your feelings and go get the bag (Yeah)Get out your feelings and—Okay, okay, okay, okay, okay, okayOkay, okay, okay, okay, okay (Frrt, beep)Get out your feelings and get you a bagGet out your feelings and run up a bagGot out my feelings and got in my bagGot in my— I'm back in my bag"
