,uri,track_name,artist,explicit,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,popularity,lyrics
62,spotify:track:2tGvwE8GcFKwNdAXMnlbfl,happier,Olivia Rodrigo,True,0.395,0.443,6,-9.72,0.133,0.765,9.67e-06,0.0839,0.338,168.924,86,"[Verse 1]We broke up a month agoYour friends are mine, you know I knowYou've moved on, found someone newOne more girl who brings out the better in youAnd I thought my heart was detachedFrom all the sunlight of our pastBut she's so sweet, she's so prettyDoes she mean you forgot about me?[Chorus]Oh, I hope you're happyBut not like how you were with meI'm selfish, I know, I can't let you goSo find someone great, but don't find no one betterI hope you're happy, but don't be happier[Verse 2]And do you tell her she's the most beautiful girl you've ever seen?An eternal love bullshit you know you'll never meanRemember when I believedYou meant it when you said it first to me?And now I'm pickin' her apartLike cuttin' her down will make you miss my wretched heartBut she's beautiful, she looks kindShe probably gives you butterflies"
63,spotify:track:6Uj1ctrBOjOas8xZXGqKk4,Woman,Doja Cat,True,0.824,0.764,5,-4.175,0.0854,0.0888,0.00294,0.117,0.881,107.998,86,"[Intro]Hey, womanHey, woman[Chorus]WomanLet me be your womanWoman, woman, woman (Ayy)I can be your womanWoman, woman, woman (Ayy)Let me be your womanWoman, woman, woman (Ayy)I can be your womanWoman, woman, woman (Ayy)[Verse 1]What you need?She give tenfold, come here, papa, plant your seedShe can grow right from her womb a familyProvide lovin' overlooked and unappreciated, you see (Yeah)You can reciprocateI got delicious taste, you need a woman's touch in your placeJust protect her and keep her safeBaby, worship my hips and waistSo feminine with graceI touch your soul when you hear me say, ""Boy""Let me be your woman"
66,spotify:track:3FeVmId7tL5YN8B7R3imoM,My Universe,Coldplay,False,0.588,0.701,9,-6.39,0.0402,0.00813,0.0,0.2,0.443,104.988,80,"[콜드플레이, 방탄소년단 ""My Universe"" 가사][Intro: Chris Martin, All]You (You), you are (You are) my universeAnd I (I) just want (Just want) to put you firstAnd you (You), you are (You are) my universe, and I[Verse 1: Chris Martin]In the night, I lie and look up at youWhen the morning comes, I watch you riseThere's a paradise they couldn't captureThat bright infinity inside your eyes[Pre-Chorus: Jung Kook, All, Jung Kook & Chris Martin]매일 밤 네게 날아가 (가)꿈이란 것도 잊은 채나 웃으며 너를 만나 (나)Never-ending forever, baby[Chorus: Chris Martin, All]You (You), you are (You are) my universeAnd I (I) just want (Just want) to put you firstAnd you (You), you are (You are) my universeAnd you make my world light up inside[Verse 2: V, RM, RM & Chris Martin, RM & Jimin]어둠이 내겐 더 편했었지길어진 그림자 속에서 (Eyes)And they said that we can't be togethеrBecause, becausе we come from different sides"
67,spotify:track:3XYRV7ZSHqIRDG87DKTtry,Permission to Dance,BTS,False,0.702,0.741,9,-5.33,0.0427,0.00544,0.0,0.337,0.646,124.925,77,"[Verse 1: Jung Kook, RM]It's the thought of being youngWhen your heart's just like a drumBeating louder with no way to guard itWhen it all seems like it's wrongJust sing along to Elton JohnAnd to that feeling, we're just getting started[Pre-Chorus: Jimin, Jin]When the nights get colderAnd the rhythms got you falling behindJust dream about that momentWhen you look yourself right in the eye, eye, eyeThen you say[Chorus: Jung Kook, V]I wanna danceThe music's got me goingAin't nothing that can stop how we move, yeahLet's break our plansAnd live just like we're goldenAnd roll in like we're dancing fools[Post-Chorus: Jimin, RM, Jin]We don't need to worry'Cause when we fall, we know how to landDon't need to talk the talk, just walk the walk tonight'Cause we don't need permission to dance"
68,spotify:track:6jjYDGxVJsWS0a5wlVF5vS,Butter,BTS,False,0.759,0.459,8,-5.187,0.0948,0.00323,0.0,0.0788,0.695,109.997,78,"[Verse 1: Jung Kook, V & j-hope]Smooth like butterLike a criminal undercoverGon' pop like troubleBreakin' into your heart like that (Ooh)Cool shade stunnerYeah, I owe it all to my motherHot like summerYeah, I'm makin' you sweat like thatBreak it down[Pre-Chorus: Jin & RM]Ooh, when I look in the mirrorI'll melt your heart into twoI got that superstar glow so (Ooh)Do the boogie like[Chorus: Jung Kook, Jimin & V]Side step, right, left to my beatHigh like the moon, rock with me, babyKnow that I got that heatLet me show you 'cause talk is cheapSide step, right, left to my beatGet it, let it roll[Verse 2: Jung Kook, V, Jin & SUGA]Smooth like butterPull you in like no otherDon't need no UsherTo remind me you got it badAin't no otherThat can sweep you up like a robberStraight up, I got yaMakin' you fall like thatBreak it down"
69,spotify:track:7uQZVznj0uQOGC9KhV2Mg6,LALISA,LISA,False,0.806,0.653,8,-6.283,0.0902,0.0282,0.000784,0.107,0.85,150.058,73,"[리사 ""라리사"" 가사][Intro]내 뒷모습만 봐도 알잖아어두워질 때 분홍빛이나새하얀 조명이 날 깨우면번쩍번쩍 세상을 흔들어 (Hey!)La, la-la-la, la, la-la-laLa, la-la-laWhat's my name? What's my name? (Hey!)La, la-la-la, la, la-la-laLa, la-la-laWhat's my name? What's my name?[Verse 1]머리를 하얗게 비운채시끄런 감정은 태울래Burn, burn, burn그때 난 네 갈증을 해소할 champagneSip, sip, 나를 들이켜그래 더 저 높이 내 body 받들어[Pre-Chorus]Want you to ring the alarm, 세상에게 알려내 이름에다 입맞춰"
70,spotify:track:7hU3IHwjX150XLoTVmjD0q,MONEY,LISA,True,0.831,0.554,1,-9.998,0.218,0.161,6.12e-05,0.152,0.396,140.026,79,"[Verse 1]It's the end of the month and the weekendI'ma spend this check, everything on me, yeahI'ma tip myself, I'ma spend it on myselfI'ma drop it like it's pourin', I'ma pour it on myself[Refrain]Che-che-che-check that money-makin' bank account number (Yikes)That's that shit that's never gettin' bounced on yaBitch, I do the money dance, I just made a hundred bandsWhen the store says, ""Sign for it,"" I'ma leave my autograph[Pre-Chorus]Dolla' bills, dolla' billsWatch it fallin' for me, I love the way that feelsDolla' bills, dolla' billsKeep on fallin' for me, I love thе way it feels[Chorus]I came here to drop somе money, droppin' all my moneyDrop some money, all this bread so yummy, yeahTwerkin', twerkin' when I buy the things I likeDolla', dollas droppin' on my ass tonight[Verse 2]Everyone silent, listen to my money talkSpend how I like it, yeah, everyone know what I mean, meanWhen they see green, when they see green, that mean goGive me what the hell I want, give me what the hell I want"
72,spotify:track:1tkg4EHVoqnhR6iFEXb60y,What You Know Bout Love,Pop Smoke,True,0.709,0.548,10,-8.493,0.353,0.65,1.59e-06,0.133,0.543,83.995,82,"[Intro]Uh[Verse 1]Shawty go joggin' every morning (Every morning)And she make me breakfast almost every morning (Every morning)And she take a naked pic before she leave the doorI be wakin' up to pics before a nigga yawnin'And every weekend my shawty comin' over (Over)Shawty could Fendi out, but she like Fashion Nova (Nova)She ain't drivin' no Camry, she pullin' in a Rover (Rover)With her hair so curly, I love you, baby[Chorus]She said, ""What you know 'bout love?"" (I'll tell you everything)I got what you need (Oh)Walk up in the store and get what you want (Go get it)You get what you pleaseWe 'bout to get it on, take off them drawers (I said I love you, baby)It's just you and meYou know what I be on, I'm about to go raw (I love you, baby)'Cause I like what I see (Oh)[Verse 2]Look, baby, I said I ain't gon' front (Uh)You got my heart beatin' so fast to words I can't pronounceAnd I be gettin' the chills every time I feel your touchI be lookin' at the top and girl, it's only usAll I need is your trustAnd girl I told you once, don't make me tell you twice (Word)I know you see this print through my pants that I know you like (Like, nah)And yo' ass be lookin' so fat when it be in them tights (In them tights)And I'm goin' straight to the top, so hope you ain't afraid of heightsYou always keep me right, for a fact, you never left (Left)Through all the trials and tribulations, always had my best (My best)So here's fifty-five hunnid, go and get your breasts (Your breasts)Start rubbin' on your butt, start kissin' on your neckHey batter, batter, hey batter, batter (Batter)Niggas know I had to swing, I had to make a play (Make a play)I had to apply the pressure, 'cause you my hidden treasureI think I'm fallin' in love"
73,spotify:track:3pVvsgtpCoSajYhDKavuXm,My Lecon,JTL,False,0.945,0.821,9,-3.549,0.0503,0.281,0.000316,0.0534,0.528,107.99,42,YA THINK YOU'R HIGH YA THINK YOU'R COOL YA THINK YOU'R GREATTHAT'S WHAT YOU THINK YA'LL LIVIN'IN ILLUSIONHanuri nophun jurdo morugo to nartwinun nor bogo ija myonun khomedi ga taro obsIjen naui jarnan chogi nomu goero wos gwieue maggo norur tonagessoOnjena noui jarnan mase namur mushi kog jashinun mwodun har su inun dushiHEY! (wasso) non khoge chagahago isso ni sengagen wangja ne sengagen hwanjaKog bomyon inun nomi obnun saram mushi jom nophun jari isso irijori ushiGurohge kaburda no jongmar dachinda ni jarnan gu khoga jomjom do khojindaBOOM! turhda chonjangur turhda ni khodega ijen hanurur turhdaNonun ana moji anha nomu mugowo tange kora bakur gosurNon gyomane gadug cha du nunur garin che jo hanurur hyanghe du pharur podo bojimanNon irur su obso to dahur su obso hohwang doen jaman shim non onjena gu jariyaOrir jog no saum jom heji ujurdedon gomanhadonUH! himobnun aidur terigo goerobhin non ije gudur mitheso irhajiNo! jarnan go hana obsumyonso jarnan jur argo namur yogmanhajiYO! erbom jom phargo guron sori haji ni nore amudo an duroModungor ne gijune majchwo yorur majchugir baranun nonunJongmar hanshim gugon jinachin yogshim nemserur arji modHanun nonun hangsang gunyang kuthjariNon gyomane gadug cha du nunur garin che jo hanurur hyanghe du pharur podo bojimanNon irur su obso to dahur su obso hohwang doen jaman shim non onjena gu jariyaBangshimun gummur nonun umur ane geguri gugor ani nonun moruji?Jashini choegorago midgo gugor todur go hangsang chagag soge sargoGyomson gugon nege phiryohan MY LECON CHECK MY mothin noui PERSONALITYTwinun nom wie nanun na igo nonun gugor myongshim dwithongsu joshimIgishimi mandun yogmangi norur myormang shikhyodo nonun jongshinMo charir ge ponhago gyothe modun sojunghan iduri tonan hu kuthne huhoehago du nunur gamgoNon gyomane gadug cha du nunur garin che jo hanurur hyanghe du pharur podo bojimanNon irur su obso to dahur su obso hohwang doen jaman shim non onjena gu jariya
74,spotify:track:12hVQgYR254ZziANtiKVWQ,Hatchback,Cochise,True,0.734,0.692,2,-6.227,0.0555,0.0221,0.0,0.224,0.348,77.994,63,"[Intro]Turn that bitch up (Turn that bitch up, uh)Yo' Cochise, a weh dem a seh?Bullet!Uh, alrightI been, uh, I beenI been, uh, uhKuwu, uh, Kuwu, uhUh, uh, uh (Javvi)[Verse]Uh, uh (Uh), uh, uhKuwabara (Yeah, uh, Bara)Bitch, I'm tough (Uh, uh)Who he with? Who he with?Not with us, us, usThat boy, uh, that boy, uh, that boy sus (Yeah)Get the pump, that's a must, I don't trustOh cool, okay, oh cool (Uh)In Tokyo (Uh), I'm with my ghouls (Uh, uh)My shooters up (Uh), no Liverpool (Uh)In Tokyo (Uh), I'm with my ghouls (Uh, uh, uh, uh, uh), okayUh, I'ma go run up a check (A check)Like Akatsuki, I'm deep in my set (My set)Just like mizu, I'm leavin' her wet (Her wet)That boy broke, why he talkin' 'bout bet? (Get)I'm gettin' hella upset (That's it)If you come, better come up, correct (Correct)619, put my foot on they neck (They neck)Uh, relayRun it up, replayShe come over my wayThird eye with it, HieiNiggas, they mad 'cause I'm stunnin' (Stunt)Tell that nigga to stop all that frontin' (All that front)All on IG, she suck in her stomachGet the bread and it come in abundant (Abundant)I want twenties, I don't want no hunnids (Hunnids)Spent a check and another one comin' (Comin')That boy mad 'cause he gettin' him nothin' (Him nothin')Had to wake up and grind up for somethin' (For somethin')Heard you a ho', but I saw yo' ass runnin' (Runnin')How you leavin' if you know I'm comin'? (Yeah)You heard the scream, you started duckin' (Uh, uh)Pull up to the scene and niggas was buggin' (Uh, uh)I had to—, uhYeah, my pockets is big like my gap (Yeah)My niggas, they real and they strap (Uh)My shorty, she slim and she fat (Uh)I could pull up, just stay where you at (Uh)Better hope I don't catch where you lack (Uh)I might put the whole team on my back (Uh)Everywhere that I go, I had to snap (Uh)Had to sip on that gin, had a match (Uh)Uh, pull on that thing like a hatch (Uh, uh, uh)I had to get to the racks (Uh, uh)I had to get me a stackDon't got the time to relax (Uh)Me and the bread is attached (Uh)Third eye it fit with a patch (Uh)Uh, I had to fight with the black (Uh, damn)Had to wake up and chase to the sack (Uh)I'm chasin' the sack (Okay)Niggas, they mad cause I'm black (Okay)I had to—, with the black (Okay)All my niggas, we comin' through nice (Okay)All my niggas we—, nice (Okay, yeah)Ruby, they built like a max (Okay)I had a—, fuck up the packs (Okay)Yeah, I'm sippin' that packs (Okay)Heard these niggas, they actin' like—, uh, yeah (Yeah)And these niggas, they lack, yeah (Yeah)And they lookin' relaxed, yeahYeah, and these niggas they laughin', they like Jack Black (Yeah)Yeah, Jack Black (Yeah)"
75,spotify:track:3DmW6y7wTEYHJZlLo1r6XJ,Shower,Becky G,False,0.699,0.529,2,-7.548,0.0487,0.0317,3.59e-05,0.285,0.121,119.987,79,"[Verse 1]I don't know, it's just something about ya (Woo)Got me feelin' like I can't be without ya (Woo)Anytime someone mention your name (Woo)I be feelin' as if I'm around ya (Woo)Ain't no words to describe you, baby (Woo)All I know is that you take me high (Woo)Can you tell that you drive me crazy? (Woo)'Cause I can't get you out my mind[Pre-Chorus]Think of you when I'm going to bedWhen I wake up, think of you againYou are my homie, lover and friendExactly why[Chorus]You light me up inside like the Fourth of JulyWhenever you're around, I always seem to smileAnd people ask me how, well, you're the reason whyI'm dancing in the mirrorAnd singing in the shower (Shower)La-da-di, la-da-da, la-da-daSinging in the shower (Shower)La-da-di, la-da-da, la-da-daSinging in the shower (Shower)"
76,spotify:track:5vlEg2fT4cFWAqU5QptIpQ,Replay,Iyaz,False,0.706,0.751,9,-6.323,0.0708,0.173,0.0,0.168,0.195,91.031,74,"[Chorus]Shawty's like a melody in my headThat I can't keep out, got me singing like​Na-na-na-na, every dayIt's like my iPod stuck on replay, replay-ay-ay-ayShawty's like a melody in my headThat I can't keep out, got me singing like (Ayy)Na-na-na-na, every dayIt's like my iPod stuck on replay (J-J-J-JR), replay[Verse 1]Remember the first time we met?You was at the mall with your friendI was scared to approach ya, but then you came closerHoping you would give me a chanceWho would have ever knewThat we would ever be more than friends?We're real worldwide, breaking all the rulesShe like a song played again and again[Pre-Chorus](That girl) like something off a poster(That girl) is a dime they say(That girl) is a gun to my holsterAnd she's running through my mind all day, ayy"
77,spotify:track:2XHzzp1j4IfTNp1FTn7YFg,Love Me,Lil Wayne,True,0.669,0.634,11,-6.476,0.0327,0.0125,0.0,0.0946,0.496,124.906,85,"[Pre-Chorus: Future]I'm on that good kush and alcohol (Mike WiLL Made-It)I got some down bitches I can call (What's hatnin'?)I don't know what I would do without y'allI'ma ball 'til the day I fall (I'ma ball, ball, ball)[Chorus: Drake & Future]Yeah, long as my bitches love me (Yeah, yeah; yeah, yeah)I can give a fuck 'bout no haterLong as my bitches love me (Yeah, yeah; yeah, yeah; yeah, yeah)Yeah, I can give a fuck 'bout no niggaLong as these bitches love me[Verse 1: Lil Wayne]Uh, pussy-ass nigga, stop hatin'Lil Tunechi got that fireAnd these hoes love me like Satan, manYeah, fuck with me and get bodiedAnd all she eat is dickShe's on a strict diet, that's my babyWith no makeup, she a tenAnd she the best with that headEven better than KarrineShe don't want moneyShe want the time that we could spendShe said, ""'Cause I really need somebodySo tell me you're that somebody""Girl, I fuck who I want, and fuck who I don'tGot that A1 credit, that's that filet mignonShe said, ""I never want to make you madI just want to make you proud""I said, ""Baby, just make me cumThen don't make a sound""Slick Tunechi"
78,spotify:track:72ysGFB4mZTgQsPqN9PzPS,Hello Bitches,CL,True,0.714,0.884,11,-2.932,0.113,0.00985,0.0,0.439,0.584,145.075,64,"[씨엘 ""Hello Bitches"" 가사][Chorus]엉덩이 빵빵빵남자들은 탐탐탐내 입술 냠냠냠어딜가든 당당당등장은 차차차뛰자뛰자 방방방디스코 팡팡팡Hello, bitches[Refrain]나-나-나, 나-나, 나-나, 나-나-나나-나-나, 나-나, 나-나, 나-나-나나-나-나, 나-나, 나-나, 나-나-나나-나-나, 나-나, 나-나, 나-나-나[Verse 1]난 지금 어디야 쇼핑? Shopping spree in TokyoWake up in my private jet, 매일 아침 또띠아Lifting cards in Macau, 내가 제일 잘나가Stop blowing up my phone and won't you hit me up on Kakao?Diamonds in my grill 날 말려 누가?Skin tone 2-2 karats gold I got in DubaiMy boys won't hesitate to run up on your boys(My boys won't hesitate to run up on your boys)"
79,spotify:track:0eu4C55hL6x29mmeAjytzC,Life Goes On,Oliver Tree,False,0.7,0.49,0,-5.187,0.076,0.186,0.0,0.117,0.569,79.982,77,"[Verse 1]Babe, you're too controllingI’ma feed you to the wolvesWhen you get nasty, back at meBut, baby, don't distract meI'm a goner, I lost herLike why the hell you wannaPlay me that way? You’re bad, babeYou double-faced entendre[Chorus]Life goes on and on and on and on and on andOn and on and onOn and on and on and on and on andOn and on and onOn and on and on and on and on andOn and on and onOn and on and on and on and on andOn and on and on[Verse 2]Babe, you best believe itI'ma rip you up to piecesI'm a lover, not a fighterBut I'll light this place on fireI want it, I'm on itBut, babe, at least I'm honestI get tired of explainingAs these seasons keep on changing"
80,spotify:track:7lozLnUfzcgEpMMVQI7yhA,Why,Bazzi,True,0.676,0.67,8,-6.584,0.0374,0.353,0.0,0.103,0.54,113.01,71,"[Verse 1]I'm still on your NetflixGirl, I know you love meEven though your parentsThey don't fucking trust meThey probably all right thoughI know I'm an assholeNo reply to all your texts, girl, I do you mad cold[Pre-Chorus]Like you're justDying to drive, but you can't find the keysNot looking for God, but you're down on your kneesI'm all that you want, but not what you need, girl, why?[Chorus]Tell me why do you still love meWhy do you love me?You know you shouldn't love meYeah, you still love me[Verse 2]All your friends tell you they hate meGod, I'm fuckin' shadyCouple weeks ago they were inside my sheets nakedClub, so you can SnapchatTitties out to snap thatI know that you do that shit just hoping for a snap back"
84,spotify:track:6XcfKZvJio9Z0fQy11GnNX,broken,lovelytheband,False,0.666,0.728,7,-5.808,0.0419,0.00175,4.26e-06,0.0429,0.51,122.996,70,"[Chorus]I like that you're brokenBroken like meMaybe that makes me a foolI like that you're lonelyLonely like meI could be lonely with you[Verse 1]I met you late night, at a partySome trust fund baby's Brooklyn loftBy the bathroom, you said let's talkBut my confidence is wearing off[Pre-Chorus]These aren't my peopleThese aren't my friendsShe grabbed my face andThat's when she said[Chorus]I like that you're brokenBroken like meMaybe that makes me a foolI like that you're lonelyLonely like meI could be lonely with you"
85,spotify:track:1y4eb6hmAvsqlDOl3fx9kk,Hot N Cold,Katy Perry,False,0.706,0.841,7,-3.956,0.0418,7.95e-05,0.0,0.0688,0.861,132.032,72,"[Verse 1]You change your mindLike a girl changes clothesYeah, you PMSLike a bitch, I would knowAnd you overthinkAlways speak crypticallyI should knowThat you're no good for me[Chorus]'Cause you're hot, then you're coldYou're yes, then you're noYou're in, then you're outYou're up, then you're downYou're wrong when it's rightIt's black and it's whiteWe fight, we break upWe kiss, we make up(You) You don't really wanna stay, no(You) But you don't really wanna go-oYou're hot, then you're coldYou're yes, then you're noYou're in, then you're outYou're up, then you're down"
89,spotify:track:0g5EKLgdKvNlln7TNqBByK,Middle,DJ Snake,False,0.583,0.695,9,-5.336,0.0423,0.0141,0.0,0.0527,0.224,104.879,77,"[Verse 1]Starin' at two different viewsOn your window ledgeCoffee has gone coldIt's like time froze[Pre-Chorus]There you go wishin', floatin' down our wishin' wellIt's like I'm always causin' problems, causin' hellI didn't mean to put you through this, I can tellWe cannot sweep this under the carpet (Carpet)[Chorus]I hope that I can turn back the timeTo make it all alright, all alright for usI'll promise to build a new worldFor us two with you in the middle[Instrumental Drop][Post-Drop](You in the middle)(You in the middle)[Verse 2](Ly-, ly-, ly-, ly-)Lyin' down beside youWhat's goin' through your head?The silence in the airFelt like my soul froze"
92,spotify:track:3rmo8F54jFF8OgYsqTxm5d,Bad Habits,Ed Sheeran,False,0.807,0.893,11,-3.745,0.0347,0.0451,2.79e-05,0.366,0.537,126.011,85,"[Intro](One, two, three, four)Ooh, ooh[Verse 1]Every time you come around, you know I can't say noEvery time the sun goes down, I let you take controlI can feel the paradise before my world implodesAnd tonight had something wonderful[Chorus]My bad habits lead to late nights endin' aloneConversations with a stranger I barely knowSwearin' this'll be the last, but it probably won'tI got nothin' left to lose, or use, or doMy bad habits lead to wide eyes starin' at spaceAnd I know I lose control of the things that I sayYeah, I was lookin' for a way out, now I can't escapeNothin' happens after two, it's truе, it's trueMy bad habits lead to you[Post-Chorus]Ooh-ooh, ooh-oohMy bad habits lead to youOoh-ooh, ooh-oohMy bad habits lеad to you"
93,spotify:track:5fwSHlTEWpluwOM0Sxnh5k,Pepas,Farruko,True,0.762,0.766,7,-3.955,0.0343,0.00776,6.98e-05,0.128,0.442,130.001,83,"[Letra de ""Pepas""][Refrán]No me importa lo que de mí se digaViva usted su vida, que yo vivo la míaQue solo e' una, disfruta el momentoQue el tiempo se acaba y pa'trás no vira[Pre-Coro]Bebiendo, fumando y jodiendoSigo vacilando de party to' los día'Y síguelo, oh-oh-oh, oh-oh-oh, oh-oh (¡Farru!)Síguelo, oh-oh-oh, oh-oh-oh, oh-oh (La rola y pepa)[Coro]Pepa' y agua pa' la secaTo' el mundo en pastilla' en la discotecaPepa' y agua pa' la secaTo' el mundo en pastilla' en la discoteca[Post-Coro]Desacata'oEmpastilla'o(Qué maldita nota)(Arcoíris)¡Fa-Farru!"
95,spotify:track:7aonAWn0J0AJ47ZU9WHCXC,INFERNO,Sub Urban,False,0.82,0.611,9,-5.02,0.122,0.0766,2.5e-05,0.0684,0.637,127.883,67,"[Chorus: Bella Poarch]No haloBaby, I'm the reason why Hell's so hotInfernoBaby, I'm the reason why bad's so fun, Hell's so hotOh-so[Verse 1: Sub Urban]Terribly terrible, she's a villainOne as sweet as caramel, she's my saintThink I'm getting butterflies, but it's reallySomething telling me to run away[Chorus: Bella Poarch]No haloBaby, I'm the reason why Hell's so hotInfernoBaby, I'm the reason why bad's so fun, Hell's so hotOh-so[Post-Chorus: Bella Poarch]Na-na-na-na-na-na, yeah, yeah, yeahNa-na-na-na-na-na, yeahThat's so fun, Hell's so hotOh-so"
96,spotify:track:0e8nrvls4Qqv5Rfa2UhqmO,THATS WHAT I WANT,Lil Nas X,True,0.737,0.846,1,-4.51,0.22,0.00614,0.0,0.0486,0.546,87.981,82,"[Intro]One, two, three, four[Verse 1]Need a boy who can cuddle with me all nightKeep me warm, love me long, be my sunlightTell me lies, we can argue, we can fightYeah, we did it before, but we'll do it tonightAn afro, black boy with the gold teethWith dark skin, lookin' at me like he know meI wonder if he got the G or the BLet me find out and see, comin' over to me, yeah[Pre-Chorus]These days, I'm way too lonelyI'm missing out, I knowThese days, I'm way too aloneAnd I'm known for givin' love away, but[Chorus]I want someone to love mеI need someone who needs me'Causе it don't feel right when it's late at nightAnd it's just me in my dreamsSo I want someone to loveThat's what I fuckin' want"
98,spotify:track:4DpNNXFMMxQEKl7r0ykkWA,Play Date,Melanie Martinez,True,0.68,0.729,5,-5.077,0.0475,0.612,0.0,0.224,0.446,123.97,78,"[Verse 1]You call me on the telephone, you feel so far awayYou tell me to come over, there's some games you wanna playI'm walkin' to your house, nobody's homeJust me and you and you and me alone[Pre-Chorus]We're just playin' hide and seekIt's gettin' hard to breatheUnder the sheets with youI don't wanna play no gamesI'm tired of always chasin'Chasin' after you[Chorus]I don't give a fuck about you anywaysWho ever said I give a shit 'bout you?You never share your toys or communicateI guess I'm just a playdate to you[Verse 2]Wake up in your bedroom and there's nothin' left to sayWhen I try to talk, you're always playin' board gamesI wish I had monopoly over your mindI wish I didn't care all the time"
101,spotify:track:3YJJjQPAbDT7mGpX3WtQ9A,Good Days,SZA,True,0.436,0.655,1,-8.37,0.0583,0.499,8.1e-06,0.688,0.412,121.002,80,"[Verse 1: SZA]Good day in my mind, safe to take a step outGet some air now, let yo edge outToo soon, I spokeYou be heavy in my mind, can you get the heck out?I need rest now, got me bummed outYou so, you so, youBaby, baby, babeI've been on my empty mind shit[Pre-Chorus: SZA]I try to keep from losin' the rest of meI worry that I wasted the best of me on you, babeYou don't careSaid, ""Not tryna be a nuisance, this is urgent""Tryna make sense of loose changeGot me a war in my mindGotta let go of weight, can't keep what's holdin' meChoose to watch while the world break up in front of me[Chorus: SZA, Jacob Collier & Both]All the while, I'll await my armored fate with a smileStill wanna try, still believe inGood days, good days, alwaysAlways inside (Always in my mind, always in my mind, mind)Good day living in my mind"
102,spotify:track:0k4d5YPDr1r7FX77VdqWez,You Right,Doja Cat,True,0.828,0.621,8,-6.414,0.0565,0.0164,0.00233,0.0845,0.436,128.986,82,"[Pre-Chorus: Doja Cat]I got a man, but I want youI got a man, but I want youAnd it's just nerves, it's just dickMakin' me think 'bout someone newYou know I got so much to sayI try to hide it in my faceAnd it don't work, you see throughThat I just wanna get with youAnd you're right[Chorus: Doja Cat]You right, IGot my guyBut I, ICan't help it, I want youSaid you right, IGot my guyBut I, ICan't help it, I want you[Verse 1: Doja Cat]I can't stop and look the other way'Cause I know what could be, babeAnd you never feel the sameYou'd be thinkin' 'bout it every dayDon't believe in fairytalesBut we got our fantasiesAnd it's me and you, no sheTryna be all through your sheetsHave you all on top of meActin' like it's not that deepOh, you could take it out on meTell me what it's 'bout to beReally feel it's bound to bеI can't tell no one, but they all know"
103,spotify:track:6y6jbcPG4Yn3Du4moXaenr,idfc,blackbear,True,0.63,0.5,1,-8.755,0.0611,0.611,4.04e-05,0.114,0.315,144.871,74,"[Verse]Tell me pretty lies, look me in the faceTell me that you love me, even if it's fake'Cause I don't fucking care at allYou been out all night, I don't know where you beenYou're slurring all your words, not making any senseBut I don't fucking care at all[Pre-Chorus]'Cause I have hella feelings for youI act like I don't fucking careLike they ain't even there'Cause I have hella feelings for youI act like I don't fucking care'Cause I'm so fucking scared[Chorus]I'm only a fool for youAnd maybe you're too good for meI'm only a fool for youBut I don't fucking care at all, ohOoh yeah, oh[Verse]Tell me pretty lies, look me in the faceTell me that you love me, even if it's fake'Cause I don't fucking care at allYou been out all night, I don't know where you beenYou're slurring all your words, not making any senseBut I don't fucking care at all"
107,spotify:track:35mvY5S1H3J2QZyna3TFe0,positions,Ariana Grande,True,0.737,0.802,0,-4.771,0.0878,0.468,0.0,0.0931,0.682,144.015,83,"[Verse 1]Heaven sent you to meI'm just hopin’ I don't repeat history[Pre-Chorus]Boy, I'm tryna meet your mama on a SundayThen make a lotta love on a Monday (Ah, ah)Never need no (No), no one else, babe’Cause I'll be[Chorus]Switchin' them positions for youCookin' in the kitchen and I'm in the bedroomI'm in the Olympics, way I'm jumpin' through hoopsKnow my love infinite, nothin’ I wouldn’t doThat I won't do, switchin’ for you[Verse 2]Perfect, perfectYou're too good to be true (You're too good to be true)But I get tired of runnin', fuck itNow, I’m runnin' with you (With you)[Pre-Chorus]Said, boy, I'm tryna meet your mama on a SundayThen make a lotta love on a Monday (Ah, ah)Never need no (No), no onе else, babe'Causе I'll be"
108,spotify:track:45O0tUN9Bh6LH4eNxQ07AT,Eenie Meenie,Sean Kingston,False,0.734,0.639,1,-3.241,0.0316,0.0348,0.0,0.102,0.836,121.212,66,"[Intro: Sean Kingston]Eenie meenie miney moCatch a bad chick by her toeIf she holla let her go[Verse 1: Sean Kingston]She's indecisive, she can't decideShe keeps on looking from left to rightGirl, come a bit closer, look in my eyesSearchin' is so wrong, I'm Mr. Right[Pre-Chorus: Sean Kingston]You seem like the type to love 'em and leave 'emAnd disappear right after this songSo give me the night to show you, hold youDon't leave me out here dancin' alone[Chorus: Sean Kingston]You can't make up your mind, mind, mind, mind, mindPlease don't waste my time, time, time, time, timeI'm not tryna rewind, wind, wind, wind, windI wish our hearts could come together as one'Cause shorty is a eenie meenie miney mo loverShorty is a eenie meenie miney mo loverShorty is a eenie meenie miney mo loverShorty is a eenie meenie miney mo lover, oh"
